split_seed,target,configuration_id,pipeline_key,candidate_kind,feature_set,selector,selector_parameter,branch,branch_kind,reference_model,mean_macro_f1,sd_macro_f1,mean_priority_recall,mean_balanced_accuracy,mean_accuracy,mean_selected_columns,mean_selected_groups,inner_folds,mean_delta_macro_f1,improving_folds,mean_delta_priority_recall,eligible_to_advance,retained_rank
42,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,extra_trees,0.52211581900363,0.017066918631039766,0.343671497584541,0.5749046274765809,0.6307692307692307,29.0,20.0,5,,,,True,1
42,direct,SEL_05,raw__none__all,selector_configuration,final_26,none,all,,raw,extra_trees,0.5260370470684974,0.011330131144831028,0.33942028985507244,0.5815025948400107,0.6403846153846154,46.8,26.0,5,,,,True,2
42,stage_1,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,extra_trees,0.6912291578387304,0.005507410454838101,0.6646620046620046,0.7045313372073936,0.7192307692307692,29.0,20.0,5,,,,True,1
42,stage_1,ENG_03,engineering__INT_DURATION_X_MOTOR,engineered_representation,final_26,none,all,INT_DURATION_X_MOTOR,interaction,extra_trees,0.6838169565435872,0.01861786844001847,0.6403263403263403,0.6944663317902755,0.7144230769230769,47.8,47.8,5,0.00498193509716858,3.0,0.009184149184149181,True,2
42,stage_2,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,,raw,extra_trees,0.6956394640289608,0.05972282172946503,0.7537198067632851,0.708288474810214,0.7257342657342657,24.2,13.0,5,,,,True,1
42,stage_2,SEL_05,raw__none__all,selector_configuration,final_26,none,all,,raw,extra_trees,0.6821086267765358,0.053370786880805855,0.7667632850241546,0.6905244996549345,0.7195337995337996,46.0,26.0,5,,,,True,2
