split_seed,inner_validation_fold,training_patients,feature,descriptive_name,falls_class,class_label,category,patients,percent_within_class
9,1,582,DXRIGID,Rigidity at diagnosis,1,rare fall,Yes,93,73.2
9,1,582,DXRIGID,Rigidity at diagnosis,2,recurrent fall,No,17,29.8
9,1,582,DXRIGID,Rigidity at diagnosis,2,recurrent fall,Unknown,2,3.5
9,1,582,DXRIGID,Rigidity at diagnosis,2,recurrent fall,Yes,38,66.7
9,1,582,DOPTHERST,Dopaminergic therapy started,0,no fall,<Missing>,71,17.8
9,1,582,DOPTHERST,Dopaminergic therapy started,0,no fall,No,68,17.1
9,1,582,DOPTHERST,Dopaminergic therapy started,0,no fall,Yes,259,65.1
9,1,582,DOPTHERST,Dopaminergic therapy started,1,rare fall,<Missing>,29,22.8
9,1,582,DOPTHERST,Dopaminergic therapy started,1,rare fall,No,11,8.7
9,1,582,DOPTHERST,Dopaminergic therapy started,1,rare fall,Yes,87,68.5
9,1,582,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,<Missing>,14,24.6
9,1,582,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,No,3,5.3
9,1,582,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,Yes,40,70.2
9,1,582,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,No,264,66.3
9,1,582,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,Uncertain,6,1.5
9,1,582,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,Yes,128,32.2
9,1,582,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,No,76,59.8
9,1,582,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,Uncertain,3,2.4
9,1,582,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,Yes,48,37.8
9,1,582,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,No,26,45.6
9,1,582,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,Uncertain,1,1.8
9,1,582,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,Yes,30,52.6
9,1,582,ANYFAMPD,Family history of Parkinson's disease,0,no fall,<Missing>,17,4.3
9,1,582,ANYFAMPD,Family history of Parkinson's disease,0,no fall,No,242,60.8
9,1,582,ANYFAMPD,Family history of Parkinson's disease,0,no fall,Yes,139,34.9
9,1,582,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,<Missing>,9,7.1
9,1,582,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,No,70,55.1
9,1,582,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,Yes,48,37.8
9,1,582,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,<Missing>,4,7.0
9,1,582,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,No,23,40.4
9,1,582,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,Yes,30,52.6
9,1,582,DXTREMOR,Resting tremor at diagnosis,0,no fall,No,82,20.6
9,1,582,DXTREMOR,Resting tremor at diagnosis,0,no fall,Unknown,10,2.5
9,1,582,DXTREMOR,Resting tremor at diagnosis,0,no fall,Yes,306,76.9
9,1,582,DXTREMOR,Resting tremor at diagnosis,1,rare fall,No,28,22.0
9,1,582,DXTREMOR,Resting tremor at diagnosis,1,rare fall,Unknown,3,2.4
9,1,582,DXTREMOR,Resting tremor at diagnosis,1,rare fall,Yes,96,75.6
9,1,582,DXTREMOR,Resting tremor at diagnosis,2,recurrent fall,No,13,22.8
9,1,582,DXTREMOR,Resting tremor at diagnosis,2,recurrent fall,Yes,44,77.2
9,1,582,DXBRADY,Bradykinesia at diagnosis,0,no fall,No,50,12.6
9,1,582,DXBRADY,Bradykinesia at diagnosis,0,no fall,Unknown,18,4.5
9,1,582,DXBRADY,Bradykinesia at diagnosis,0,no fall,Yes,330,82.9
9,1,582,DXBRADY,Bradykinesia at diagnosis,1,rare fall,No,19,15.0
9,1,582,DXBRADY,Bradykinesia at diagnosis,1,rare fall,Unknown,8,6.3
9,1,582,DXBRADY,Bradykinesia at diagnosis,1,rare fall,Yes,100,78.7
9,1,582,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,No,12,21.1
9,1,582,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,Unknown,1,1.8
9,1,582,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,Yes,44,77.2
9,1,582,DOMSIDE,Predominantly affected side at onset,0,no fall,Left,178,44.7
9,1,582,DOMSIDE,Predominantly affected side at onset,0,no fall,Right,210,52.8
9,1,582,DOMSIDE,Predominantly affected side at onset,0,no fall,Symmetric,7,1.8
9,1,582,DOMSIDE,Predominantly affected side at onset,0,no fall,Unknown,3,0.8
9,1,582,DOMSIDE,Predominantly affected side at onset,1,rare fall,Left,52,40.9
9,1,582,DOMSIDE,Predominantly affected side at onset,1,rare fall,Right,72,56.7
9,1,582,DOMSIDE,Predominantly affected side at onset,1,rare fall,Symmetric,2,1.6
9,1,582,DOMSIDE,Predominantly affected side at onset,1,rare fall,Unknown,1,0.8
9,1,582,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Left,25,43.9
9,1,582,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Right,29,50.9
9,1,582,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Symmetric,1,1.8
9,1,582,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Unknown,2,3.5
9,2,582,DXPOSINS,Postural instability at diagnosis,0,no fall,<Missing>,1,0.3
9,2,582,DXPOSINS,Postural instability at diagnosis,0,no fall,No,352,88.4
9,2,582,DXPOSINS,Postural instability at diagnosis,0,no fall,Unknown,20,5.0
9,2,582,DXPOSINS,Postural instability at diagnosis,0,no fall,Yes,25,6.3
9,2,582,DXPOSINS,Postural instability at diagnosis,1,rare fall,No,111,86.7
9,2,582,DXPOSINS,Postural instability at diagnosis,1,rare fall,Unknown,8,6.2
9,2,582,DXPOSINS,Postural instability at diagnosis,1,rare fall,Yes,9,7.0
9,2,582,DXPOSINS,Postural instability at diagnosis,2,recurrent fall,No,49,87.5
9,2,582,DXPOSINS,Postural instability at diagnosis,2,recurrent fall,Unknown,1,1.8
9,2,582,DXPOSINS,Postural instability at diagnosis,2,recurrent fall,Yes,6,10.7
9,2,582,DXRIGID,Rigidity at diagnosis,0,no fall,No,80,20.1
9,2,582,DXRIGID,Rigidity at diagnosis,0,no fall,Unknown,27,6.8
9,2,582,DXRIGID,Rigidity at diagnosis,0,no fall,Yes,291,73.1
9,2,582,DXRIGID,Rigidity at diagnosis,1,rare fall,No,24,18.8
9,2,582,DXRIGID,Rigidity at diagnosis,1,rare fall,Unknown,7,5.5
9,2,582,DXRIGID,Rigidity at diagnosis,1,rare fall,Yes,97,75.8
9,2,582,DXRIGID,Rigidity at diagnosis,2,recurrent fall,No,13,23.2
9,2,582,DXRIGID,Rigidity at diagnosis,2,recurrent fall,Unknown,1,1.8
9,2,582,DXRIGID,Rigidity at diagnosis,2,recurrent fall,Yes,42,75.0
9,2,582,DOPTHERST,Dopaminergic therapy started,0,no fall,<Missing>,68,17.1
9,2,582,DOPTHERST,Dopaminergic therapy started,0,no fall,No,61,15.3
9,2,582,DOPTHERST,Dopaminergic therapy started,0,no fall,Yes,269,67.6
9,2,582,DOPTHERST,Dopaminergic therapy started,1,rare fall,<Missing>,33,25.8
9,2,582,DOPTHERST,Dopaminergic therapy started,1,rare fall,No,14,10.9
9,2,582,DOPTHERST,Dopaminergic therapy started,1,rare fall,Yes,81,63.3
9,2,582,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,<Missing>,12,21.4
9,2,582,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,No,3,5.4
9,2,582,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,Yes,41,73.2
9,2,582,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,No,260,65.3
9,2,582,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,Uncertain,10,2.5
9,2,582,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,Yes,128,32.2
9,2,582,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,No,84,65.6
9,2,582,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,Uncertain,1,0.8
9,2,582,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,Yes,43,33.6
9,2,582,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,No,22,39.3
9,2,582,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,Uncertain,1,1.8
9,2,582,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,Yes,33,58.9
9,2,582,ANYFAMPD,Family history of Parkinson's disease,0,no fall,<Missing>,17,4.3
9,2,582,ANYFAMPD,Family history of Parkinson's disease,0,no fall,No,241,60.6
9,2,582,ANYFAMPD,Family history of Parkinson's disease,0,no fall,Yes,140,35.2
9,2,582,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,<Missing>,13,10.2
9,2,582,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,No,62,48.4
9,2,582,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,Yes,53,41.4
9,2,582,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,<Missing>,1,1.8
9,2,582,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,No,28,50.0
9,2,582,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,Yes,27,48.2
9,2,582,DXTREMOR,Resting tremor at diagnosis,0,no fall,No,86,21.6
9,2,582,DXTREMOR,Resting tremor at diagnosis,0,no fall,Unknown,8,2.0
9,2,582,DXTREMOR,Resting tremor at diagnosis,0,no fall,Yes,304,76.4
9,2,582,DXTREMOR,Resting tremor at diagnosis,1,rare fall,No,27,21.1
9,2,582,DXTREMOR,Resting tremor at diagnosis,1,rare fall,Unknown,2,1.6
9,2,582,DXTREMOR,Resting tremor at diagnosis,1,rare fall,Yes,99,77.3
9,2,582,DXTREMOR,Resting tremor at diagnosis,2,recurrent fall,No,15,26.8
9,2,582,DXTREMOR,Resting tremor at diagnosis,2,recurrent fall,Yes,41,73.2
9,2,582,DXBRADY,Bradykinesia at diagnosis,0,no fall,No,52,13.1
9,2,582,DXBRADY,Bradykinesia at diagnosis,0,no fall,Unknown,19,4.8
9,2,582,DXBRADY,Bradykinesia at diagnosis,0,no fall,Yes,327,82.2
9,2,582,DXBRADY,Bradykinesia at diagnosis,1,rare fall,No,22,17.2
9,2,582,DXBRADY,Bradykinesia at diagnosis,1,rare fall,Unknown,7,5.5
9,2,582,DXBRADY,Bradykinesia at diagnosis,1,rare fall,Yes,99,77.3
9,2,582,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,No,10,17.9
9,2,582,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,Unknown,1,1.8
9,2,582,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,Yes,45,80.4
9,2,582,DOMSIDE,Predominantly affected side at onset,0,no fall,Left,176,44.2
9,2,582,DOMSIDE,Predominantly affected side at onset,0,no fall,Right,213,53.5
9,2,582,DOMSIDE,Predominantly affected side at onset,0,no fall,Symmetric,6,1.5
9,2,582,DOMSIDE,Predominantly affected side at onset,0,no fall,Unknown,3,0.8
9,2,582,DOMSIDE,Predominantly affected side at onset,1,rare fall,Left,45,35.2
9,2,582,DOMSIDE,Predominantly affected side at onset,1,rare fall,Right,79,61.7
9,2,582,DOMSIDE,Predominantly affected side at onset,1,rare fall,Symmetric,3,2.3
9,2,582,DOMSIDE,Predominantly affected side at onset,1,rare fall,Unknown,1,0.8
9,2,582,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Left,28,50.0
9,2,582,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Right,25,44.6
9,2,582,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Symmetric,1,1.8
9,2,582,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Unknown,2,3.6
9,3,583,DXPOSINS,Postural instability at diagnosis,0,no fall,<Missing>,1,0.3
9,3,583,DXPOSINS,Postural instability at diagnosis,0,no fall,No,349,87.5
9,3,583,DXPOSINS,Postural instability at diagnosis,0,no fall,Unknown,22,5.5
9,3,583,DXPOSINS,Postural instability at diagnosis,0,no fall,Yes,27,6.8
9,3,583,DXPOSINS,Postural instability at diagnosis,1,rare fall,No,109,85.8
9,3,583,DXPOSINS,Postural instability at diagnosis,1,rare fall,Unknown,5,3.9
9,3,583,DXPOSINS,Postural instability at diagnosis,1,rare fall,Yes,13,10.2
9,3,583,DXPOSINS,Postural instability at diagnosis,2,recurrent fall,No,51,89.5
9,3,583,DXPOSINS,Postural instability at diagnosis,2,recurrent fall,Unknown,1,1.8
9,3,583,DXPOSINS,Postural instability at diagnosis,2,recurrent fall,Yes,5,8.8
9,3,583,DXRIGID,Rigidity at diagnosis,0,no fall,No,81,20.3
9,3,583,DXRIGID,Rigidity at diagnosis,0,no fall,Unknown,28,7.0
9,3,583,DXRIGID,Rigidity at diagnosis,0,no fall,Yes,290,72.7
9,3,583,DXRIGID,Rigidity at diagnosis,1,rare fall,No,27,21.3
9,3,583,DXRIGID,Rigidity at diagnosis,1,rare fall,Unknown,6,4.7
9,3,583,DXRIGID,Rigidity at diagnosis,1,rare fall,Yes,94,74.0
9,3,583,DXRIGID,Rigidity at diagnosis,2,recurrent fall,No,14,24.6
9,3,583,DXRIGID,Rigidity at diagnosis,2,recurrent fall,Unknown,2,3.5
9,3,583,DXRIGID,Rigidity at diagnosis,2,recurrent fall,Yes,41,71.9
9,3,583,DOPTHERST,Dopaminergic therapy started,0,no fall,<Missing>,60,15.0
9,3,583,DOPTHERST,Dopaminergic therapy started,0,no fall,No,61,15.3
9,3,583,DOPTHERST,Dopaminergic therapy started,0,no fall,Yes,278,69.7
9,3,583,DOPTHERST,Dopaminergic therapy started,1,rare fall,<Missing>,29,22.8
9,3,583,DOPTHERST,Dopaminergic therapy started,1,rare fall,No,8,6.3
9,3,583,DOPTHERST,Dopaminergic therapy started,1,rare fall,Yes,90,70.9
9,3,583,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,<Missing>,15,26.3
9,3,583,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,No,3,5.3
9,3,583,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,Yes,39,68.4
9,3,583,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,No,262,65.7
9,3,583,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,Uncertain,9,2.3
9,3,583,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,Yes,128,32.1
9,3,583,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,No,75,59.1
9,3,583,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,Uncertain,3,2.4
9,3,583,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,Yes,49,38.6
9,3,583,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,No,29,50.9
9,3,583,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,Yes,28,49.1
9,3,583,ANYFAMPD,Family history of Parkinson's disease,0,no fall,<Missing>,17,4.3
9,3,583,ANYFAMPD,Family history of Parkinson's disease,0,no fall,No,247,61.9
9,3,583,ANYFAMPD,Family history of Parkinson's disease,0,no fall,Yes,135,33.8
9,3,583,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,<Missing>,13,10.2
9,3,583,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,No,69,54.3
9,3,583,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,Yes,45,35.4
9,3,583,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,<Missing>,4,7.0
9,3,583,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,No,28,49.1
9,3,583,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,Yes,25,43.9
9,3,583,DXTREMOR,Resting tremor at diagnosis,0,no fall,No,75,18.8
9,3,583,DXTREMOR,Resting tremor at diagnosis,0,no fall,Unknown,8,2.0
9,3,583,DXTREMOR,Resting tremor at diagnosis,0,no fall,Yes,316,79.2
9,3,583,DXTREMOR,Resting tremor at diagnosis,1,rare fall,No,27,21.3
9,3,583,DXTREMOR,Resting tremor at diagnosis,1,rare fall,Unknown,1,0.8
9,3,583,DXTREMOR,Resting tremor at diagnosis,1,rare fall,Yes,99,78.0
9,3,583,DXTREMOR,Resting tremor at diagnosis,2,recurrent fall,No,15,26.3
9,3,583,DXTREMOR,Resting tremor at diagnosis,2,recurrent fall,Yes,42,73.7
9,3,583,DXBRADY,Bradykinesia at diagnosis,0,no fall,No,54,13.5
9,3,583,DXBRADY,Bradykinesia at diagnosis,0,no fall,Unknown,21,5.3
9,3,583,DXBRADY,Bradykinesia at diagnosis,0,no fall,Yes,324,81.2
9,3,583,DXBRADY,Bradykinesia at diagnosis,1,rare fall,No,19,15.0
9,3,583,DXBRADY,Bradykinesia at diagnosis,1,rare fall,Unknown,5,3.9
9,3,583,DXBRADY,Bradykinesia at diagnosis,1,rare fall,Yes,103,81.1
9,3,583,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,No,11,19.3
9,3,583,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,Unknown,1,1.8
9,3,583,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,Yes,45,78.9
9,3,583,DOMSIDE,Predominantly affected side at onset,0,no fall,Left,178,44.6
9,3,583,DOMSIDE,Predominantly affected side at onset,0,no fall,Right,212,53.1
9,3,583,DOMSIDE,Predominantly affected side at onset,0,no fall,Symmetric,7,1.8
9,3,583,DOMSIDE,Predominantly affected side at onset,0,no fall,Unknown,2,0.5
9,3,583,DOMSIDE,Predominantly affected side at onset,1,rare fall,Left,50,39.4
9,3,583,DOMSIDE,Predominantly affected side at onset,1,rare fall,Right,73,57.5
9,3,583,DOMSIDE,Predominantly affected side at onset,1,rare fall,Symmetric,4,3.1
9,3,583,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Left,26,45.6
9,3,583,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Right,28,49.1
9,3,583,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Symmetric,2,3.5
9,3,583,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Unknown,1,1.8
9,4,583,DXPOSINS,Postural instability at diagnosis,0,no fall,No,355,89.0
9,4,583,DXPOSINS,Postural instability at diagnosis,0,no fall,Unknown,22,5.5
9,4,583,DXPOSINS,Postural instability at diagnosis,0,no fall,Yes,22,5.5
9,4,583,DXPOSINS,Postural instability at diagnosis,1,rare fall,No,108,85.0
9,4,583,DXPOSINS,Postural instability at diagnosis,1,rare fall,Unknown,8,6.3
9,4,583,DXPOSINS,Postural instability at diagnosis,1,rare fall,Yes,11,8.7
9,4,583,DXPOSINS,Postural instability at diagnosis,2,recurrent fall,No,50,87.7
9,4,583,DXPOSINS,Postural instability at diagnosis,2,recurrent fall,Yes,7,12.3
9,4,583,DXRIGID,Rigidity at diagnosis,0,no fall,No,85,21.3
9,4,583,DXRIGID,Rigidity at diagnosis,0,no fall,Unknown,30,7.5
9,4,583,DXRIGID,Rigidity at diagnosis,0,no fall,Yes,284,71.2
9,4,583,DXRIGID,Rigidity at diagnosis,1,rare fall,No,27,21.3
9,4,583,DXRIGID,Rigidity at diagnosis,1,rare fall,Unknown,8,6.3
9,4,583,DXRIGID,Rigidity at diagnosis,1,rare fall,Yes,92,72.4
9,4,583,DXRIGID,Rigidity at diagnosis,2,recurrent fall,No,16,28.1
9,4,583,DXRIGID,Rigidity at diagnosis,2,recurrent fall,Unknown,1,1.8
9,4,583,DXRIGID,Rigidity at diagnosis,2,recurrent fall,Yes,40,70.2
9,4,583,DOPTHERST,Dopaminergic therapy started,0,no fall,<Missing>,70,17.5
9,4,583,DOPTHERST,Dopaminergic therapy started,0,no fall,No,62,15.5
9,4,583,DOPTHERST,Dopaminergic therapy started,0,no fall,Yes,267,66.9
9,4,583,DOPTHERST,Dopaminergic therapy started,1,rare fall,<Missing>,30,23.6
9,4,583,DOPTHERST,Dopaminergic therapy started,1,rare fall,No,11,8.7
9,4,583,DOPTHERST,Dopaminergic therapy started,1,rare fall,Yes,86,67.7
9,4,583,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,<Missing>,12,21.1
9,4,583,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,No,4,7.0
9,4,583,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,Yes,41,71.9
9,4,583,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,No,266,66.7
9,4,583,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,Uncertain,8,2.0
9,4,583,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,Yes,125,31.3
9,4,583,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,No,75,59.1
9,4,583,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,Uncertain,2,1.6
9,4,583,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,Yes,50,39.4
9,4,583,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,No,28,49.1
9,4,583,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,Uncertain,1,1.8
9,4,583,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,Yes,28,49.1
9,4,583,ANYFAMPD,Family history of Parkinson's disease,0,no fall,<Missing>,19,4.8
9,4,583,ANYFAMPD,Family history of Parkinson's disease,0,no fall,No,238,59.6
9,4,583,ANYFAMPD,Family history of Parkinson's disease,0,no fall,Yes,142,35.6
9,4,583,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,<Missing>,12,9.4
9,4,583,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,No,67,52.8
9,4,583,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,Yes,48,37.8
9,4,583,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,<Missing>,3,5.3
9,4,583,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,No,24,42.1
9,4,583,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,Yes,30,52.6
9,4,583,DXTREMOR,Resting tremor at diagnosis,0,no fall,No,83,20.8
9,4,583,DXTREMOR,Resting tremor at diagnosis,0,no fall,Unknown,9,2.3
9,4,583,DXTREMOR,Resting tremor at diagnosis,0,no fall,Yes,307,76.9
9,4,583,DXTREMOR,Resting tremor at diagnosis,1,rare fall,No,25,19.7
9,4,583,DXTREMOR,Resting tremor at diagnosis,1,rare fall,Unknown,3,2.4
9,4,583,DXTREMOR,Resting tremor at diagnosis,1,rare fall,Yes,99,78.0
9,4,583,DXTREMOR,Resting tremor at diagnosis,2,recurrent fall,No,15,26.3
9,4,583,DXTREMOR,Resting tremor at diagnosis,2,recurrent fall,Yes,42,73.7
9,4,583,DXBRADY,Bradykinesia at diagnosis,0,no fall,No,55,13.8
9,4,583,DXBRADY,Bradykinesia at diagnosis,0,no fall,Unknown,19,4.8
9,4,583,DXBRADY,Bradykinesia at diagnosis,0,no fall,Yes,325,81.5
9,4,583,DXBRADY,Bradykinesia at diagnosis,1,rare fall,No,23,18.1
9,4,583,DXBRADY,Bradykinesia at diagnosis,1,rare fall,Unknown,5,3.9
9,4,583,DXBRADY,Bradykinesia at diagnosis,1,rare fall,Yes,99,78.0
9,4,583,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,No,12,21.1
9,4,583,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,Yes,45,78.9
9,4,583,DOMSIDE,Predominantly affected side at onset,0,no fall,Left,181,45.4
9,4,583,DOMSIDE,Predominantly affected side at onset,0,no fall,Right,208,52.1
9,4,583,DOMSIDE,Predominantly affected side at onset,0,no fall,Symmetric,7,1.8
9,4,583,DOMSIDE,Predominantly affected side at onset,0,no fall,Unknown,3,0.8
9,4,583,DOMSIDE,Predominantly affected side at onset,1,rare fall,Left,50,39.4
9,4,583,DOMSIDE,Predominantly affected side at onset,1,rare fall,Right,73,57.5
9,4,583,DOMSIDE,Predominantly affected side at onset,1,rare fall,Symmetric,3,2.4
9,4,583,DOMSIDE,Predominantly affected side at onset,1,rare fall,Unknown,1,0.8
9,4,583,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Left,25,43.9
9,4,583,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Right,29,50.9
9,4,583,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Symmetric,2,3.5
9,4,583,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Unknown,1,1.8
10,0,582,DXPOSINS,Postural instability at diagnosis,0,no fall,<Missing>,1,0.3
10,0,582,DXPOSINS,Postural instability at diagnosis,0,no fall,No,340,85.4
10,0,582,DXPOSINS,Postural instability at diagnosis,0,no fall,Unknown,27,6.8
10,0,582,DXPOSINS,Postural instability at diagnosis,0,no fall,Yes,30,7.5
10,0,582,DXPOSINS,Postural instability at diagnosis,1,rare fall,No,106,83.5
10,0,582,DXPOSINS,Postural instability at diagnosis,1,rare fall,Unknown,8,6.3
10,0,582,DXPOSINS,Postural instability at diagnosis,1,rare fall,Yes,13,10.2
10,0,582,DXPOSINS,Postural instability at diagnosis,2,recurrent fall,No,47,82.5
10,0,582,DXPOSINS,Postural instability at diagnosis,2,recurrent fall,Unknown,2,3.5
10,0,582,DXPOSINS,Postural instability at diagnosis,2,recurrent fall,Yes,8,14.0
10,0,582,DXRIGID,Rigidity at diagnosis,0,no fall,No,85,21.4
10,0,582,DXRIGID,Rigidity at diagnosis,0,no fall,Unknown,34,8.5
10,0,582,DXRIGID,Rigidity at diagnosis,0,no fall,Yes,279,70.1
10,0,582,DXRIGID,Rigidity at diagnosis,1,rare fall,No,26,20.5
10,0,582,DXRIGID,Rigidity at diagnosis,1,rare fall,Unknown,5,3.9
10,0,582,DXRIGID,Rigidity at diagnosis,1,rare fall,Yes,96,75.6
10,0,582,DXRIGID,Rigidity at diagnosis,2,recurrent fall,No,10,17.5
10,0,582,DXRIGID,Rigidity at diagnosis,2,recurrent fall,Unknown,3,5.3
10,0,582,DXRIGID,Rigidity at diagnosis,2,recurrent fall,Yes,44,77.2
10,0,582,DOPTHERST,Dopaminergic therapy started,0,no fall,<Missing>,64,16.1
10,0,582,DOPTHERST,Dopaminergic therapy started,0,no fall,No,62,15.6
10,0,582,DOPTHERST,Dopaminergic therapy started,0,no fall,Yes,272,68.3
10,0,582,DOPTHERST,Dopaminergic therapy started,1,rare fall,<Missing>,27,21.3
10,0,582,DOPTHERST,Dopaminergic therapy started,1,rare fall,No,15,11.8
10,0,582,DOPTHERST,Dopaminergic therapy started,1,rare fall,Yes,85,66.9
10,0,582,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,<Missing>,18,31.6
10,0,582,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,No,3,5.3
10,0,582,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,Yes,36,63.2
10,0,582,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,No,253,63.6
10,0,582,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,Uncertain,12,3.0
10,0,582,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,Yes,133,33.4
10,0,582,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,No,79,62.2
10,0,582,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,Uncertain,2,1.6
10,0,582,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,Yes,46,36.2
10,0,582,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,No,31,54.4
10,0,582,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,Uncertain,1,1.8
10,0,582,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,Yes,25,43.9
