split_seed,inner_validation_fold,training_patients,feature,descriptive_name,falls_class,class_label,category,patients,percent_within_class
2,2,582,DXTREMOR,Resting tremor at diagnosis,0,no fall,Unknown,8,2.0
2,2,582,DXTREMOR,Resting tremor at diagnosis,0,no fall,Yes,308,77.4
2,2,582,DXTREMOR,Resting tremor at diagnosis,1,rare fall,No,24,18.8
2,2,582,DXTREMOR,Resting tremor at diagnosis,1,rare fall,Yes,104,81.2
2,2,582,DXTREMOR,Resting tremor at diagnosis,2,recurrent fall,No,14,25.0
2,2,582,DXTREMOR,Resting tremor at diagnosis,2,recurrent fall,Unknown,1,1.8
2,2,582,DXTREMOR,Resting tremor at diagnosis,2,recurrent fall,Yes,41,73.2
2,2,582,DXBRADY,Bradykinesia at diagnosis,0,no fall,No,44,11.1
2,2,582,DXBRADY,Bradykinesia at diagnosis,0,no fall,Unknown,27,6.8
2,2,582,DXBRADY,Bradykinesia at diagnosis,0,no fall,Yes,327,82.2
2,2,582,DXBRADY,Bradykinesia at diagnosis,1,rare fall,No,25,19.5
2,2,582,DXBRADY,Bradykinesia at diagnosis,1,rare fall,Unknown,6,4.7
2,2,582,DXBRADY,Bradykinesia at diagnosis,1,rare fall,Yes,97,75.8
2,2,582,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,No,12,21.4
2,2,582,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,Unknown,1,1.8
2,2,582,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,Yes,43,76.8
2,2,582,DOMSIDE,Predominantly affected side at onset,0,no fall,Left,170,42.7
2,2,582,DOMSIDE,Predominantly affected side at onset,0,no fall,Right,219,55.0
2,2,582,DOMSIDE,Predominantly affected side at onset,0,no fall,Symmetric,5,1.3
2,2,582,DOMSIDE,Predominantly affected side at onset,0,no fall,Unknown,4,1.0
2,2,582,DOMSIDE,Predominantly affected side at onset,1,rare fall,Left,56,43.8
2,2,582,DOMSIDE,Predominantly affected side at onset,1,rare fall,Right,68,53.1
2,2,582,DOMSIDE,Predominantly affected side at onset,1,rare fall,Symmetric,3,2.3
2,2,582,DOMSIDE,Predominantly affected side at onset,1,rare fall,Unknown,1,0.8
2,2,582,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Left,25,44.6
2,2,582,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Right,26,46.4
2,2,582,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Symmetric,3,5.4
2,2,582,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Unknown,2,3.6
2,3,583,DXPOSINS,Postural instability at diagnosis,0,no fall,No,337,84.5
2,3,583,DXPOSINS,Postural instability at diagnosis,0,no fall,Unknown,28,7.0
2,3,583,DXPOSINS,Postural instability at diagnosis,0,no fall,Yes,34,8.5
2,3,583,DXPOSINS,Postural instability at diagnosis,1,rare fall,No,105,82.7
2,3,583,DXPOSINS,Postural instability at diagnosis,1,rare fall,Unknown,7,5.5
2,3,583,DXPOSINS,Postural instability at diagnosis,1,rare fall,Yes,15,11.8
2,3,583,DXPOSINS,Postural instability at diagnosis,2,recurrent fall,No,47,82.5
2,3,583,DXPOSINS,Postural instability at diagnosis,2,recurrent fall,Unknown,1,1.8
2,3,583,DXPOSINS,Postural instability at diagnosis,2,recurrent fall,Yes,9,15.8
2,3,583,DXRIGID,Rigidity at diagnosis,0,no fall,No,88,22.1
2,3,583,DXRIGID,Rigidity at diagnosis,0,no fall,Unknown,32,8.0
2,3,583,DXRIGID,Rigidity at diagnosis,0,no fall,Yes,279,69.9
2,3,583,DXRIGID,Rigidity at diagnosis,1,rare fall,No,27,21.3
2,3,583,DXRIGID,Rigidity at diagnosis,1,rare fall,Unknown,6,4.7
2,3,583,DXRIGID,Rigidity at diagnosis,1,rare fall,Yes,94,74.0
2,3,583,DXRIGID,Rigidity at diagnosis,2,recurrent fall,No,9,15.8
2,3,583,DXRIGID,Rigidity at diagnosis,2,recurrent fall,Unknown,2,3.5
2,3,583,DXRIGID,Rigidity at diagnosis,2,recurrent fall,Yes,46,80.7
2,3,583,DOPTHERST,Dopaminergic therapy started,0,no fall,<Missing>,63,15.8
2,3,583,DOPTHERST,Dopaminergic therapy started,0,no fall,No,69,17.3
2,3,583,DOPTHERST,Dopaminergic therapy started,0,no fall,Yes,267,66.9
2,3,583,DOPTHERST,Dopaminergic therapy started,1,rare fall,<Missing>,34,26.8
2,3,583,DOPTHERST,Dopaminergic therapy started,1,rare fall,No,14,11.0
2,3,583,DOPTHERST,Dopaminergic therapy started,1,rare fall,Yes,79,62.2
2,3,583,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,<Missing>,16,28.1
2,3,583,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,No,3,5.3
2,3,583,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,Yes,38,66.7
2,3,583,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,No,256,64.2
2,3,583,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,Uncertain,7,1.8
2,3,583,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,Yes,136,34.1
2,3,583,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,No,72,56.7
2,3,583,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,Uncertain,4,3.1
2,3,583,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,Yes,51,40.2
2,3,583,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,No,27,47.4
2,3,583,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,Uncertain,2,3.5
2,3,583,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,Yes,28,49.1
2,3,583,ANYFAMPD,Family history of Parkinson's disease,0,no fall,<Missing>,19,4.8
2,3,583,ANYFAMPD,Family history of Parkinson's disease,0,no fall,No,231,57.9
2,3,583,ANYFAMPD,Family history of Parkinson's disease,0,no fall,Yes,149,37.3
2,3,583,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,<Missing>,14,11.0
2,3,583,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,No,72,56.7
2,3,583,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,Yes,41,32.3
2,3,583,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,<Missing>,6,10.5
2,3,583,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,No,24,42.1
2,3,583,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,Yes,27,47.4
2,3,583,DXTREMOR,Resting tremor at diagnosis,0,no fall,No,80,20.1
2,3,583,DXTREMOR,Resting tremor at diagnosis,0,no fall,Unknown,8,2.0
2,3,583,DXTREMOR,Resting tremor at diagnosis,0,no fall,Yes,311,77.9
2,3,583,DXTREMOR,Resting tremor at diagnosis,1,rare fall,No,24,18.9
2,3,583,DXTREMOR,Resting tremor at diagnosis,1,rare fall,Yes,103,81.1
2,3,583,DXTREMOR,Resting tremor at diagnosis,2,recurrent fall,No,14,24.6
2,3,583,DXTREMOR,Resting tremor at diagnosis,2,recurrent fall,Yes,43,75.4
2,3,583,DXBRADY,Bradykinesia at diagnosis,0,no fall,No,50,12.5
2,3,583,DXBRADY,Bradykinesia at diagnosis,0,no fall,Unknown,21,5.3
2,3,583,DXBRADY,Bradykinesia at diagnosis,0,no fall,Yes,328,82.2
2,3,583,DXBRADY,Bradykinesia at diagnosis,1,rare fall,No,22,17.3
2,3,583,DXBRADY,Bradykinesia at diagnosis,1,rare fall,Unknown,4,3.1
2,3,583,DXBRADY,Bradykinesia at diagnosis,1,rare fall,Yes,101,79.5
2,3,583,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,No,10,17.5
2,3,583,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,Yes,47,82.5
2,3,583,DOMSIDE,Predominantly affected side at onset,0,no fall,Left,172,43.1
2,3,583,DOMSIDE,Predominantly affected side at onset,0,no fall,Right,216,54.1
2,3,583,DOMSIDE,Predominantly affected side at onset,0,no fall,Symmetric,8,2.0
2,3,583,DOMSIDE,Predominantly affected side at onset,0,no fall,Unknown,3,0.8
2,3,583,DOMSIDE,Predominantly affected side at onset,1,rare fall,Left,55,43.3
2,3,583,DOMSIDE,Predominantly affected side at onset,1,rare fall,Right,69,54.3
2,3,583,DOMSIDE,Predominantly affected side at onset,1,rare fall,Symmetric,3,2.4
2,3,583,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Left,26,45.6
2,3,583,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Right,27,47.4
2,3,583,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Symmetric,2,3.5
2,3,583,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Unknown,2,3.5
2,4,583,DXPOSINS,Postural instability at diagnosis,0,no fall,No,341,85.5
2,4,583,DXPOSINS,Postural instability at diagnosis,0,no fall,Unknown,28,7.0
2,4,583,DXPOSINS,Postural instability at diagnosis,0,no fall,Yes,30,7.5
2,4,583,DXPOSINS,Postural instability at diagnosis,1,rare fall,No,104,81.9
2,4,583,DXPOSINS,Postural instability at diagnosis,1,rare fall,Unknown,6,4.7
2,4,583,DXPOSINS,Postural instability at diagnosis,1,rare fall,Yes,17,13.4
2,4,583,DXPOSINS,Postural instability at diagnosis,2,recurrent fall,No,46,80.7
2,4,583,DXPOSINS,Postural instability at diagnosis,2,recurrent fall,Unknown,2,3.5
2,4,583,DXPOSINS,Postural instability at diagnosis,2,recurrent fall,Yes,9,15.8
2,4,583,DXRIGID,Rigidity at diagnosis,0,no fall,No,85,21.3
2,4,583,DXRIGID,Rigidity at diagnosis,0,no fall,Unknown,29,7.3
2,4,583,DXRIGID,Rigidity at diagnosis,0,no fall,Yes,285,71.4
2,4,583,DXRIGID,Rigidity at diagnosis,1,rare fall,No,27,21.3
2,4,583,DXRIGID,Rigidity at diagnosis,1,rare fall,Unknown,6,4.7
2,4,583,DXRIGID,Rigidity at diagnosis,1,rare fall,Yes,94,74.0
2,4,583,DXRIGID,Rigidity at diagnosis,2,recurrent fall,No,12,21.1
2,4,583,DXRIGID,Rigidity at diagnosis,2,recurrent fall,Unknown,2,3.5
2,4,583,DXRIGID,Rigidity at diagnosis,2,recurrent fall,Yes,43,75.4
2,4,583,DOPTHERST,Dopaminergic therapy started,0,no fall,<Missing>,70,17.5
2,4,583,DOPTHERST,Dopaminergic therapy started,0,no fall,No,71,17.8
2,4,583,DOPTHERST,Dopaminergic therapy started,0,no fall,Yes,258,64.7
2,4,583,DOPTHERST,Dopaminergic therapy started,1,rare fall,<Missing>,29,22.8
2,4,583,DOPTHERST,Dopaminergic therapy started,1,rare fall,No,13,10.2
2,4,583,DOPTHERST,Dopaminergic therapy started,1,rare fall,Yes,85,66.9
2,4,583,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,<Missing>,15,26.3
2,4,583,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,No,2,3.5
2,4,583,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,Yes,40,70.2
2,4,583,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,No,267,66.9
2,4,583,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,Uncertain,8,2.0
2,4,583,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,Yes,124,31.1
2,4,583,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,No,72,56.7
2,4,583,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,Uncertain,3,2.4
2,4,583,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,Yes,52,40.9
2,4,583,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,No,29,50.9
2,4,583,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,Uncertain,2,3.5
2,4,583,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,Yes,26,45.6
2,4,583,ANYFAMPD,Family history of Parkinson's disease,0,no fall,<Missing>,21,5.3
2,4,583,ANYFAMPD,Family history of Parkinson's disease,0,no fall,No,231,57.9
2,4,583,ANYFAMPD,Family history of Parkinson's disease,0,no fall,Yes,147,36.8
2,4,583,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,<Missing>,13,10.2
2,4,583,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,No,71,55.9
2,4,583,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,Yes,43,33.9
2,4,583,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,<Missing>,6,10.5
2,4,583,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,No,23,40.4
2,4,583,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,Yes,28,49.1
2,4,583,DXTREMOR,Resting tremor at diagnosis,0,no fall,No,82,20.6
2,4,583,DXTREMOR,Resting tremor at diagnosis,0,no fall,Unknown,7,1.8
2,4,583,DXTREMOR,Resting tremor at diagnosis,0,no fall,Yes,310,77.7
2,4,583,DXTREMOR,Resting tremor at diagnosis,1,rare fall,No,23,18.1
2,4,583,DXTREMOR,Resting tremor at diagnosis,1,rare fall,Yes,104,81.9
2,4,583,DXTREMOR,Resting tremor at diagnosis,2,recurrent fall,No,12,21.1
2,4,583,DXTREMOR,Resting tremor at diagnosis,2,recurrent fall,Unknown,1,1.8
2,4,583,DXTREMOR,Resting tremor at diagnosis,2,recurrent fall,Yes,44,77.2
2,4,583,DXBRADY,Bradykinesia at diagnosis,0,no fall,No,52,13.0
2,4,583,DXBRADY,Bradykinesia at diagnosis,0,no fall,Unknown,20,5.0
2,4,583,DXBRADY,Bradykinesia at diagnosis,0,no fall,Yes,327,82.0
2,4,583,DXBRADY,Bradykinesia at diagnosis,1,rare fall,No,20,15.7
2,4,583,DXBRADY,Bradykinesia at diagnosis,1,rare fall,Unknown,4,3.1
2,4,583,DXBRADY,Bradykinesia at diagnosis,1,rare fall,Yes,103,81.1
2,4,583,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,No,10,17.5
2,4,583,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,Unknown,1,1.8
2,4,583,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,Yes,46,80.7
2,4,583,DOMSIDE,Predominantly affected side at onset,0,no fall,Left,174,43.6
2,4,583,DOMSIDE,Predominantly affected side at onset,0,no fall,Right,214,53.6
2,4,583,DOMSIDE,Predominantly affected side at onset,0,no fall,Symmetric,9,2.3
2,4,583,DOMSIDE,Predominantly affected side at onset,0,no fall,Unknown,2,0.5
2,4,583,DOMSIDE,Predominantly affected side at onset,1,rare fall,Left,51,40.2
2,4,583,DOMSIDE,Predominantly affected side at onset,1,rare fall,Right,71,55.9
2,4,583,DOMSIDE,Predominantly affected side at onset,1,rare fall,Symmetric,4,3.1
2,4,583,DOMSIDE,Predominantly affected side at onset,1,rare fall,Unknown,1,0.8
2,4,583,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Left,25,43.9
2,4,583,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Right,28,49.1
2,4,583,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Symmetric,2,3.5
2,4,583,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Unknown,2,3.5
3,0,582,DXPOSINS,Postural instability at diagnosis,0,no fall,No,334,83.9
3,0,582,DXPOSINS,Postural instability at diagnosis,0,no fall,Unknown,30,7.5
3,0,582,DXPOSINS,Postural instability at diagnosis,0,no fall,Yes,34,8.5
3,0,582,DXPOSINS,Postural instability at diagnosis,1,rare fall,No,108,85.0
3,0,582,DXPOSINS,Postural instability at diagnosis,1,rare fall,Unknown,7,5.5
3,0,582,DXPOSINS,Postural instability at diagnosis,1,rare fall,Yes,12,9.4
3,0,582,DXPOSINS,Postural instability at diagnosis,2,recurrent fall,No,46,80.7
3,0,582,DXPOSINS,Postural instability at diagnosis,2,recurrent fall,Unknown,1,1.8
3,0,582,DXPOSINS,Postural instability at diagnosis,2,recurrent fall,Yes,10,17.5
3,0,582,DXRIGID,Rigidity at diagnosis,0,no fall,No,84,21.1
3,0,582,DXRIGID,Rigidity at diagnosis,0,no fall,Unknown,36,9.0
3,0,582,DXRIGID,Rigidity at diagnosis,0,no fall,Yes,278,69.8
3,0,582,DXRIGID,Rigidity at diagnosis,1,rare fall,No,28,22.0
3,0,582,DXRIGID,Rigidity at diagnosis,1,rare fall,Unknown,7,5.5
3,0,582,DXRIGID,Rigidity at diagnosis,1,rare fall,Yes,92,72.4
3,0,582,DXRIGID,Rigidity at diagnosis,2,recurrent fall,No,12,21.1
3,0,582,DXRIGID,Rigidity at diagnosis,2,recurrent fall,Unknown,3,5.3
3,0,582,DXRIGID,Rigidity at diagnosis,2,recurrent fall,Yes,42,73.7
3,0,582,DOPTHERST,Dopaminergic therapy started,0,no fall,<Missing>,72,18.1
3,0,582,DOPTHERST,Dopaminergic therapy started,0,no fall,No,60,15.1
3,0,582,DOPTHERST,Dopaminergic therapy started,0,no fall,Yes,266,66.8
3,0,582,DOPTHERST,Dopaminergic therapy started,1,rare fall,<Missing>,30,23.6
3,0,582,DOPTHERST,Dopaminergic therapy started,1,rare fall,No,13,10.2
3,0,582,DOPTHERST,Dopaminergic therapy started,1,rare fall,Yes,84,66.1
3,0,582,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,<Missing>,18,31.6
3,0,582,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,No,2,3.5
3,0,582,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,Yes,37,64.9
3,0,582,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,No,254,63.8
3,0,582,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,Uncertain,5,1.3
3,0,582,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,Yes,139,34.9
3,0,582,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,No,73,57.5
3,0,582,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,Uncertain,3,2.4
3,0,582,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,Yes,51,40.2
3,0,582,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,No,23,40.4
3,0,582,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,Yes,34,59.6
3,0,582,ANYFAMPD,Family history of Parkinson's disease,0,no fall,<Missing>,18,4.5
3,0,582,ANYFAMPD,Family history of Parkinson's disease,0,no fall,No,228,57.3
3,0,582,ANYFAMPD,Family history of Parkinson's disease,0,no fall,Yes,152,38.2
3,0,582,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,<Missing>,13,10.2
3,0,582,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,No,72,56.7
3,0,582,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,Yes,42,33.1
3,0,582,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,<Missing>,3,5.3
3,0,582,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,No,22,38.6
3,0,582,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,Yes,32,56.1
3,0,582,DXTREMOR,Resting tremor at diagnosis,0,no fall,No,77,19.3
3,0,582,DXTREMOR,Resting tremor at diagnosis,0,no fall,Unknown,8,2.0
3,0,582,DXTREMOR,Resting tremor at diagnosis,0,no fall,Yes,313,78.6
3,0,582,DXTREMOR,Resting tremor at diagnosis,1,rare fall,No,31,24.4
3,0,582,DXTREMOR,Resting tremor at diagnosis,1,rare fall,Unknown,2,1.6
3,0,582,DXTREMOR,Resting tremor at diagnosis,1,rare fall,Yes,94,74.0
3,0,582,DXTREMOR,Resting tremor at diagnosis,2,recurrent fall,No,16,28.1
3,0,582,DXTREMOR,Resting tremor at diagnosis,2,recurrent fall,Unknown,1,1.8
3,0,582,DXTREMOR,Resting tremor at diagnosis,2,recurrent fall,Yes,40,70.2
3,0,582,DXBRADY,Bradykinesia at diagnosis,0,no fall,No,44,11.1
3,0,582,DXBRADY,Bradykinesia at diagnosis,0,no fall,Unknown,25,6.3
3,0,582,DXBRADY,Bradykinesia at diagnosis,0,no fall,Yes,329,82.7
3,0,582,DXBRADY,Bradykinesia at diagnosis,1,rare fall,No,21,16.5
3,0,582,DXBRADY,Bradykinesia at diagnosis,1,rare fall,Unknown,6,4.7
3,0,582,DXBRADY,Bradykinesia at diagnosis,1,rare fall,Yes,100,78.7
3,0,582,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,No,11,19.3
3,0,582,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,Unknown,2,3.5
3,0,582,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,Yes,44,77.2
3,0,582,DOMSIDE,Predominantly affected side at onset,0,no fall,Left,186,46.7
3,0,582,DOMSIDE,Predominantly affected side at onset,0,no fall,Right,202,50.8
3,0,582,DOMSIDE,Predominantly affected side at onset,0,no fall,Symmetric,8,2.0
3,0,582,DOMSIDE,Predominantly affected side at onset,0,no fall,Unknown,2,0.5
3,0,582,DOMSIDE,Predominantly affected side at onset,1,rare fall,Left,52,40.9
3,0,582,DOMSIDE,Predominantly affected side at onset,1,rare fall,Right,73,57.5
3,0,582,DOMSIDE,Predominantly affected side at onset,1,rare fall,Symmetric,2,1.6
3,0,582,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Left,29,50.9
3,0,582,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Right,25,43.9
3,0,582,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Symmetric,2,3.5
3,0,582,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Unknown,1,1.8
3,1,582,DXPOSINS,Postural instability at diagnosis,0,no fall,No,341,85.7
3,1,582,DXPOSINS,Postural instability at diagnosis,0,no fall,Unknown,29,7.3
3,1,582,DXPOSINS,Postural instability at diagnosis,0,no fall,Yes,28,7.0
3,1,582,DXPOSINS,Postural instability at diagnosis,1,rare fall,No,107,84.3
3,1,582,DXPOSINS,Postural instability at diagnosis,1,rare fall,Unknown,7,5.5
3,1,582,DXPOSINS,Postural instability at diagnosis,1,rare fall,Yes,13,10.2
3,1,582,DXPOSINS,Postural instability at diagnosis,2,recurrent fall,No,47,82.5
3,1,582,DXPOSINS,Postural instability at diagnosis,2,recurrent fall,Unknown,1,1.8
3,1,582,DXPOSINS,Postural instability at diagnosis,2,recurrent fall,Yes,9,15.8
3,1,582,DXRIGID,Rigidity at diagnosis,0,no fall,No,85,21.4
3,1,582,DXRIGID,Rigidity at diagnosis,0,no fall,Unknown,32,8.0
3,1,582,DXRIGID,Rigidity at diagnosis,0,no fall,Yes,281,70.6
3,1,582,DXRIGID,Rigidity at diagnosis,1,rare fall,No,31,24.4
3,1,582,DXRIGID,Rigidity at diagnosis,1,rare fall,Unknown,7,5.5
3,1,582,DXRIGID,Rigidity at diagnosis,1,rare fall,Yes,89,70.1
3,1,582,DXRIGID,Rigidity at diagnosis,2,recurrent fall,No,10,17.5
3,1,582,DXRIGID,Rigidity at diagnosis,2,recurrent fall,Unknown,2,3.5
3,1,582,DXRIGID,Rigidity at diagnosis,2,recurrent fall,Yes,45,78.9
3,1,582,DOPTHERST,Dopaminergic therapy started,0,no fall,<Missing>,73,18.3
3,1,582,DOPTHERST,Dopaminergic therapy started,0,no fall,No,66,16.6
3,1,582,DOPTHERST,Dopaminergic therapy started,0,no fall,Yes,259,65.1
3,1,582,DOPTHERST,Dopaminergic therapy started,1,rare fall,<Missing>,27,21.3
3,1,582,DOPTHERST,Dopaminergic therapy started,1,rare fall,No,10,7.9
3,1,582,DOPTHERST,Dopaminergic therapy started,1,rare fall,Yes,90,70.9
3,1,582,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,<Missing>,19,33.3
3,1,582,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,No,1,1.8
3,1,582,DOPTHERST,Dopaminergic therapy started,2,recurrent fall,Yes,37,64.9
3,1,582,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,No,255,64.1
3,1,582,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,Uncertain,9,2.3
3,1,582,FEATPOSHYP,Postural hypotension clinical feature,0,no fall,Yes,134,33.7
3,1,582,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,No,73,57.5
3,1,582,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,Uncertain,4,3.1
3,1,582,FEATPOSHYP,Postural hypotension clinical feature,1,rare fall,Yes,50,39.4
3,1,582,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,No,24,42.1
3,1,582,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,Uncertain,2,3.5
3,1,582,FEATPOSHYP,Postural hypotension clinical feature,2,recurrent fall,Yes,31,54.4
3,1,582,ANYFAMPD,Family history of Parkinson's disease,0,no fall,<Missing>,21,5.3
3,1,582,ANYFAMPD,Family history of Parkinson's disease,0,no fall,No,229,57.5
3,1,582,ANYFAMPD,Family history of Parkinson's disease,0,no fall,Yes,148,37.2
3,1,582,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,<Missing>,11,8.7
3,1,582,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,No,71,55.9
3,1,582,ANYFAMPD,Family history of Parkinson's disease,1,rare fall,Yes,45,35.4
3,1,582,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,<Missing>,4,7.0
3,1,582,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,No,24,42.1
3,1,582,ANYFAMPD,Family history of Parkinson's disease,2,recurrent fall,Yes,29,50.9
3,1,582,DXTREMOR,Resting tremor at diagnosis,0,no fall,No,78,19.6
3,1,582,DXTREMOR,Resting tremor at diagnosis,0,no fall,Unknown,10,2.5
3,1,582,DXTREMOR,Resting tremor at diagnosis,0,no fall,Yes,310,77.9
3,1,582,DXTREMOR,Resting tremor at diagnosis,1,rare fall,No,27,21.3
3,1,582,DXTREMOR,Resting tremor at diagnosis,1,rare fall,Unknown,3,2.4
3,1,582,DXTREMOR,Resting tremor at diagnosis,1,rare fall,Yes,97,76.4
3,1,582,DXTREMOR,Resting tremor at diagnosis,2,recurrent fall,No,15,26.3
3,1,582,DXTREMOR,Resting tremor at diagnosis,2,recurrent fall,Unknown,1,1.8
3,1,582,DXTREMOR,Resting tremor at diagnosis,2,recurrent fall,Yes,41,71.9
3,1,582,DXBRADY,Bradykinesia at diagnosis,0,no fall,No,38,9.5
3,1,582,DXBRADY,Bradykinesia at diagnosis,0,no fall,Unknown,21,5.3
3,1,582,DXBRADY,Bradykinesia at diagnosis,0,no fall,Yes,339,85.2
3,1,582,DXBRADY,Bradykinesia at diagnosis,1,rare fall,No,23,18.1
3,1,582,DXBRADY,Bradykinesia at diagnosis,1,rare fall,Unknown,6,4.7
3,1,582,DXBRADY,Bradykinesia at diagnosis,1,rare fall,Yes,98,77.2
3,1,582,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,No,9,15.8
3,1,582,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,Unknown,2,3.5
3,1,582,DXBRADY,Bradykinesia at diagnosis,2,recurrent fall,Yes,46,80.7
3,1,582,DOMSIDE,Predominantly affected side at onset,0,no fall,Left,183,46.0
3,1,582,DOMSIDE,Predominantly affected side at onset,0,no fall,Right,205,51.5
3,1,582,DOMSIDE,Predominantly affected side at onset,0,no fall,Symmetric,7,1.8
3,1,582,DOMSIDE,Predominantly affected side at onset,0,no fall,Unknown,3,0.8
3,1,582,DOMSIDE,Predominantly affected side at onset,1,rare fall,Left,49,38.6
3,1,582,DOMSIDE,Predominantly affected side at onset,1,rare fall,Right,75,59.1
3,1,582,DOMSIDE,Predominantly affected side at onset,1,rare fall,Symmetric,3,2.4
3,1,582,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Left,29,50.9
3,1,582,DOMSIDE,Predominantly affected side at onset,2,recurrent fall,Right,25,43.9
