sensitivity_id,split_seed,system,sensitivity_minus_primary_macro_f1,sensitivity_minus_primary_balanced_accuracy,sensitivity_minus_primary_accuracy,sensitivity_minus_primary_macro_auc_ovr,sensitivity_minus_primary_recall_no_fall,sensitivity_minus_primary_recall_rare_fall,sensitivity_minus_primary_recall_recurrent_fall
S03_COHORT_1043,4,direct,-0.019489917466896656,-0.03156801661474562,-0.02564102564102566,0.00804048670513835,-0.028037383177570097,0.0,-0.06666666666666665
S03_COHORT_1043,4,two_stage,-0.01593096868687438,-0.00648097245128576,-0.019230769230769162,0.0010088304846491702,-0.02336448598130836,-0.02941176470588225,0.033333333333333326
S03_COHORT_1043,5,direct,-0.010107737039149911,-0.002037138843076214,-0.0032051282051281937,-0.007645127978219479,0.004672897196261627,-0.044117647058823484,0.033333333333333326
S03_COHORT_1043,5,two_stage,-0.008082854514208815,-0.006230529595015577,-0.012820512820512775,-0.0009985786350602543,-0.01869158878504673,5.551115123125783e-17,0.0
S03_COHORT_1043,6,direct,-0.014717723178374942,-0.024008918209028174,-0.0032051282051281937,-0.0020401423868280366,0.009345794392523366,-0.014705882352941069,-0.06666666666666665
S03_COHORT_1043,6,two_stage,-0.0029001880939004687,-0.0033443283855597583,0.0,-0.004720858699748698,0.004672897196261627,-0.01470588235294118,0.0
S03_COHORT_1043,7,direct,0.011098436197691353,0.012897807097917102,0.0,0.0007453422634848827,-0.009345794392523366,0.01470588235294118,0.033333333333333326
S03_COHORT_1043,7,two_stage,-0.02104161651670977,-0.022472665078492438,-0.012820512820512775,0.002774051772983732,-0.004672897196261627,-0.02941176470588225,-0.03333333333333327
S03_COHORT_1043,8,direct,0.014022147556045805,0.01734164070612687,0.01602564102564108,0.00014580157260901672,0.01869158878504673,0.0,0.033333333333333326
S03_COHORT_1043,8,two_stage,-0.004837989604784654,-0.0033443283855598693,0.0,0.011345008197826356,0.004672897196261627,-0.01470588235294118,0.0
S03_COHORT_1043,9,direct,-0.001826020148466334,-0.0015576323987538387,-0.0032051282051281937,-0.00035657263918631443,-0.004672897196261738,0.0,0.0
S03_COHORT_1043,9,two_stage,-0.011869945725094644,-0.009324415124305041,-0.0064102564102564985,-0.0018786602996134771,-0.009345794392523366,0.014705882352941235,-0.03333333333333327
S03_COHORT_1043,10,direct,0.02670295012390722,0.019378779549202862,0.019230769230769273,0.0060306303757402535,0.014018691588785104,0.04411764705882354,0.0
S03_COHORT_1043,10,two_stage,0.00888720102157714,0.01445543949667083,0.0032051282051281937,0.004172475380483598,-0.004672897196261738,0.01470588235294118,0.033333333333333326
S03_COHORT_1043,11,direct,-0.0009436553882245513,-0.0015576323987538943,-0.0032051282051281937,0.0007875006477296997,-0.004672897196261738,5.551115123125783e-17,0.0
S03_COHORT_1043,11,two_stage,-0.016968752868464665,-0.030218068535825426,-0.0032051282051283048,-0.003682843589542184,0.009345794392523366,5.551115123125783e-17,-0.09999999999999998
S03_COHORT_1043,12,direct,-0.009671894962542726,-0.012668743509865021,-0.0064102564102563875,-0.0009320979066311796,-0.004672897196261627,5.551115123125783e-17,-0.033333333333333326
S03_COHORT_1043,12,two_stage,0.01560414006457167,0.016263514751695074,0.012820512820512886,0.006990576701400353,0.004672897196261627,0.04411764705882354,0.0
S03_COHORT_1043,13,direct,0.02019988414545909,0.02579561419583415,0.0,0.003337537508664168,-0.01869158878504673,0.029411764705882415,0.06666666666666671
S03_COHORT_1043,13,two_stage,0.01040582980842375,0.011590617555433447,0.0032051282051281937,0.0022424246829079175,-0.009345794392523366,0.04411764705882354,0.0
S03_COHORT_1043,14,direct,0.021031215102262024,0.017821147150449024,0.01602564102564097,0.005909997129245448,0.009345794392523366,0.044117647058823595,0.0
S03_COHORT_1043,14,two_stage,0.023784564423057875,0.027124183006535962,0.009615384615384581,0.0014460669068748766,0.0,0.01470588235294118,0.06666666666666671
S03_COHORT_1043,15,direct,0.05375299698159375,0.06716755237920713,0.03205128205128205,0.0203386825966253,0.009345794392523366,0.05882352941176472,0.13333333333333341
S03_COHORT_1043,15,two_stage,0.025217134296144028,0.02116547553600867,0.01602564102564108,-0.001736477740994613,0.004672897196261627,0.05882352941176472,0.0
