sensitivity_id,split_seed,system,true_class,predicted_class,patients
S02_ON_OFF,14,direct,0,1,40
S02_ON_OFF,14,direct,0,2,16
S02_ON_OFF,14,direct,1,0,27
S02_ON_OFF,14,direct,1,1,28
S02_ON_OFF,14,direct,1,2,13
S02_ON_OFF,14,direct,2,0,11
S02_ON_OFF,14,direct,2,1,5
S02_ON_OFF,14,direct,2,2,14
S02_ON_OFF,14,two_stage,0,0,175
S02_ON_OFF,14,two_stage,0,1,32
S02_ON_OFF,14,two_stage,0,2,7
S02_ON_OFF,14,two_stage,1,0,38
S02_ON_OFF,14,two_stage,1,1,22
S02_ON_OFF,14,two_stage,1,2,8
S02_ON_OFF,14,two_stage,2,0,10
S02_ON_OFF,14,two_stage,2,1,10
S02_ON_OFF,14,two_stage,2,2,10
S02_ON_OFF,15,direct,0,0,148
S02_ON_OFF,15,direct,0,1,48
S02_ON_OFF,15,direct,0,2,18
S02_ON_OFF,15,direct,1,0,29
S02_ON_OFF,15,direct,1,1,25
S02_ON_OFF,15,direct,1,2,14
S02_ON_OFF,15,direct,2,0,3
S02_ON_OFF,15,direct,2,1,12
S02_ON_OFF,15,direct,2,2,15
S02_ON_OFF,15,two_stage,0,0,152
S02_ON_OFF,15,two_stage,0,1,37
S02_ON_OFF,15,two_stage,0,2,25
S02_ON_OFF,15,two_stage,1,0,24
S02_ON_OFF,15,two_stage,1,1,25
S02_ON_OFF,15,two_stage,1,2,19
S02_ON_OFF,15,two_stage,2,0,5
S02_ON_OFF,15,two_stage,2,1,8
S02_ON_OFF,15,two_stage,2,2,17
S02_ON_OFF,16,direct,0,0,145
S02_ON_OFF,16,direct,0,1,51
S02_ON_OFF,16,direct,0,2,18
S02_ON_OFF,16,direct,1,0,30
S02_ON_OFF,16,direct,1,1,25
S02_ON_OFF,16,direct,1,2,13
S02_ON_OFF,16,direct,2,0,4
S02_ON_OFF,16,direct,2,1,4
S02_ON_OFF,16,direct,2,2,22
S02_ON_OFF,16,two_stage,0,0,147
S02_ON_OFF,16,two_stage,0,1,38
S02_ON_OFF,16,two_stage,0,2,29
S02_ON_OFF,16,two_stage,1,0,31
S02_ON_OFF,16,two_stage,1,1,23
S02_ON_OFF,16,two_stage,1,2,14
S02_ON_OFF,16,two_stage,2,0,4
S02_ON_OFF,16,two_stage,2,1,4
S02_ON_OFF,16,two_stage,2,2,22
S02_ON_OFF,17,direct,0,0,149
S02_ON_OFF,17,direct,0,1,44
S02_ON_OFF,17,direct,0,2,21
S02_ON_OFF,17,direct,1,0,31
S02_ON_OFF,17,direct,1,1,24
S02_ON_OFF,17,direct,1,2,13
S02_ON_OFF,17,direct,2,0,6
S02_ON_OFF,17,direct,2,1,9
S02_ON_OFF,17,direct,2,2,15
S02_ON_OFF,17,two_stage,0,0,154
S02_ON_OFF,17,two_stage,0,1,55
S02_ON_OFF,17,two_stage,0,2,5
S02_ON_OFF,17,two_stage,1,0,36
S02_ON_OFF,17,two_stage,1,1,29
S02_ON_OFF,17,two_stage,1,2,3
S02_ON_OFF,17,two_stage,2,0,8
S02_ON_OFF,17,two_stage,2,1,15
S02_ON_OFF,17,two_stage,2,2,7
S02_ON_OFF,18,direct,0,0,140
S02_ON_OFF,18,direct,0,1,55
S02_ON_OFF,18,direct,0,2,19
S02_ON_OFF,18,direct,1,0,24
S02_ON_OFF,18,direct,1,1,22
S02_ON_OFF,18,direct,1,2,22
S02_ON_OFF,18,direct,2,0,3
S02_ON_OFF,18,direct,2,1,8
S02_ON_OFF,18,direct,2,2,19
S02_ON_OFF,18,two_stage,0,0,153
S02_ON_OFF,18,two_stage,0,1,43
S02_ON_OFF,18,two_stage,0,2,18
S02_ON_OFF,18,two_stage,1,0,30
S02_ON_OFF,18,two_stage,1,1,18
S02_ON_OFF,18,two_stage,1,2,20
S02_ON_OFF,18,two_stage,2,0,3
S02_ON_OFF,18,two_stage,2,1,5
S02_ON_OFF,18,two_stage,2,2,22
S02_ON_OFF,19,direct,0,0,178
S02_ON_OFF,19,direct,0,1,24
S02_ON_OFF,19,direct,0,2,12
S02_ON_OFF,19,direct,1,0,40
S02_ON_OFF,19,direct,1,1,16
S02_ON_OFF,19,direct,1,2,12
S02_ON_OFF,19,direct,2,0,6
S02_ON_OFF,19,direct,2,1,11
S02_ON_OFF,19,direct,2,2,13
S02_ON_OFF,19,two_stage,0,0,163
S02_ON_OFF,19,two_stage,0,1,34
S02_ON_OFF,19,two_stage,0,2,17
S02_ON_OFF,19,two_stage,1,0,36
S02_ON_OFF,19,two_stage,1,1,14
S02_ON_OFF,19,two_stage,1,2,18
S02_ON_OFF,19,two_stage,2,0,1
S02_ON_OFF,19,two_stage,2,1,6
S02_ON_OFF,19,two_stage,2,2,23
S03_COHORT_1043,0,direct,0,0,148
S03_COHORT_1043,0,direct,0,1,41
S03_COHORT_1043,0,direct,0,2,25
S03_COHORT_1043,0,direct,1,0,23
S03_COHORT_1043,0,direct,1,1,28
S03_COHORT_1043,0,direct,1,2,17
S03_COHORT_1043,0,direct,2,0,4
S03_COHORT_1043,0,direct,2,1,8
S03_COHORT_1043,0,direct,2,2,18
S03_COHORT_1043,0,two_stage,0,0,146
S03_COHORT_1043,0,two_stage,0,1,55
S03_COHORT_1043,0,two_stage,0,2,13
S03_COHORT_1043,0,two_stage,1,0,24
S03_COHORT_1043,0,two_stage,1,1,35
S03_COHORT_1043,0,two_stage,1,2,9
S03_COHORT_1043,0,two_stage,2,0,4
S03_COHORT_1043,0,two_stage,2,1,15
S03_COHORT_1043,0,two_stage,2,2,11
S03_COHORT_1043,1,direct,0,0,152
S03_COHORT_1043,1,direct,0,1,43
S03_COHORT_1043,1,direct,0,2,19
S03_COHORT_1043,1,direct,1,0,27
S03_COHORT_1043,1,direct,1,1,25
S03_COHORT_1043,1,direct,1,2,16
S03_COHORT_1043,1,direct,2,0,3
S03_COHORT_1043,1,direct,2,1,8
S03_COHORT_1043,1,direct,2,2,19
S03_COHORT_1043,1,two_stage,0,0,170
S03_COHORT_1043,1,two_stage,0,1,27
S03_COHORT_1043,1,two_stage,0,2,17
S03_COHORT_1043,1,two_stage,1,0,33
S03_COHORT_1043,1,two_stage,1,1,20
S03_COHORT_1043,1,two_stage,1,2,15
S03_COHORT_1043,1,two_stage,2,0,4
S03_COHORT_1043,1,two_stage,2,1,9
S03_COHORT_1043,1,two_stage,2,2,17
S03_COHORT_1043,2,direct,0,0,162
S03_COHORT_1043,2,direct,0,1,38
S03_COHORT_1043,2,direct,0,2,14
S03_COHORT_1043,2,direct,1,0,29
S03_COHORT_1043,2,direct,1,1,23
S03_COHORT_1043,2,direct,1,2,16
S03_COHORT_1043,2,direct,2,0,5
S03_COHORT_1043,2,direct,2,1,10
S03_COHORT_1043,2,direct,2,2,15
S03_COHORT_1043,2,two_stage,0,0,164
S03_COHORT_1043,2,two_stage,0,1,36
S03_COHORT_1043,2,two_stage,0,2,14
S03_COHORT_1043,2,two_stage,1,0,31
S03_COHORT_1043,2,two_stage,1,1,25
S03_COHORT_1043,2,two_stage,1,2,12
S03_COHORT_1043,2,two_stage,2,0,6
S03_COHORT_1043,2,two_stage,2,1,11
S03_COHORT_1043,2,two_stage,2,2,13
S03_COHORT_1043,3,direct,0,0,163
S03_COHORT_1043,3,direct,0,1,38
S03_COHORT_1043,3,direct,0,2,13
S03_COHORT_1043,3,direct,1,0,30
S03_COHORT_1043,3,direct,1,1,29
S03_COHORT_1043,3,direct,1,2,9
S03_COHORT_1043,3,direct,2,0,8
S03_COHORT_1043,3,direct,2,1,8
S03_COHORT_1043,3,direct,2,2,14
S03_COHORT_1043,3,two_stage,0,0,170
S03_COHORT_1043,3,two_stage,0,1,35
S03_COHORT_1043,3,two_stage,0,2,9
S03_COHORT_1043,3,two_stage,1,0,33
S03_COHORT_1043,3,two_stage,1,1,27
S03_COHORT_1043,3,two_stage,1,2,8
S03_COHORT_1043,3,two_stage,2,0,8
S03_COHORT_1043,3,two_stage,2,1,14
S03_COHORT_1043,3,two_stage,2,2,8
S03_COHORT_1043,4,direct,0,0,141
S03_COHORT_1043,4,direct,0,1,54
S03_COHORT_1043,4,direct,0,2,19
S03_COHORT_1043,4,direct,1,0,25
S03_COHORT_1043,4,direct,1,1,29
S03_COHORT_1043,4,direct,1,2,14
S03_COHORT_1043,4,direct,2,0,3
S03_COHORT_1043,4,direct,2,1,10
S03_COHORT_1043,4,direct,2,2,17
S03_COHORT_1043,4,two_stage,0,0,151
S03_COHORT_1043,4,two_stage,0,1,45
S03_COHORT_1043,4,two_stage,0,2,18
S03_COHORT_1043,4,two_stage,1,0,30
S03_COHORT_1043,4,two_stage,1,1,24
S03_COHORT_1043,4,two_stage,1,2,14
S03_COHORT_1043,4,two_stage,2,0,8
S03_COHORT_1043,4,two_stage,2,1,4
S03_COHORT_1043,4,two_stage,2,2,18
S03_COHORT_1043,5,direct,0,0,140
S03_COHORT_1043,5,direct,0,1,58
S03_COHORT_1043,5,direct,0,2,16
S03_COHORT_1043,5,direct,1,0,29
S03_COHORT_1043,5,direct,1,1,28
S03_COHORT_1043,5,direct,1,2,11
S03_COHORT_1043,5,direct,2,0,1
S03_COHORT_1043,5,direct,2,1,11
S03_COHORT_1043,5,direct,2,2,18
S03_COHORT_1043,5,two_stage,0,0,149
S03_COHORT_1043,5,two_stage,0,1,55
S03_COHORT_1043,5,two_stage,0,2,10
S03_COHORT_1043,5,two_stage,1,0,32
S03_COHORT_1043,5,two_stage,1,1,27
S03_COHORT_1043,5,two_stage,1,2,9
S03_COHORT_1043,5,two_stage,2,0,2
S03_COHORT_1043,5,two_stage,2,1,18
S03_COHORT_1043,5,two_stage,2,2,10
S03_COHORT_1043,6,direct,0,0,145
S03_COHORT_1043,6,direct,0,1,52
S03_COHORT_1043,6,direct,0,2,17
S03_COHORT_1043,6,direct,1,0,25
S03_COHORT_1043,6,direct,1,1,25
S03_COHORT_1043,6,direct,1,2,18
S03_COHORT_1043,6,direct,2,0,3
S03_COHORT_1043,6,direct,2,1,10
S03_COHORT_1043,6,direct,2,2,17
S03_COHORT_1043,6,two_stage,0,0,156
S03_COHORT_1043,6,two_stage,0,1,42
S03_COHORT_1043,6,two_stage,0,2,16
S03_COHORT_1043,6,two_stage,1,0,30
S03_COHORT_1043,6,two_stage,1,1,21
S03_COHORT_1043,6,two_stage,1,2,17
S03_COHORT_1043,6,two_stage,2,0,2
S03_COHORT_1043,6,two_stage,2,1,10
S03_COHORT_1043,6,two_stage,2,2,18
S03_COHORT_1043,7,direct,0,0,150
S03_COHORT_1043,7,direct,0,1,51
S03_COHORT_1043,7,direct,0,2,13
S03_COHORT_1043,7,direct,1,0,25
S03_COHORT_1043,7,direct,1,1,31
S03_COHORT_1043,7,direct,1,2,12
S03_COHORT_1043,7,direct,2,0,3
S03_COHORT_1043,7,direct,2,1,12
S03_COHORT_1043,7,direct,2,2,15
S03_COHORT_1043,7,two_stage,0,0,159
S03_COHORT_1043,7,two_stage,0,1,42
S03_COHORT_1043,7,two_stage,0,2,13
S03_COHORT_1043,7,two_stage,1,0,32
S03_COHORT_1043,7,two_stage,1,1,24
S03_COHORT_1043,7,two_stage,1,2,12
S03_COHORT_1043,7,two_stage,2,0,8
S03_COHORT_1043,7,two_stage,2,1,10
S03_COHORT_1043,7,two_stage,2,2,12
S03_COHORT_1043,8,direct,0,0,153
S03_COHORT_1043,8,direct,0,1,43
S03_COHORT_1043,8,direct,0,2,18
S03_COHORT_1043,8,direct,1,0,31
S03_COHORT_1043,8,direct,1,1,21
S03_COHORT_1043,8,direct,1,2,16
S03_COHORT_1043,8,direct,2,0,4
S03_COHORT_1043,8,direct,2,1,8
S03_COHORT_1043,8,direct,2,2,18
S03_COHORT_1043,8,two_stage,0,0,158
S03_COHORT_1043,8,two_stage,0,1,34
S03_COHORT_1043,8,two_stage,0,2,22
S03_COHORT_1043,8,two_stage,1,0,31
S03_COHORT_1043,8,two_stage,1,1,21
S03_COHORT_1043,8,two_stage,1,2,16
S03_COHORT_1043,8,two_stage,2,0,4
S03_COHORT_1043,8,two_stage,2,1,10
S03_COHORT_1043,8,two_stage,2,2,16
S03_COHORT_1043,9,direct,0,0,152
S03_COHORT_1043,9,direct,0,1,47
S03_COHORT_1043,9,direct,0,2,15
S03_COHORT_1043,9,direct,1,0,25
S03_COHORT_1043,9,direct,1,1,29
S03_COHORT_1043,9,direct,1,2,14
S03_COHORT_1043,9,direct,2,0,3
S03_COHORT_1043,9,direct,2,1,13
S03_COHORT_1043,9,direct,2,2,14
S03_COHORT_1043,9,two_stage,0,0,160
S03_COHORT_1043,9,two_stage,0,1,49
S03_COHORT_1043,9,two_stage,0,2,5
S03_COHORT_1043,9,two_stage,1,0,30
S03_COHORT_1043,9,two_stage,1,1,32
S03_COHORT_1043,9,two_stage,1,2,6
S03_COHORT_1043,9,two_stage,2,0,6
S03_COHORT_1043,9,two_stage,2,1,17
S03_COHORT_1043,9,two_stage,2,2,7
S03_COHORT_1043,10,direct,0,0,157
S03_COHORT_1043,10,direct,0,1,45
S03_COHORT_1043,10,direct,0,2,12
S03_COHORT_1043,10,direct,1,0,22
S03_COHORT_1043,10,direct,1,1,27
S03_COHORT_1043,10,direct,1,2,19
S03_COHORT_1043,10,direct,2,0,5
S03_COHORT_1043,10,direct,2,1,4
S03_COHORT_1043,10,direct,2,2,21
S03_COHORT_1043,10,two_stage,0,0,164
S03_COHORT_1043,10,two_stage,0,1,37
S03_COHORT_1043,10,two_stage,0,2,13
S03_COHORT_1043,10,two_stage,1,0,25
S03_COHORT_1043,10,two_stage,1,1,19
S03_COHORT_1043,10,two_stage,1,2,24
S03_COHORT_1043,10,two_stage,2,0,5
S03_COHORT_1043,10,two_stage,2,1,3
S03_COHORT_1043,10,two_stage,2,2,22
S03_COHORT_1043,11,direct,0,0,152
S03_COHORT_1043,11,direct,0,1,48
S03_COHORT_1043,11,direct,0,2,14
S03_COHORT_1043,11,direct,1,0,28
S03_COHORT_1043,11,direct,1,1,27
S03_COHORT_1043,11,direct,1,2,13
S03_COHORT_1043,11,direct,2,0,7
S03_COHORT_1043,11,direct,2,1,13
S03_COHORT_1043,11,direct,2,2,10
S03_COHORT_1043,11,two_stage,0,0,158
S03_COHORT_1043,11,two_stage,0,1,39
S03_COHORT_1043,11,two_stage,0,2,17
S03_COHORT_1043,11,two_stage,1,0,30
S03_COHORT_1043,11,two_stage,1,1,24
S03_COHORT_1043,11,two_stage,1,2,14
S03_COHORT_1043,11,two_stage,2,0,5
S03_COHORT_1043,11,two_stage,2,1,8
S03_COHORT_1043,11,two_stage,2,2,17
S03_COHORT_1043,12,direct,0,0,151
S03_COHORT_1043,12,direct,0,1,39
S03_COHORT_1043,12,direct,0,2,24
S03_COHORT_1043,12,direct,1,0,25
S03_COHORT_1043,12,direct,1,1,25
S03_COHORT_1043,12,direct,1,2,18
S03_COHORT_1043,12,direct,2,0,5
S03_COHORT_1043,12,direct,2,1,9
S03_COHORT_1043,12,direct,2,2,16
S03_COHORT_1043,12,two_stage,0,0,166
S03_COHORT_1043,12,two_stage,0,1,33
S03_COHORT_1043,12,two_stage,0,2,15
S03_COHORT_1043,12,two_stage,1,0,31
S03_COHORT_1043,12,two_stage,1,1,27
S03_COHORT_1043,12,two_stage,1,2,10
S03_COHORT_1043,12,two_stage,2,0,6
S03_COHORT_1043,12,two_stage,2,1,7
S03_COHORT_1043,12,two_stage,2,2,17
S03_COHORT_1043,13,direct,0,0,156
S03_COHORT_1043,13,direct,0,1,44
S03_COHORT_1043,13,direct,0,2,14
S03_COHORT_1043,13,direct,1,0,34
S03_COHORT_1043,13,direct,1,1,22
S03_COHORT_1043,13,direct,1,2,12
S03_COHORT_1043,13,direct,2,0,4
S03_COHORT_1043,13,direct,2,1,11
S03_COHORT_1043,13,direct,2,2,15
S03_COHORT_1043,13,two_stage,0,0,158
S03_COHORT_1043,13,two_stage,0,1,37
S03_COHORT_1043,13,two_stage,0,2,19
S03_COHORT_1043,13,two_stage,1,0,34
S03_COHORT_1043,13,two_stage,1,1,20
S03_COHORT_1043,13,two_stage,1,2,14
S03_COHORT_1043,13,two_stage,2,0,5
S03_COHORT_1043,13,two_stage,2,1,8
S03_COHORT_1043,13,two_stage,2,2,17
S03_COHORT_1043,14,direct,0,0,163
S03_COHORT_1043,14,direct,0,1,34
S03_COHORT_1043,14,direct,0,2,17
S03_COHORT_1043,14,direct,1,0,26
S03_COHORT_1043,14,direct,1,1,30
S03_COHORT_1043,14,direct,1,2,12
S03_COHORT_1043,14,direct,2,0,8
S03_COHORT_1043,14,direct,2,1,8
S03_COHORT_1043,14,direct,2,2,14
S03_COHORT_1043,14,two_stage,0,0,178
S03_COHORT_1043,14,two_stage,0,1,27
S03_COHORT_1043,14,two_stage,0,2,9
S03_COHORT_1043,14,two_stage,1,0,33
S03_COHORT_1043,14,two_stage,1,1,26
S03_COHORT_1043,14,two_stage,1,2,9
S03_COHORT_1043,14,two_stage,2,0,10
S03_COHORT_1043,14,two_stage,2,1,8
S03_COHORT_1043,14,two_stage,2,2,12
S03_COHORT_1043,15,direct,0,0,150
S03_COHORT_1043,15,direct,0,1,46
S03_COHORT_1043,15,direct,0,2,18
S03_COHORT_1043,15,direct,1,0,23
S03_COHORT_1043,15,direct,1,1,34
S03_COHORT_1043,15,direct,1,2,11
S03_COHORT_1043,15,direct,2,0,2
S03_COHORT_1043,15,direct,2,1,5
S03_COHORT_1043,15,direct,2,2,23
S03_COHORT_1043,15,two_stage,0,0,156
S03_COHORT_1043,15,two_stage,0,1,35
S03_COHORT_1043,15,two_stage,0,2,23
S03_COHORT_1043,15,two_stage,1,0,26
S03_COHORT_1043,15,two_stage,1,1,28
S03_COHORT_1043,15,two_stage,1,2,14
S03_COHORT_1043,15,two_stage,2,0,4
S03_COHORT_1043,15,two_stage,2,1,8
S03_COHORT_1043,15,two_stage,2,2,18
S03_COHORT_1043,16,direct,0,0,150
S03_COHORT_1043,16,direct,0,1,49
S03_COHORT_1043,16,direct,0,2,15
S03_COHORT_1043,16,direct,1,0,29
S03_COHORT_1043,16,direct,1,1,28
S03_COHORT_1043,16,direct,1,2,11
S03_COHORT_1043,16,direct,2,0,4
S03_COHORT_1043,16,direct,2,1,6
S03_COHORT_1043,16,direct,2,2,20
S03_COHORT_1043,16,two_stage,0,0,144
S03_COHORT_1043,16,two_stage,0,1,40
S03_COHORT_1043,16,two_stage,0,2,30
S03_COHORT_1043,16,two_stage,1,0,33
S03_COHORT_1043,16,two_stage,1,1,21
S03_COHORT_1043,16,two_stage,1,2,14
S03_COHORT_1043,16,two_stage,2,0,3
S03_COHORT_1043,16,two_stage,2,1,5
S03_COHORT_1043,16,two_stage,2,2,22
S03_COHORT_1043,17,direct,0,0,140
S03_COHORT_1043,17,direct,0,1,58
S03_COHORT_1043,17,direct,0,2,16
S03_COHORT_1043,17,direct,1,0,30
S03_COHORT_1043,17,direct,1,1,23
S03_COHORT_1043,17,direct,1,2,15
S03_COHORT_1043,17,direct,2,0,8
S03_COHORT_1043,17,direct,2,1,7
S03_COHORT_1043,17,direct,2,2,15
S03_COHORT_1043,17,two_stage,0,0,155
S03_COHORT_1043,17,two_stage,0,1,53
S03_COHORT_1043,17,two_stage,0,2,6
S03_COHORT_1043,17,two_stage,1,0,34
S03_COHORT_1043,17,two_stage,1,1,28
S03_COHORT_1043,17,two_stage,1,2,6
S03_COHORT_1043,17,two_stage,2,0,8
S03_COHORT_1043,17,two_stage,2,1,12
S03_COHORT_1043,17,two_stage,2,2,10
S03_COHORT_1043,18,direct,0,0,134
S03_COHORT_1043,18,direct,0,1,65
S03_COHORT_1043,18,direct,0,2,15
S03_COHORT_1043,18,direct,1,0,22
S03_COHORT_1043,18,direct,1,1,26
S03_COHORT_1043,18,direct,1,2,20
S03_COHORT_1043,18,direct,2,0,4
S03_COHORT_1043,18,direct,2,1,4
S03_COHORT_1043,18,direct,2,2,22
S03_COHORT_1043,18,two_stage,0,0,150
S03_COHORT_1043,18,two_stage,0,1,46
S03_COHORT_1043,18,two_stage,0,2,18
S03_COHORT_1043,18,two_stage,1,0,28
S03_COHORT_1043,18,two_stage,1,1,20
S03_COHORT_1043,18,two_stage,1,2,20
S03_COHORT_1043,18,two_stage,2,0,3
S03_COHORT_1043,18,two_stage,2,1,5
S03_COHORT_1043,18,two_stage,2,2,22
S03_COHORT_1043,19,direct,0,0,182
S03_COHORT_1043,19,direct,0,1,21
S03_COHORT_1043,19,direct,0,2,11
S03_COHORT_1043,19,direct,1,0,40
S03_COHORT_1043,19,direct,1,1,17
S03_COHORT_1043,19,direct,1,2,11
S03_COHORT_1043,19,direct,2,0,4
S03_COHORT_1043,19,direct,2,1,7
S03_COHORT_1043,19,direct,2,2,19
S03_COHORT_1043,19,two_stage,0,0,164
S03_COHORT_1043,19,two_stage,0,1,33
S03_COHORT_1043,19,two_stage,0,2,17
S03_COHORT_1043,19,two_stage,1,0,33
S03_COHORT_1043,19,two_stage,1,1,17
S03_COHORT_1043,19,two_stage,1,2,18
S03_COHORT_1043,19,two_stage,2,0,1
S03_COHORT_1043,19,two_stage,2,1,6
S03_COHORT_1043,19,two_stage,2,2,23
S04_REVISION_PREPROCESSING,0,direct,0,0,152
S04_REVISION_PREPROCESSING,0,direct,0,1,40
S04_REVISION_PREPROCESSING,0,direct,0,2,22
S04_REVISION_PREPROCESSING,0,direct,1,0,21
S04_REVISION_PREPROCESSING,0,direct,1,1,30
S04_REVISION_PREPROCESSING,0,direct,1,2,17
S04_REVISION_PREPROCESSING,0,direct,2,0,5
S04_REVISION_PREPROCESSING,0,direct,2,1,6
S04_REVISION_PREPROCESSING,0,direct,2,2,19
S04_REVISION_PREPROCESSING,0,two_stage,0,0,148
S04_REVISION_PREPROCESSING,0,two_stage,0,1,52
S04_REVISION_PREPROCESSING,0,two_stage,0,2,14
S04_REVISION_PREPROCESSING,0,two_stage,1,0,25
S04_REVISION_PREPROCESSING,0,two_stage,1,1,34
S04_REVISION_PREPROCESSING,0,two_stage,1,2,9
S04_REVISION_PREPROCESSING,0,two_stage,2,0,4
S04_REVISION_PREPROCESSING,0,two_stage,2,1,13
S04_REVISION_PREPROCESSING,0,two_stage,2,2,13
S04_REVISION_PREPROCESSING,1,direct,0,0,156
S04_REVISION_PREPROCESSING,1,direct,0,1,37
S04_REVISION_PREPROCESSING,1,direct,0,2,21
S04_REVISION_PREPROCESSING,1,direct,1,0,27
S04_REVISION_PREPROCESSING,1,direct,1,1,25
S04_REVISION_PREPROCESSING,1,direct,1,2,16
S04_REVISION_PREPROCESSING,1,direct,2,0,3
S04_REVISION_PREPROCESSING,1,direct,2,1,6
S04_REVISION_PREPROCESSING,1,direct,2,2,21
S04_REVISION_PREPROCESSING,1,two_stage,0,0,170
S04_REVISION_PREPROCESSING,1,two_stage,0,1,28
S04_REVISION_PREPROCESSING,1,two_stage,0,2,16
S04_REVISION_PREPROCESSING,1,two_stage,1,0,34
S04_REVISION_PREPROCESSING,1,two_stage,1,1,18
S04_REVISION_PREPROCESSING,1,two_stage,1,2,16
S04_REVISION_PREPROCESSING,1,two_stage,2,0,4
S04_REVISION_PREPROCESSING,1,two_stage,2,1,9
S04_REVISION_PREPROCESSING,1,two_stage,2,2,17
S04_REVISION_PREPROCESSING,2,direct,0,0,157
S04_REVISION_PREPROCESSING,2,direct,0,1,43
S04_REVISION_PREPROCESSING,2,direct,0,2,14
S04_REVISION_PREPROCESSING,2,direct,1,0,29
S04_REVISION_PREPROCESSING,2,direct,1,1,21
S04_REVISION_PREPROCESSING,2,direct,1,2,18
S04_REVISION_PREPROCESSING,2,direct,2,0,4
S04_REVISION_PREPROCESSING,2,direct,2,1,10
S04_REVISION_PREPROCESSING,2,direct,2,2,16
S04_REVISION_PREPROCESSING,2,two_stage,0,0,163
S04_REVISION_PREPROCESSING,2,two_stage,0,1,34
S04_REVISION_PREPROCESSING,2,two_stage,0,2,17
S04_REVISION_PREPROCESSING,2,two_stage,1,0,26
S04_REVISION_PREPROCESSING,2,two_stage,1,1,28
S04_REVISION_PREPROCESSING,2,two_stage,1,2,14
S04_REVISION_PREPROCESSING,2,two_stage,2,0,6
S04_REVISION_PREPROCESSING,2,two_stage,2,1,9
S04_REVISION_PREPROCESSING,2,two_stage,2,2,15
S04_REVISION_PREPROCESSING,3,direct,0,0,163
S04_REVISION_PREPROCESSING,3,direct,0,1,40
S04_REVISION_PREPROCESSING,3,direct,0,2,11
S04_REVISION_PREPROCESSING,3,direct,1,0,28
S04_REVISION_PREPROCESSING,3,direct,1,1,30
S04_REVISION_PREPROCESSING,3,direct,1,2,10
S04_REVISION_PREPROCESSING,3,direct,2,0,7
S04_REVISION_PREPROCESSING,3,direct,2,1,10
S04_REVISION_PREPROCESSING,3,direct,2,2,13
S04_REVISION_PREPROCESSING,3,two_stage,0,0,173
S04_REVISION_PREPROCESSING,3,two_stage,0,1,33
S04_REVISION_PREPROCESSING,3,two_stage,0,2,8
S04_REVISION_PREPROCESSING,3,two_stage,1,0,35
S04_REVISION_PREPROCESSING,3,two_stage,1,1,25
S04_REVISION_PREPROCESSING,3,two_stage,1,2,8
S04_REVISION_PREPROCESSING,3,two_stage,2,0,8
S04_REVISION_PREPROCESSING,3,two_stage,2,1,11
S04_REVISION_PREPROCESSING,3,two_stage,2,2,11
S04_REVISION_PREPROCESSING,4,direct,0,0,146
S04_REVISION_PREPROCESSING,4,direct,0,1,48
S04_REVISION_PREPROCESSING,4,direct,0,2,20
S04_REVISION_PREPROCESSING,4,direct,1,0,24
S04_REVISION_PREPROCESSING,4,direct,1,1,32
S04_REVISION_PREPROCESSING,4,direct,1,2,12
S04_REVISION_PREPROCESSING,4,direct,2,0,5
S04_REVISION_PREPROCESSING,4,direct,2,1,6
S04_REVISION_PREPROCESSING,4,direct,2,2,19
S04_REVISION_PREPROCESSING,4,two_stage,0,0,159
S04_REVISION_PREPROCESSING,4,two_stage,0,1,38
S04_REVISION_PREPROCESSING,4,two_stage,0,2,17
S04_REVISION_PREPROCESSING,4,two_stage,1,0,31
S04_REVISION_PREPROCESSING,4,two_stage,1,1,27
S04_REVISION_PREPROCESSING,4,two_stage,1,2,10
S04_REVISION_PREPROCESSING,4,two_stage,2,0,7
S04_REVISION_PREPROCESSING,4,two_stage,2,1,5
S04_REVISION_PREPROCESSING,4,two_stage,2,2,18
S04_REVISION_PREPROCESSING,5,direct,0,0,141
S04_REVISION_PREPROCESSING,5,direct,0,1,61
S04_REVISION_PREPROCESSING,5,direct,0,2,12
S04_REVISION_PREPROCESSING,5,direct,1,0,30
S04_REVISION_PREPROCESSING,5,direct,1,1,28
S04_REVISION_PREPROCESSING,5,direct,1,2,10
S04_REVISION_PREPROCESSING,5,direct,2,0,1
S04_REVISION_PREPROCESSING,5,direct,2,1,14
S04_REVISION_PREPROCESSING,5,direct,2,2,15
S04_REVISION_PREPROCESSING,5,two_stage,0,0,149
S04_REVISION_PREPROCESSING,5,two_stage,0,1,52
S04_REVISION_PREPROCESSING,5,two_stage,0,2,13
S04_REVISION_PREPROCESSING,5,two_stage,1,0,32
S04_REVISION_PREPROCESSING,5,two_stage,1,1,25
S04_REVISION_PREPROCESSING,5,two_stage,1,2,11
S04_REVISION_PREPROCESSING,5,two_stage,2,0,2
S04_REVISION_PREPROCESSING,5,two_stage,2,1,16
S04_REVISION_PREPROCESSING,5,two_stage,2,2,12
S04_REVISION_PREPROCESSING,6,direct,0,0,149
S04_REVISION_PREPROCESSING,6,direct,0,1,50
S04_REVISION_PREPROCESSING,6,direct,0,2,15
S04_REVISION_PREPROCESSING,6,direct,1,0,24
S04_REVISION_PREPROCESSING,6,direct,1,1,26
S04_REVISION_PREPROCESSING,6,direct,1,2,18
S04_REVISION_PREPROCESSING,6,direct,2,0,3
