sensitivity_id,split_seed,system,macro_f1,weighted_f1,accuracy,balanced_accuracy,macro_auc_ovr,recall_no_fall,recall_rare_fall,recall_recurrent_fall
S04_REVISION_PREPROCESSING,7,direct,0.5164962407637793,0.6512832638241359,0.6314102564102564,0.5380673141530755,0.7606057518984625,0.7102803738317757,0.47058823529411764,0.43333333333333335
S04_REVISION_PREPROCESSING,7,two_stage,0.5029441071817505,0.6457896215088003,0.6410256410256411,0.5250595565328936,0.7512750416802003,0.7663551401869159,0.3088235294117647,0.5
S04_REVISION_PREPROCESSING,8,direct,0.48833681653389305,0.6282337374380014,0.6121794871794872,0.530147822368823,0.7267674537138259,0.7149532710280374,0.3088235294117647,0.5666666666666667
S04_REVISION_PREPROCESSING,8,two_stage,0.48954248366013076,0.6337983911513323,0.6217948717948718,0.5219229124671676,0.7309914929748117,0.7383177570093458,0.29411764705882354,0.5333333333333333
S04_REVISION_PREPROCESSING,9,direct,0.5161453986023142,0.654723956425238,0.6346153846153846,0.5424897684930671,0.7588012049231394,0.719626168224299,0.4411764705882353,0.4666666666666667
S04_REVISION_PREPROCESSING,9,two_stage,0.4856386288081833,0.6537588807025354,0.6474358974358975,0.48566978193146415,0.7555496172008792,0.7570093457943925,0.5,0.2
S04_REVISION_PREPROCESSING,10,direct,0.5412057340313801,0.6643502523727852,0.6442307692307693,0.6006597031335899,0.7867555458734196,0.719626168224299,0.38235294117647056,0.7
S04_REVISION_PREPROCESSING,10,two_stage,0.5526585225741839,0.6769147279182509,0.6666666666666666,0.6048744731537475,0.8077648068787006,0.7616822429906542,0.35294117647058826,0.7
S04_REVISION_PREPROCESSING,11,direct,0.48243237962015884,0.6437794708421435,0.6282051282051282,0.4916071101337731,0.73750052564543,0.7336448598130841,0.4411764705882353,0.3
S04_REVISION_PREPROCESSING,11,two_stage,0.5399147584067783,0.6577576764698394,0.6474358974358975,0.5797660497220695,0.7659566754764678,0.7383177570093458,0.36764705882352944,0.6333333333333333
S04_REVISION_PREPROCESSING,12,direct,0.49438436450133655,0.6245001197826182,0.6057692307692307,0.5494838433815894,0.7313670269480234,0.6915887850467289,0.3235294117647059,0.6333333333333333
S04_REVISION_PREPROCESSING,12,two_stage,0.5579556599445222,0.6843919391254315,0.6794871794871795,0.5767149227292162,0.7367225035024315,0.7850467289719626,0.4117647058823529,0.5333333333333333
S04_REVISION_PREPROCESSING,13,direct,0.5217132182320882,0.6463637213269389,0.6346153846153846,0.5448750839899823,0.7574997759173588,0.7336448598130841,0.36764705882352944,0.5333333333333333
S04_REVISION_PREPROCESSING,13,two_stage,0.5018429487179488,0.643075073964497,0.6378205128205128,0.5359202247877344,0.750669690394948,0.7616822429906542,0.27941176470588236,0.5666666666666667
S04_REVISION_PREPROCESSING,14,direct,0.5219899369286373,0.6605816702372581,0.6506410256410257,0.5464540956569544,0.7601436771303788,0.7570093457943925,0.38235294117647056,0.5
S04_REVISION_PREPROCESSING,14,two_stage,0.5228060165248223,0.6826720948078991,0.6891025641025641,0.5202431128214525,0.7380070721996441,0.8411214953271028,0.35294117647058826,0.36666666666666664
S04_REVISION_PREPROCESSING,15,direct,0.5723726816189071,0.6615779805202555,0.6410256410256411,0.632065848146112,0.7802431803382571,0.677570093457944,0.4852941176470588,0.7333333333333333
S04_REVISION_PREPROCESSING,15,two_stage,0.5341114520788669,0.661202693960952,0.6474358974358975,0.5893195284344267,0.7605319374835237,0.7336448598130841,0.36764705882352944,0.6666666666666666
S04_REVISION_PREPROCESSING,16,direct,0.5638458660680882,0.6551420184753518,0.6442307692307693,0.6197666605583043,0.7695757587846258,0.7102803738317757,0.38235294117647056,0.7666666666666667
S04_REVISION_PREPROCESSING,16,two_stage,0.5007275941792466,0.6245141961941229,0.6121794871794872,0.5650174088326919,0.7501295071675805,0.7009345794392523,0.29411764705882354,0.7
S04_REVISION_PREPROCESSING,17,direct,0.4788318149684545,0.6132606317177685,0.592948717948718,0.5026540834402297,0.7320760307882043,0.677570093457944,0.39705882352941174,0.43333333333333335
S04_REVISION_PREPROCESSING,17,two_stage,0.46401326817486527,0.6243283363934917,0.6153846153846154,0.46292529472848326,0.7141348500488541,0.7289719626168224,0.4264705882352941,0.23333333333333334
