sensitivity_id,split_seed,target,patients,macro_f1,balanced_accuracy,accuracy,recall_class_0,recall_class_1,priority_recall
S04_REVISION_PREPROCESSING,11,stage_1,312,0.6785289688515495,0.6905874499332443,0.7083333333333334,0.7383177570093458,0.6428571428571429,0.6428571428571429
S04_REVISION_PREPROCESSING,11,stage_2,98,0.7168993740972557,0.721078431372549,0.7551020408163265,0.8088235294117647,0.6333333333333333,0.8088235294117647
S04_REVISION_PREPROCESSING,12,stage_1,312,0.6985156295477035,0.7037478542818997,0.7339743589743589,0.7850467289719626,0.6224489795918368,0.6224489795918368
S04_REVISION_PREPROCESSING,12,stage_2,98,0.6907736968320081,0.6857843137254902,0.7448979591836735,0.8382352941176471,0.5333333333333333,0.8382352941176471
S04_REVISION_PREPROCESSING,13,stage_1,312,0.6754807692307692,0.6818615296585924,0.7115384615384616,0.7616822429906542,0.6020408163265306,0.6020408163265306
S04_REVISION_PREPROCESSING,13,stage_2,98,0.6697159364467982,0.6730392156862746,0.7142857142857143,0.7794117647058824,0.5666666666666667,0.7794117647058824
S04_REVISION_PREPROCESSING,14,stage_1,312,0.7060169605599678,0.7011729925615106,0.7532051282051282,0.8411214953271028,0.5612244897959183,0.5612244897959183
S04_REVISION_PREPROCESSING,14,stage_2,98,0.615686274509804,0.6098039215686274,0.7040816326530612,0.8529411764705882,0.36666666666666664,0.8529411764705882
S04_REVISION_PREPROCESSING,15,stage_1,312,0.6923490654833939,0.7086591646004197,0.717948717948718,0.7336448598130841,0.6836734693877551,0.6836734693877551
S04_REVISION_PREPROCESSING,15,stage_2,98,0.7072610294117647,0.725,0.7346938775510204,0.75,0.7,0.75
S04_REVISION_PREPROCESSING,16,stage_1,312,0.6517857142857143,0.6667938203318711,0.6794871794871795,0.7009345794392523,0.6326530612244898,0.6326530612244898
S04_REVISION_PREPROCESSING,16,stage_2,98,0.7258741258741259,0.7397058823529412,0.7551020408163265,0.7794117647058824,0.7,0.7794117647058824
S04_REVISION_PREPROCESSING,17,stage_1,312,0.6427917200952555,0.650200267022697,0.6794871794871795,0.7289719626168224,0.5714285714285714,0.5714285714285714
S04_REVISION_PREPROCESSING,17,stage_2,98,0.5978112175102599,0.5965686274509804,0.7244897959183674,0.9264705882352942,0.26666666666666666,0.9264705882352942
S04_REVISION_PREPROCESSING,18,stage_1,312,0.7005357142857143,0.7188632462330726,0.7243589743589743,0.7336448598130841,0.7040816326530612,0.7040816326530612
S04_REVISION_PREPROCESSING,18,stage_2,98,0.6834836841519101,0.7122549019607842,0.7040816326530612,0.6911764705882353,0.7333333333333333,0.6911764705882353
S04_REVISION_PREPROCESSING,19,stage_1,312,0.6947569706941789,0.714190349036811,0.717948717948718,0.7242990654205608,0.7040816326530612,0.7040816326530612
S04_REVISION_PREPROCESSING,19,stage_2,98,0.7333333333333334,0.7583333333333333,0.7551020408163265,0.75,0.7666666666666667,0.75
S05_CONSTIPATION_LATEST,0,stage_1,312,0.6788836765868931,0.7088975777226778,0.6955128205128205,0.6728971962616822,0.7448979591836735,0.7448979591836735
S05_CONSTIPATION_LATEST,0,stage_2,98,0.615686274509804,0.6098039215686274,0.7040816326530612,0.8529411764705882,0.36666666666666664,0.8529411764705882
S05_CONSTIPATION_LATEST,1,stage_1,312,0.6823888700373261,0.6861052832347893,0.7211538461538461,0.780373831775701,0.5918367346938775,0.5918367346938775
S05_CONSTIPATION_LATEST,1,stage_2,98,0.6608187134502923,0.6656862745098039,0.7040816326530612,0.7647058823529411,0.5666666666666667,0.7647058823529411
S05_CONSTIPATION_LATEST,2,stage_1,312,0.6985507246376812,0.7069425901201603,0.7307692307692307,0.7710280373831776,0.6428571428571429,0.6428571428571429
S05_CONSTIPATION_LATEST,2,stage_2,98,0.6374269005847952,0.6416666666666666,0.6836734693877551,0.75,0.5333333333333333,0.75
S05_CONSTIPATION_LATEST,3,stage_1,312,0.6852329782741307,0.6884417318329201,0.7243589743589743,0.7850467289719626,0.5918367346938775,0.5918367346938775
S05_CONSTIPATION_LATEST,3,stage_2,98,0.622161930601171,0.6151960784313726,0.7244897959183674,0.8970588235294118,0.3333333333333333,0.8970588235294118
