sensitivity_id,target,selected_column,selected_seeds
S03_COHORT_1043,stage_2,NP3PSTBL_COMBINED_MAX,18
S03_COHORT_1043,stage_2,NP1RTOT,15
S03_COHORT_1043,stage_2,NP1URIN,14
S03_COHORT_1043,stage_2,ANYFAMPD_Missing,13
S03_COHORT_1043,stage_2,ANYFAMPD_No,13
S03_COHORT_1043,stage_2,ANYFAMPD_Yes,13
S03_COHORT_1043,stage_2,DOMSIDE_Left,12
S03_COHORT_1043,stage_2,DOMSIDE_Right,12
S03_COHORT_1043,stage_2,DOMSIDE_Symmetric,12
S03_COHORT_1043,stage_2,DOMSIDE_Unknown,12
S03_COHORT_1043,stage_2,GDS_TOTAL,12
S03_COHORT_1043,stage_2,FEATPOSHYP_No,10
S03_COHORT_1043,stage_2,FEATPOSHYP_Uncertain,10
S03_COHORT_1043,stage_2,FEATPOSHYP_Yes,10
S03_COHORT_1043,stage_2,NP1SLPD,8
S03_COHORT_1043,stage_2,NP3TOT_COMBINED_MAX,8
S03_COHORT_1043,stage_2,DOPTHERST_Missing,6
S03_COHORT_1043,stage_2,DOPTHERST_No,6
S03_COHORT_1043,stage_2,DOPTHERST_Yes,6
S03_COHORT_1043,stage_2,DXBRADY_No,6
S03_COHORT_1043,stage_2,DXBRADY_Unknown,6
S03_COHORT_1043,stage_2,DXBRADY_Yes,6
S03_COHORT_1043,stage_2,DXPOSINS_No,5
S03_COHORT_1043,stage_2,DXPOSINS_Unknown,5
S03_COHORT_1043,stage_2,DXPOSINS_Yes,5
S03_COHORT_1043,stage_2,DXRIGID_No,5
S03_COHORT_1043,stage_2,DXRIGID_Unknown,5
S03_COHORT_1043,stage_2,DXRIGID_Yes,5
S03_COHORT_1043,stage_2,Age,4
S03_COHORT_1043,stage_2,BMI,4
S03_COHORT_1043,stage_2,DXTREMOR_No,4
S03_COHORT_1043,stage_2,DXTREMOR_Yes,4
S03_COHORT_1043,stage_2,MCATOT,4
S03_COHORT_1043,stage_2,NO_ELIGIBLE_LONGITUDINAL_HISTORY,4
S03_COHORT_1043,stage_2,SCAU16,4
S03_COHORT_1043,stage_2,DXTREMOR_Unknown,3
S03_COHORT_1043,stage_2,NP1CNST,3
S03_COHORT_1043,stage_2,PCA_PART_I_PATIENT_3_90_PC1,2
S03_COHORT_1043,stage_2,PCA_PART_I_PATIENT_3_90_PC2,2
S03_COHORT_1043,stage_2,PCA_PART_I_PATIENT_3_90_PC3,2
S03_COHORT_1043,stage_2,PCA_PART_I_PATIENT_3_80_PC1,1
S03_COHORT_1043,stage_2,PCA_PART_I_PATIENT_3_80_PC2,1
S04_REVISION_PREPROCESSING,direct,FRZGT12M,20
S04_REVISION_PREPROCESSING,direct,NP1RTOT,20
S04_REVISION_PREPROCESSING,direct,NP3GAIT_COMBINED_MAX,20
S04_REVISION_PREPROCESSING,direct,NP3PSTBL_COMBINED_MAX,20
S04_REVISION_PREPROCESSING,direct,NP4TOT,20
S04_REVISION_PREPROCESSING,direct,NQ_GAUSSIAN_REVISION,20
S04_REVISION_PREPROCESSING,direct,Years_since_PD_diagnosis,20
S04_REVISION_PREPROCESSING,direct,NHY_COMBINED_MAX,19
S04_REVISION_PREPROCESSING,direct,NP1CNST,17
S04_REVISION_PREPROCESSING,direct,NP1URIN,17
S04_REVISION_PREPROCESSING,direct,DOPTHERST_MISSING,15
S04_REVISION_PREPROCESSING,direct,DOPTHERST_No,15
S04_REVISION_PREPROCESSING,direct,DOPTHERST_Yes,15
S04_REVISION_PREPROCESSING,direct,GDS_TOTAL,14
S04_REVISION_PREPROCESSING,direct,NP3TOT_COMBINED_MAX,14
S04_REVISION_PREPROCESSING,direct,SCAU14,14
S04_REVISION_PREPROCESSING,direct,ANYFAMPD_No,13
S04_REVISION_PREPROCESSING,direct,ANYFAMPD_Yes,13
S04_REVISION_PREPROCESSING,direct,Age,13
S04_REVISION_PREPROCESSING,direct,MCATOT,13
S04_REVISION_PREPROCESSING,direct,SCAU16,12
S04_REVISION_PREPROCESSING,direct,FEATPOSHYP_No,11
S04_REVISION_PREPROCESSING,direct,FEATPOSHYP_Uncertain,11
S04_REVISION_PREPROCESSING,direct,FEATPOSHYP_Yes,11
S04_REVISION_PREPROCESSING,direct,NP1SLPD,11
S04_REVISION_PREPROCESSING,direct,DOMSIDE_Left,7
S04_REVISION_PREPROCESSING,direct,DOMSIDE_Right,7
S04_REVISION_PREPROCESSING,direct,DOMSIDE_Symmetric,7
S04_REVISION_PREPROCESSING,direct,DOMSIDE_Unknown,7
S04_REVISION_PREPROCESSING,direct,DXBRADY_No,7
S04_REVISION_PREPROCESSING,direct,DXBRADY_Unknown,7
S04_REVISION_PREPROCESSING,direct,DXBRADY_Yes,7
S04_REVISION_PREPROCESSING,direct,BMI,6
S04_REVISION_PREPROCESSING,direct,DXPOSINS_No,6
S04_REVISION_PREPROCESSING,direct,DXPOSINS_Unknown,6
S04_REVISION_PREPROCESSING,direct,DXPOSINS_Yes,6
S04_REVISION_PREPROCESSING,direct,DXRIGID_No,6
S04_REVISION_PREPROCESSING,direct,DXRIGID_Unknown,6
S04_REVISION_PREPROCESSING,direct,DXRIGID_Yes,6
S04_REVISION_PREPROCESSING,direct,DXTREMOR_No,6
S04_REVISION_PREPROCESSING,direct,DXTREMOR_Unknown,6
S04_REVISION_PREPROCESSING,direct,DXTREMOR_Yes,6
S04_REVISION_PREPROCESSING,direct,INT_GAIT_X_POSTURAL_STABILITY,2
S04_REVISION_PREPROCESSING,direct,INT_DURATION_X_MOTOR,1
S04_REVISION_PREPROCESSING,direct,INT_MOTOR_X_COGNITION,1
S04_REVISION_PREPROCESSING,direct,PCA_PART_I_PATIENT_3_80_PC1,1
S04_REVISION_PREPROCESSING,direct,PCA_PART_I_PATIENT_3_80_PC2,1
S04_REVISION_PREPROCESSING,direct,PCA_PART_I_PATIENT_3_90_PC1,1
S04_REVISION_PREPROCESSING,direct,PCA_PART_I_PATIENT_3_90_PC2,1
S04_REVISION_PREPROCESSING,direct,PCA_PART_I_PATIENT_3_90_PC3,1
S04_REVISION_PREPROCESSING,stage_1,FRZGT12M,20
S04_REVISION_PREPROCESSING,stage_1,NP3GAIT_COMBINED_MAX,20
S04_REVISION_PREPROCESSING,stage_1,NP4TOT,20
S04_REVISION_PREPROCESSING,stage_1,NQ_GAUSSIAN_REVISION,20
S04_REVISION_PREPROCESSING,stage_1,DOPTHERST_MISSING,19
S04_REVISION_PREPROCESSING,stage_1,DOPTHERST_No,19
S04_REVISION_PREPROCESSING,stage_1,DOPTHERST_Yes,19
S04_REVISION_PREPROCESSING,stage_1,Years_since_PD_diagnosis,19
S04_REVISION_PREPROCESSING,stage_1,Age,18
S04_REVISION_PREPROCESSING,stage_1,NP1RTOT,18
S04_REVISION_PREPROCESSING,stage_1,NP3PSTBL_COMBINED_MAX,18
S04_REVISION_PREPROCESSING,stage_1,NP1CNST,17
S04_REVISION_PREPROCESSING,stage_1,MCATOT,16
S04_REVISION_PREPROCESSING,stage_1,NHY_COMBINED_MAX,16
S04_REVISION_PREPROCESSING,stage_1,NP3TOT_COMBINED_MAX,16
S04_REVISION_PREPROCESSING,stage_1,BMI,14
S04_REVISION_PREPROCESSING,stage_1,DXBRADY_No,13
S04_REVISION_PREPROCESSING,stage_1,DXBRADY_Unknown,13
S04_REVISION_PREPROCESSING,stage_1,DXBRADY_Yes,13
S04_REVISION_PREPROCESSING,stage_1,GDS_TOTAL,13
S04_REVISION_PREPROCESSING,stage_1,NP1URIN,13
S04_REVISION_PREPROCESSING,stage_1,ANYFAMPD_No,10
S04_REVISION_PREPROCESSING,stage_1,ANYFAMPD_Yes,10
S04_REVISION_PREPROCESSING,stage_1,DXTREMOR_No,10
S04_REVISION_PREPROCESSING,stage_1,DXTREMOR_Unknown,10
S04_REVISION_PREPROCESSING,stage_1,DXTREMOR_Yes,10
S04_REVISION_PREPROCESSING,stage_1,SCAU14,10
S04_REVISION_PREPROCESSING,stage_1,SCAU16,10
S04_REVISION_PREPROCESSING,stage_1,DXPOSINS_No,8
S04_REVISION_PREPROCESSING,stage_1,DXPOSINS_Unknown,8
S04_REVISION_PREPROCESSING,stage_1,DXPOSINS_Yes,8
S04_REVISION_PREPROCESSING,stage_1,FEATPOSHYP_No,8
S04_REVISION_PREPROCESSING,stage_1,FEATPOSHYP_Uncertain,8
S04_REVISION_PREPROCESSING,stage_1,FEATPOSHYP_Yes,8
S04_REVISION_PREPROCESSING,stage_1,DOMSIDE_Left,7
S04_REVISION_PREPROCESSING,stage_1,DOMSIDE_Right,7
S04_REVISION_PREPROCESSING,stage_1,DOMSIDE_Symmetric,7
S04_REVISION_PREPROCESSING,stage_1,DOMSIDE_Unknown,7
S04_REVISION_PREPROCESSING,stage_1,DXRIGID_No,7
S04_REVISION_PREPROCESSING,stage_1,DXRIGID_Unknown,7
S04_REVISION_PREPROCESSING,stage_1,DXRIGID_Yes,7
S04_REVISION_PREPROCESSING,stage_1,NP1SLPD,7
S04_REVISION_PREPROCESSING,stage_1,PCA_PART_I_PATIENT_3_90_PC1,2
S04_REVISION_PREPROCESSING,stage_1,PCA_PART_I_PATIENT_3_90_PC2,2
S04_REVISION_PREPROCESSING,stage_1,PCA_PART_I_PATIENT_3_90_PC3,2
S04_REVISION_PREPROCESSING,stage_1,INT_DURATION_X_MOTOR,1
S04_REVISION_PREPROCESSING,stage_1,INT_GAIT_X_POSTURAL_STABILITY,1
S04_REVISION_PREPROCESSING,stage_1,INT_MOBILITY_X_POSTURAL_STABILITY,1
S04_REVISION_PREPROCESSING,stage_1,PCA_PART_I_PATIENT_3_80_PC1,1
S04_REVISION_PREPROCESSING,stage_1,PCA_PART_I_PATIENT_3_80_PC2,1
S04_REVISION_PREPROCESSING,stage_2,FRZGT12M,20
S04_REVISION_PREPROCESSING,stage_2,NHY_COMBINED_MAX,20
S04_REVISION_PREPROCESSING,stage_2,NP4TOT,20
S04_REVISION_PREPROCESSING,stage_2,Years_since_PD_diagnosis,19
S04_REVISION_PREPROCESSING,stage_2,NP3GAIT_COMBINED_MAX,18
S04_REVISION_PREPROCESSING,stage_2,NP3PSTBL_COMBINED_MAX,18
S04_REVISION_PREPROCESSING,stage_2,NQ_GAUSSIAN_REVISION,18
S04_REVISION_PREPROCESSING,stage_2,SCAU14,18
S04_REVISION_PREPROCESSING,stage_2,NP1URIN,14
S04_REVISION_PREPROCESSING,stage_2,ANYFAMPD_No,13
S04_REVISION_PREPROCESSING,stage_2,ANYFAMPD_Yes,13
S04_REVISION_PREPROCESSING,stage_2,DOMSIDE_Left,11
S04_REVISION_PREPROCESSING,stage_2,DOMSIDE_Right,11
S04_REVISION_PREPROCESSING,stage_2,DOMSIDE_Symmetric,11
S04_REVISION_PREPROCESSING,stage_2,DOMSIDE_Unknown,11
S04_REVISION_PREPROCESSING,stage_2,FEATPOSHYP_No,10
S04_REVISION_PREPROCESSING,stage_2,FEATPOSHYP_Uncertain,10
S04_REVISION_PREPROCESSING,stage_2,FEATPOSHYP_Yes,10
S04_REVISION_PREPROCESSING,stage_2,GDS_TOTAL,10
S04_REVISION_PREPROCESSING,stage_2,NP1RTOT,10
S04_REVISION_PREPROCESSING,stage_2,NP1SLPD,8
S04_REVISION_PREPROCESSING,stage_2,NP3TOT_COMBINED_MAX,8
S04_REVISION_PREPROCESSING,stage_2,DOPTHERST_MISSING,6
S04_REVISION_PREPROCESSING,stage_2,DOPTHERST_No,6
S04_REVISION_PREPROCESSING,stage_2,DOPTHERST_Yes,6
S04_REVISION_PREPROCESSING,stage_2,DXRIGID_No,6
S04_REVISION_PREPROCESSING,stage_2,DXRIGID_Unknown,6
S04_REVISION_PREPROCESSING,stage_2,DXRIGID_Yes,6
S04_REVISION_PREPROCESSING,stage_2,DXTREMOR_No,5
S04_REVISION_PREPROCESSING,stage_2,DXTREMOR_Yes,5
S04_REVISION_PREPROCESSING,stage_2,Age,4
S04_REVISION_PREPROCESSING,stage_2,BMI,4
S04_REVISION_PREPROCESSING,stage_2,DXBRADY_No,4
S04_REVISION_PREPROCESSING,stage_2,DXBRADY_Unknown,4
S04_REVISION_PREPROCESSING,stage_2,DXBRADY_Yes,4
S04_REVISION_PREPROCESSING,stage_2,DXPOSINS_No,4
S04_REVISION_PREPROCESSING,stage_2,DXPOSINS_Unknown,4
S04_REVISION_PREPROCESSING,stage_2,DXPOSINS_Yes,4
S04_REVISION_PREPROCESSING,stage_2,DXTREMOR_Unknown,4
S04_REVISION_PREPROCESSING,stage_2,MCATOT,4
S04_REVISION_PREPROCESSING,stage_2,SCAU16,4
S04_REVISION_PREPROCESSING,stage_2,NP1CNST,3
S04_REVISION_PREPROCESSING,stage_2,PCA_PART_I_PATIENT_3_90_PC1,2
S04_REVISION_PREPROCESSING,stage_2,PCA_PART_I_PATIENT_3_90_PC2,2
S04_REVISION_PREPROCESSING,stage_2,PCA_PART_I_PATIENT_3_90_PC3,2
S04_REVISION_PREPROCESSING,stage_2,PCA_PART_I_PATIENT_3_80_PC1,1
S04_REVISION_PREPROCESSING,stage_2,PCA_PART_I_PATIENT_3_80_PC2,1
S05_CONSTIPATION_LATEST,direct,FOG_FORM_MISSING,20
S05_CONSTIPATION_LATEST,direct,FRZGT12M,20
S05_CONSTIPATION_LATEST,direct,NHY_COMBINED_MAX,20
S05_CONSTIPATION_LATEST,direct,NP3GAIT_COMBINED_MAX,20
S05_CONSTIPATION_LATEST,direct,NP3PSTBL_COMBINED_MAX,20
S05_CONSTIPATION_LATEST,direct,NP4TOT,20
S05_CONSTIPATION_LATEST,direct,NQ_FORM_MISSING,20
S05_CONSTIPATION_LATEST,direct,NQ_GAUSSIAN_REVISION,20
S05_CONSTIPATION_LATEST,direct,PART_IV_FORM_MISSING,20
S05_CONSTIPATION_LATEST,direct,Years_since_PD_diagnosis,20
S05_CONSTIPATION_LATEST,direct,NP1RTOT,19
S05_CONSTIPATION_LATEST,direct,ANYFAMPD_Missing,17
S05_CONSTIPATION_LATEST,direct,ANYFAMPD_No,17
S05_CONSTIPATION_LATEST,direct,ANYFAMPD_Yes,17
S05_CONSTIPATION_LATEST,direct,NP1URIN,16
S05_CONSTIPATION_LATEST,direct,SCAU14,16
S05_CONSTIPATION_LATEST,direct,DOPTHERST_Missing,15
S05_CONSTIPATION_LATEST,direct,DOPTHERST_No,15
S05_CONSTIPATION_LATEST,direct,DOPTHERST_Yes,15
S05_CONSTIPATION_LATEST,direct,GDS_TOTAL,14
S05_CONSTIPATION_LATEST,direct,Age,13
S05_CONSTIPATION_LATEST,direct,MCATOT,13
S05_CONSTIPATION_LATEST,direct,NP3TOT_COMBINED_MAX,13
S05_CONSTIPATION_LATEST,direct,SCAU16,12
S05_CONSTIPATION_LATEST,direct,NP1CNST,11
S05_CONSTIPATION_LATEST,direct,NP1SLPD,11
S05_CONSTIPATION_LATEST,direct,FEATPOSHYP_No,10
S05_CONSTIPATION_LATEST,direct,FEATPOSHYP_Uncertain,10
S05_CONSTIPATION_LATEST,direct,FEATPOSHYP_Yes,10
S05_CONSTIPATION_LATEST,direct,DOMSIDE_Left,8
S05_CONSTIPATION_LATEST,direct,DOMSIDE_Right,8
S05_CONSTIPATION_LATEST,direct,DOMSIDE_Symmetric,8
S05_CONSTIPATION_LATEST,direct,DOMSIDE_Unknown,8
S05_CONSTIPATION_LATEST,direct,DXBRADY_No,7
S05_CONSTIPATION_LATEST,direct,DXBRADY_Unknown,7
S05_CONSTIPATION_LATEST,direct,DXBRADY_Yes,7
S05_CONSTIPATION_LATEST,direct,BMI,6
S05_CONSTIPATION_LATEST,direct,DXPOSINS_No,6
S05_CONSTIPATION_LATEST,direct,DXPOSINS_Unknown,6
S05_CONSTIPATION_LATEST,direct,DXPOSINS_Yes,6
S05_CONSTIPATION_LATEST,direct,DXRIGID_No,6
S05_CONSTIPATION_LATEST,direct,DXRIGID_Unknown,6
S05_CONSTIPATION_LATEST,direct,DXRIGID_Yes,6
S05_CONSTIPATION_LATEST,direct,DXTREMOR_No,6
S05_CONSTIPATION_LATEST,direct,DXTREMOR_Unknown,6
S05_CONSTIPATION_LATEST,direct,DXTREMOR_Yes,6
S05_CONSTIPATION_LATEST,direct,DXPOSINS_Missing,5
S05_CONSTIPATION_LATEST,direct,INT_GAIT_X_POSTURAL_STABILITY,2
S05_CONSTIPATION_LATEST,direct,INT_DURATION_X_MOTOR,1
S05_CONSTIPATION_LATEST,direct,INT_MOTOR_X_COGNITION,1
S05_CONSTIPATION_LATEST,direct,PCA_PART_I_PATIENT_3_80_PC1,1
S05_CONSTIPATION_LATEST,direct,PCA_PART_I_PATIENT_3_80_PC2,1
S05_CONSTIPATION_LATEST,direct,PCA_PART_I_PATIENT_3_90_PC1,1
S05_CONSTIPATION_LATEST,direct,PCA_PART_I_PATIENT_3_90_PC2,1
S05_CONSTIPATION_LATEST,direct,PCA_PART_I_PATIENT_3_90_PC3,1
S05_CONSTIPATION_LATEST,stage_1,FOG_FORM_MISSING,20
S05_CONSTIPATION_LATEST,stage_1,FRZGT12M,20
S05_CONSTIPATION_LATEST,stage_1,NP1RTOT,20
S05_CONSTIPATION_LATEST,stage_1,NP3GAIT_COMBINED_MAX,20
S05_CONSTIPATION_LATEST,stage_1,NP4TOT,20
S05_CONSTIPATION_LATEST,stage_1,NQ_FORM_MISSING,20
S05_CONSTIPATION_LATEST,stage_1,NQ_GAUSSIAN_REVISION,20
S05_CONSTIPATION_LATEST,stage_1,PART_IV_FORM_MISSING,20
S05_CONSTIPATION_LATEST,stage_1,Years_since_PD_diagnosis,19
S05_CONSTIPATION_LATEST,stage_1,Age,18
S05_CONSTIPATION_LATEST,stage_1,NP3PSTBL_COMBINED_MAX,18
S05_CONSTIPATION_LATEST,stage_1,DOPTHERST_Missing,17
S05_CONSTIPATION_LATEST,stage_1,DOPTHERST_No,17
S05_CONSTIPATION_LATEST,stage_1,DOPTHERST_Yes,17
S05_CONSTIPATION_LATEST,stage_1,MCATOT,16
S05_CONSTIPATION_LATEST,stage_1,NHY_COMBINED_MAX,16
S05_CONSTIPATION_LATEST,stage_1,NP3TOT_COMBINED_MAX,15
S05_CONSTIPATION_LATEST,stage_1,BMI,14
S05_CONSTIPATION_LATEST,stage_1,GDS_TOTAL,14
S05_CONSTIPATION_LATEST,stage_1,NP1URIN,14
S05_CONSTIPATION_LATEST,stage_1,DXBRADY_No,13
S05_CONSTIPATION_LATEST,stage_1,DXBRADY_Unknown,13
S05_CONSTIPATION_LATEST,stage_1,DXBRADY_Yes,13
S05_CONSTIPATION_LATEST,stage_1,NP1CNST,13
S05_CONSTIPATION_LATEST,stage_1,ANYFAMPD_Missing,12
S05_CONSTIPATION_LATEST,stage_1,ANYFAMPD_No,12
S05_CONSTIPATION_LATEST,stage_1,ANYFAMPD_Yes,12
S05_CONSTIPATION_LATEST,stage_1,SCAU16,10
S05_CONSTIPATION_LATEST,stage_1,DXTREMOR_No,9
S05_CONSTIPATION_LATEST,stage_1,DXTREMOR_Unknown,9
S05_CONSTIPATION_LATEST,stage_1,DXTREMOR_Yes,9
S05_CONSTIPATION_LATEST,stage_1,SCAU14,9
S05_CONSTIPATION_LATEST,stage_1,FEATPOSHYP_No,8
S05_CONSTIPATION_LATEST,stage_1,FEATPOSHYP_Uncertain,8
S05_CONSTIPATION_LATEST,stage_1,FEATPOSHYP_Yes,8
S05_CONSTIPATION_LATEST,stage_1,DOMSIDE_Left,7
S05_CONSTIPATION_LATEST,stage_1,DOMSIDE_Right,7
S05_CONSTIPATION_LATEST,stage_1,DOMSIDE_Symmetric,7
S05_CONSTIPATION_LATEST,stage_1,DOMSIDE_Unknown,7
S05_CONSTIPATION_LATEST,stage_1,DXPOSINS_No,7
S05_CONSTIPATION_LATEST,stage_1,DXPOSINS_Unknown,7
S05_CONSTIPATION_LATEST,stage_1,DXPOSINS_Yes,7
S05_CONSTIPATION_LATEST,stage_1,DXRIGID_No,7
S05_CONSTIPATION_LATEST,stage_1,DXRIGID_Unknown,7
S05_CONSTIPATION_LATEST,stage_1,DXRIGID_Yes,7
S05_CONSTIPATION_LATEST,stage_1,NP1SLPD,7
S05_CONSTIPATION_LATEST,stage_1,DXPOSINS_Missing,5
S05_CONSTIPATION_LATEST,stage_1,PCA_PART_I_PATIENT_3_90_PC1,2
S05_CONSTIPATION_LATEST,stage_1,PCA_PART_I_PATIENT_3_90_PC2,2
S05_CONSTIPATION_LATEST,stage_1,PCA_PART_I_PATIENT_3_90_PC3,2
S05_CONSTIPATION_LATEST,stage_1,INT_DURATION_X_MOTOR,1
S05_CONSTIPATION_LATEST,stage_1,INT_GAIT_X_POSTURAL_STABILITY,1
S05_CONSTIPATION_LATEST,stage_1,INT_MOBILITY_X_POSTURAL_STABILITY,1
S05_CONSTIPATION_LATEST,stage_1,PCA_PART_I_PATIENT_3_80_PC1,1
S05_CONSTIPATION_LATEST,stage_1,PCA_PART_I_PATIENT_3_80_PC2,1
S05_CONSTIPATION_LATEST,stage_2,FOG_FORM_MISSING,20
S05_CONSTIPATION_LATEST,stage_2,FRZGT12M,20
S05_CONSTIPATION_LATEST,stage_2,NHY_COMBINED_MAX,20
S05_CONSTIPATION_LATEST,stage_2,NP4TOT,20
S05_CONSTIPATION_LATEST,stage_2,PART_IV_FORM_MISSING,20
S05_CONSTIPATION_LATEST,stage_2,NP3PSTBL_COMBINED_MAX,19
S05_CONSTIPATION_LATEST,stage_2,NQ_FORM_MISSING,19
S05_CONSTIPATION_LATEST,stage_2,NQ_GAUSSIAN_REVISION,19
S05_CONSTIPATION_LATEST,stage_2,Years_since_PD_diagnosis,19
S05_CONSTIPATION_LATEST,stage_2,NP3GAIT_COMBINED_MAX,18
S05_CONSTIPATION_LATEST,stage_2,SCAU14,18
S05_CONSTIPATION_LATEST,stage_2,NP1URIN,14
S05_CONSTIPATION_LATEST,stage_2,ANYFAMPD_Missing,13
S05_CONSTIPATION_LATEST,stage_2,ANYFAMPD_No,13
S05_CONSTIPATION_LATEST,stage_2,ANYFAMPD_Yes,13
S05_CONSTIPATION_LATEST,stage_2,NP1RTOT,12
S05_CONSTIPATION_LATEST,stage_2,GDS_TOTAL,10
S05_CONSTIPATION_LATEST,stage_2,DOMSIDE_Left,9
S05_CONSTIPATION_LATEST,stage_2,DOMSIDE_Right,9
S05_CONSTIPATION_LATEST,stage_2,DOMSIDE_Symmetric,9
S05_CONSTIPATION_LATEST,stage_2,DOMSIDE_Unknown,9
S05_CONSTIPATION_LATEST,stage_2,FEATPOSHYP_No,8
S05_CONSTIPATION_LATEST,stage_2,FEATPOSHYP_Uncertain,8
S05_CONSTIPATION_LATEST,stage_2,FEATPOSHYP_Yes,8
S05_CONSTIPATION_LATEST,stage_2,NP1SLPD,8
S05_CONSTIPATION_LATEST,stage_2,NP3TOT_COMBINED_MAX,8
S05_CONSTIPATION_LATEST,stage_2,DOPTHERST_Missing,7
S05_CONSTIPATION_LATEST,stage_2,DOPTHERST_No,7
S05_CONSTIPATION_LATEST,stage_2,DOPTHERST_Yes,7
S05_CONSTIPATION_LATEST,stage_2,DXBRADY_No,6
S05_CONSTIPATION_LATEST,stage_2,DXBRADY_Unknown,6
S05_CONSTIPATION_LATEST,stage_2,DXBRADY_Yes,6
S05_CONSTIPATION_LATEST,stage_2,DXRIGID_No,5
S05_CONSTIPATION_LATEST,stage_2,DXRIGID_Unknown,5
S05_CONSTIPATION_LATEST,stage_2,DXRIGID_Yes,5
S05_CONSTIPATION_LATEST,stage_2,DXTREMOR_No,5
S05_CONSTIPATION_LATEST,stage_2,DXTREMOR_Yes,5
S05_CONSTIPATION_LATEST,stage_2,Age,4
S05_CONSTIPATION_LATEST,stage_2,BMI,4
S05_CONSTIPATION_LATEST,stage_2,DXPOSINS_No,4
S05_CONSTIPATION_LATEST,stage_2,DXPOSINS_Unknown,4
S05_CONSTIPATION_LATEST,stage_2,DXPOSINS_Yes,4
S05_CONSTIPATION_LATEST,stage_2,DXTREMOR_Unknown,4
S05_CONSTIPATION_LATEST,stage_2,MCATOT,4
S05_CONSTIPATION_LATEST,stage_2,SCAU16,4
S05_CONSTIPATION_LATEST,stage_2,PCA_PART_I_PATIENT_3_90_PC1,2
S05_CONSTIPATION_LATEST,stage_2,PCA_PART_I_PATIENT_3_90_PC2,2
S05_CONSTIPATION_LATEST,stage_2,PCA_PART_I_PATIENT_3_90_PC3,2
S05_CONSTIPATION_LATEST,stage_2,NP1CNST,1
S05_CONSTIPATION_LATEST,stage_2,PCA_PART_I_PATIENT_3_80_PC1,1
S05_CONSTIPATION_LATEST,stage_2,PCA_PART_I_PATIENT_3_80_PC2,1
