split_seed,target,configuration_id,pipeline_key,candidate_kind,selector,selector_parameter,branch,branch_kind,model_family,backend,mean_macro_f1,sd_macro_f1,mean_priority_recall,mean_balanced_accuracy,mean_accuracy,mean_selected_columns,mean_selected_groups,mean_fit_seconds,inner_folds
0,stage_2,ENG_06,engineering__PCA_PART_I_PATIENT_3_90,engineered_representation,none,all,PCA_PART_I_PATIENT_3_90,pca,catboost,scaled_dense,0.6393895807294017,0.09493169445479242,0.8304435483870968,0.6395074884792626,0.7130434782608696,45.0,27.0,0.1291581916011637,5
0,stage_2,ENG_06,engineering__PCA_PART_I_PATIENT_3_90,engineered_representation,none,all,PCA_PART_I_PATIENT_3_90,pca,extra_trees,scaled_dense,0.6683423124701752,0.05634082821783652,0.7425403225806452,0.6807939708141321,0.7043478260869566,45.0,27.0,0.13918649979896144,5
0,stage_2,ENG_06,engineering__PCA_PART_I_PATIENT_3_90,engineered_representation,none,all,PCA_PART_I_PATIENT_3_90,pca,hist_gradient_boosting,scaled_dense,0.6353898518021337,0.03919973500828645,0.7669354838709678,0.6372772657450076,0.6869565217391305,45.0,27.0,0.23353502500031026,5
0,stage_2,ENG_06,engineering__PCA_PART_I_PATIENT_3_90,engineered_representation,none,all,PCA_PART_I_PATIENT_3_90,pca,lightgbm,scaled_dense,0.6766622967749256,0.03690372834983882,0.8300403225806452,0.6745439708141321,0.7347826086956522,45.0,27.0,0.16419855000058306,5
0,stage_2,ENG_06,engineering__PCA_PART_I_PATIENT_3_90,engineered_representation,none,all,PCA_PART_I_PATIENT_3_90,pca,linear_svc,scaled_dense,0.6437408226740834,0.07147273280116527,0.7042338709677419,0.6616407450076804,0.6782608695652174,45.0,27.0,0.03470111640053801,5
0,stage_2,ENG_06,engineering__PCA_PART_I_PATIENT_3_90,engineered_representation,none,all,PCA_PART_I_PATIENT_3_90,pca,logistic,scaled_dense,0.656869918254295,0.051456581617022885,0.7229838709677419,0.671491935483871,0.691304347826087,45.0,27.0,0.026994549801020184,5
0,stage_2,ENG_06,engineering__PCA_PART_I_PATIENT_3_90,engineered_representation,none,all,PCA_PART_I_PATIENT_3_90,pca,random_forest,scaled_dense,0.6639733864569057,0.036454635033405035,0.7987903225806452,0.6670142089093701,0.717391304347826,45.0,27.0,0.2646517668006709,5
0,stage_2,ENG_06,engineering__PCA_PART_I_PATIENT_3_90,engineered_representation,none,all,PCA_PART_I_PATIENT_3_90,pca,rbf_svc,scaled_dense,0.6646728917101736,0.07410338135842898,0.7298387096774194,0.6820622119815669,0.7,45.0,27.0,0.03841023319910164,5
0,stage_2,ENG_06,engineering__PCA_PART_I_PATIENT_3_90,engineered_representation,none,all,PCA_PART_I_PATIENT_3_90,pca,xgboost,scaled_dense,0.6705723143958437,0.0441121688767007,0.7985887096774194,0.6731038786482335,0.7217391304347827,45.0,27.0,0.13859980839988567,5
1,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,catboost,native,0.5406968612812342,0.024548909119383195,0.4838709677419355,0.5836048968952194,0.6332262635805386,26.6,19.2,0.33410159180129995,5
1,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,extra_trees,unscaled_dense,0.5194581972476744,0.032805944823548,0.35806451612903223,0.5786785520333908,0.6236088804912612,26.6,19.2,0.377660441599437,5
1,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,hist_gradient_boosting,native,0.47328660995658806,0.0387143367142588,0.32016129032258067,0.4863971977842946,0.6263486065186585,26.6,19.2,1.4720732834000956,5
1,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,lightgbm,native,0.48526288962772,0.026398249171040097,0.3143145161290323,0.48492638753122624,0.6414454416627302,26.6,19.2,1.1815079832005722,5
1,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,linear_svc,scaled_dense,0.4944151657693364,0.04610438976459964,0.24495967741935484,0.5161525043057301,0.6551535191308455,26.6,19.2,0.3167063248001796,5
1,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,logistic,scaled_dense,0.4847496143976887,0.04234660061445645,0.37056451612903224,0.528542188397027,0.5892111478507321,26.6,19.2,0.22741476679948391,5
1,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,random_forest,unscaled_dense,0.5268005253992147,0.014476722226002856,0.3959677419354839,0.5624308057533864,0.6236372224846481,26.6,19.2,0.4232337667992397,5
1,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,rbf_svc,scaled_dense,0.48483917467831417,0.020725500923473233,0.4399193548387097,0.519095773402225,0.5878696268304204,26.6,19.2,0.22918574180002907,5
1,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,xgboost,native,0.483527062747679,0.04058806916723311,0.36431451612903226,0.5120432706481093,0.6002739726027397,26.6,19.2,0.5453434497991111,5
1,direct,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,catboost,native,0.49068295538460155,0.03725510790854349,0.4145161290322581,0.52559388043259,0.5878885214926783,14.4,9.8,0.16800865839977633,5
1,direct,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,extra_trees,unscaled_dense,0.507034766740948,0.025004612408582125,0.3455645161290323,0.5691516160064547,0.6098724610297591,14.4,9.8,0.24984445859954577,5
1,direct,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,hist_gradient_boosting,native,0.45938764622922845,0.029980013035790933,0.32681451612903223,0.47023879734363605,0.5893528578176666,14.4,9.8,1.3266763584011643,5
1,direct,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,lightgbm,native,0.45653169239056546,0.03650835724470638,0.269758064516129,0.46332195224130707,0.5934152102031176,14.4,9.8,1.0935735166000087,5
1,direct,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,linear_svc,scaled_dense,0.48994144759707686,0.03531833720873299,0.19455645161290322,0.5177910634765474,0.6497118564005668,14.4,9.8,0.1890983999990567,5
1,direct,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,logistic,scaled_dense,0.4882039354081618,0.04024930422172979,0.33326612903225805,0.5334379160266257,0.5919981105337742,14.4,9.8,0.11648695019976003,5
1,direct,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,random_forest,unscaled_dense,0.5220433381136218,0.03528877954162749,0.3959677419354839,0.559097472420053,0.616769012753897,14.4,9.8,0.2792439749995538,5
1,direct,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,rbf_svc,scaled_dense,0.49565111305066206,0.029804914532624432,0.4776209677419355,0.5400968401371627,0.5727538970240907,14.4,9.8,0.13487600819935325,5
1,direct,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,xgboost,native,0.4722435114297176,0.012760420246431474,0.3713709677419355,0.5009966717869944,0.5728200283419934,14.4,9.8,0.41353745840024203,5
1,stage_1,ENG_04,engineering__INT_MOBILITY_X_POSTURAL_STABILITY,engineered_representation,none,all,INT_MOBILITY_X_POSTURAL_STABILITY,interaction,catboost,scaled_dense,0.6454629141190535,0.03277275706973286,0.5391304347826087,0.6481106719367589,0.6882097307510628,47.8,27.0,0.1463796835996618,5
1,stage_1,ENG_04,engineering__INT_MOBILITY_X_POSTURAL_STABILITY,engineered_representation,none,all,INT_MOBILITY_X_POSTURAL_STABILITY,interaction,extra_trees,scaled_dense,0.6832534406714672,0.03552276556452104,0.6434782608695653,0.6942643829600351,0.7129333963155409,47.8,27.0,0.1657914749986958,5
1,stage_1,ENG_04,engineering__INT_MOBILITY_X_POSTURAL_STABILITY,engineered_representation,none,all,INT_MOBILITY_X_POSTURAL_STABILITY,interaction,hist_gradient_boosting,scaled_dense,0.692970343290469,0.057201403162047734,0.6173913043478261,0.6983118137900746,0.7281247047709022,47.8,27.0,0.4730934251994768,5
1,stage_1,ENG_04,engineering__INT_MOBILITY_X_POSTURAL_STABILITY,engineered_representation,none,all,INT_MOBILITY_X_POSTURAL_STABILITY,interaction,lightgbm,scaled_dense,0.6566780248737979,0.03888973511746183,0.5347826086956522,0.6569266578831796,0.701927255550307,47.8,27.0,0.3679854416004673,5
1,stage_1,ENG_04,engineering__INT_MOBILITY_X_POSTURAL_STABILITY,engineered_representation,none,all,INT_MOBILITY_X_POSTURAL_STABILITY,interaction,linear_svc,scaled_dense,0.649640956433166,0.040903498863203845,0.6217391304347826,0.6632635046113308,0.6785545583372696,47.8,27.0,0.03386255019868258,5
1,stage_1,ENG_04,engineering__INT_MOBILITY_X_POSTURAL_STABILITY,engineered_representation,none,all,INT_MOBILITY_X_POSTURAL_STABILITY,interaction,logistic,scaled_dense,0.6561814356939173,0.038548472171269596,0.6260869565217391,0.669467720685112,0.6854322153991497,47.8,27.0,0.03748388300082297,5
1,stage_1,ENG_04,engineering__INT_MOBILITY_X_POSTURAL_STABILITY,engineered_representation,none,all,INT_MOBILITY_X_POSTURAL_STABILITY,interaction,random_forest,scaled_dense,0.6935566584701409,0.04139264722375931,0.6217391304347826,0.6994958278436539,0.7280869154463864,47.8,27.0,0.2874275501999364,5
1,stage_1,ENG_04,engineering__INT_MOBILITY_X_POSTURAL_STABILITY,engineered_representation,none,all,INT_MOBILITY_X_POSTURAL_STABILITY,interaction,rbf_svc,scaled_dense,0.6741876367075427,0.019340948976281407,0.6608695652173913,0.689919631093544,0.7005762871988663,47.8,27.0,0.052399991400307044,5
1,stage_1,ENG_04,engineering__INT_MOBILITY_X_POSTURAL_STABILITY,engineered_representation,none,all,INT_MOBILITY_X_POSTURAL_STABILITY,interaction,xgboost,scaled_dense,0.6708440710312,0.043817384155105915,0.6347826086956522,0.6828357487922705,0.7005668398677374,47.8,27.0,0.136998450000101,5
1,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,catboost,native,0.6417676075605966,0.02915846476811449,0.5739130434782609,0.6494211682037768,0.677203589985829,14.8,10.6,0.15771925799999736,5
1,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,extra_trees,unscaled_dense,0.6934489667956242,0.03139480958499194,0.6739130434782609,0.7074514712340799,0.7198110533774209,14.8,10.6,0.23376731680036755,5
1,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,hist_gradient_boosting,native,0.6483228021366283,0.04800464491634718,0.6,0.6584747474747475,0.679981105337742,14.8,10.6,0.5187634581998282,5
1,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,lightgbm,native,0.6266706230731747,0.0383348784340355,0.5130434782608695,0.6290469916556873,0.6717052432687766,14.8,10.6,0.4216531000005489,5
1,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,linear_svc,scaled_dense,0.662491678694111,0.03588027585247117,0.6260869565217392,0.674528326745718,0.6923382144544167,14.8,10.6,0.15396472520078533,5
1,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,logistic,scaled_dense,0.6702797570934671,0.04004253027276998,0.6391304347826087,0.6830601668862538,0.6992064241851678,14.8,10.6,0.10013801680033793,5
1,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,random_forest,unscaled_dense,0.683002039009585,0.034391941201367515,0.6521739130434783,0.6956223100570927,0.7115824279641002,14.8,10.6,0.25694530860055237,5
1,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,rbf_svc,scaled_dense,0.6497099363458207,0.0366877530886884,0.6782608695652174,0.672453667105841,0.670344827586207,14.8,10.6,0.15647165000045787,5
1,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,xgboost,native,0.65905774050026,0.04253688952780249,0.6347826086956522,0.6728761528326745,0.6868682097307511,14.8,10.6,0.19936564180097777,5
1,stage_2,ENG_05,engineering__PCA_PART_I_PATIENT_3_80,engineered_representation,none,all,PCA_PART_I_PATIENT_3_80,pca,catboost,scaled_dense,0.6747443824106889,0.08180344116860955,0.8175403225806452,0.6697225422427036,0.7260869565217392,45.2,27.0,0.12125678320007864,5
