split_seed,target,configuration_id,pipeline_key,candidate_kind,selector,selector_parameter,branch,branch_kind,model_family,backend,mean_macro_f1,sd_macro_f1,mean_priority_recall,mean_balanced_accuracy,mean_accuracy,mean_selected_columns,mean_selected_groups,mean_fit_seconds,inner_folds,retained_rank
15,direct,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,extra_trees,unscaled_dense,0.5115373447460445,0.03894498882135777,0.3336693548387097,0.5626218676783192,0.6290694378837978,13.4,9.2,0.2584357499996258,5,2
15,stage_1,SEL_07,raw__extra_trees__threshold=median,selector_configuration,extra_trees,threshold=median,,raw,logistic,scaled_dense,0.6780953185795938,0.053633634731124466,0.6478260869565218,0.6913675889328064,0.7074633915918753,18.8,13.0,0.1036506667995127,5,1
15,stage_1,SEL_03,raw__l1__C=0.1,selector_configuration,l1,C=0.1,,raw,logistic,scaled_dense,0.6817881419143688,0.05575274285954733,0.6478260869565218,0.6943372859025032,0.7115446386395843,20.6,14.6,0.051079075201414526,5,2
15,stage_2,SEL_07,raw__extra_trees__threshold=median,selector_configuration,extra_trees,threshold=median,,raw,logistic,scaled_dense,0.6828948374419334,0.0874317496591951,0.7548387096774194,0.6936098310291858,0.717391304347826,26.0,13.0,0.08653685879980913,5,1
15,stage_2,SEL_07,raw__extra_trees__threshold=median,selector_configuration,extra_trees,threshold=median,,raw,lightgbm,native,0.6650948470153104,0.03581978494692254,0.798991935483871,0.6671150153609832,0.717391304347826,26.0,13.0,0.20858355020027375,5,2
16,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,random_forest,unscaled_dense,0.5172351064834226,0.06386295064791138,0.3715725806451613,0.5499825870067806,0.6402645252716107,24.2,18.0,0.39112490819970847,5,1
16,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,rbf_svc,scaled_dense,0.5066274317815884,0.08210109245468275,0.4461693548387097,0.5400506796071312,0.6182900330656589,24.2,18.0,0.2171021082009247,5,2
16,stage_1,ENG_05,engineering__PCA_PART_I_PATIENT_3_80,engineered_representation,none,all,PCA_PART_I_PATIENT_3_80,pca,rbf_svc,scaled_dense,0.6925812618232831,0.06531507883190583,0.6695652173913044,0.7063684672815108,0.7198866320264525,45.0,27.0,0.06003899140050635,5,1
16,stage_1,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,rbf_svc,scaled_dense,0.6968253641801334,0.06953687014644125,0.6652173913043479,0.7082248572683355,0.7240245630609353,23.4,18.0,0.13168974979998893,5,2
16,stage_2,SEL_03,raw__l1__C=0.1,selector_configuration,l1,C=0.1,,raw,logistic,scaled_dense,0.6692233940282942,0.06372754913800438,0.7233870967741935,0.685979262672811,0.7,7.6,5.0,0.03925286680096178,5,1
16,stage_2,SEL_03,raw__l1__C=0.1,selector_configuration,l1,C=0.1,,raw,linear_svc,scaled_dense,0.6692233940282942,0.06372754913800438,0.7233870967741935,0.685979262672811,0.7,7.6,5.0,0.047916983400500615,5,2
17,direct,SEL_05,raw__none__all,selector_configuration,none,all,,raw,random_forest,unscaled_dense,0.5301370034277376,0.054064551331632064,0.33891129032258066,0.5497015508386476,0.6552290977798771,46.8,26.0,0.28276831680050235,5,1
17,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,catboost,native,0.5062234370066531,0.038129057366675066,0.3524193548387097,0.5361503669568186,0.6209163911195088,25.2,18.6,0.3243173495997326,5,2
17,stage_1,SEL_01,raw__none__all,selector_configuration,none,all,,raw,logistic,scaled_dense,0.6985233279991925,0.03184886017659577,0.6565217391304348,0.7087558190601669,0.7280302314596127,46.8,26.0,0.04508058299907134,5,1
17,stage_1,SEL_01,raw__none__all,selector_configuration,none,all,,raw,random_forest,unscaled_dense,0.702806316102364,0.012953747389452545,0.6043478260869566,0.7047597716293368,0.7417760982522437,46.8,26.0,0.2757738915992377,5,2
17,stage_2,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,random_forest,unscaled_dense,0.6808047963345516,0.08942620050730797,0.7796370967741936,0.6864852150537635,0.7217391304347827,16.6,10.2,0.22150412499904631,5,1
17,stage_2,SEL_07,raw__extra_trees__threshold=median,selector_configuration,extra_trees,threshold=median,,raw,rbf_svc,scaled_dense,0.6796940854953025,0.06548645630156429,0.7419354838709677,0.6957296466973887,0.7130434782608696,23.4,13.0,0.13151920000018436,5,2
18,direct,SEL_07,raw__extra_trees__threshold=median,selector_configuration,extra_trees,threshold=median,,raw,random_forest,unscaled_dense,0.5331144822565486,0.06415857871446487,0.3588709677419355,0.5743191826095051,0.6387718469532357,21.8,13.0,0.2779562167990662,5,1
18,direct,SEL_07,raw__extra_trees__threshold=median,selector_configuration,extra_trees,threshold=median,,raw,catboost,native,0.5114387042145764,0.06413927938598424,0.4278225806451613,0.5490202252944189,0.6058290033065659,21.8,13.0,0.20228314160049193,5,2
18,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,logistic,scaled_dense,0.6804912997074866,0.019278244857923628,0.6434782608695653,0.6921734738691261,0.7101464336324989,15.8,10.8,0.10634387499958393,5,1
18,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,extra_trees,unscaled_dense,0.6772363833213146,0.03312558531186848,0.6391304347826087,0.6889894598155467,0.7074161549362306,15.8,10.8,0.23266878340000402,5,2
18,stage_2,SEL_07,raw__extra_trees__threshold=median,selector_configuration,extra_trees,threshold=median,,raw,hist_gradient_boosting,native,0.6704267008426752,0.05511036709028918,0.7737903225806452,0.6754665898617511,0.7130434782608696,26.2,13.0,0.2873203256000124,5,1
18,stage_2,SEL_07,raw__extra_trees__threshold=median,selector_configuration,extra_trees,threshold=median,,raw,random_forest,unscaled_dense,0.6673345440180506,0.09833390976537071,0.767741935483871,0.6738709677419354,0.7086956521739131,26.2,13.0,0.2512588500001584,5,2
19,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,linear_svc,scaled_dense,0.5009344462670416,0.07211582870590034,0.26411290322580644,0.5154796738506416,0.6648086915446386,25.4,18.8,0.36976529139938064,5,1
19,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,catboost,native,0.4891297622848594,0.053035658944629,0.4457661290322581,0.5168580699467796,0.6070760510155881,25.4,18.8,0.37606059160025324,5,2
19,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,logistic,scaled_dense,0.6707248574892207,0.0500148879029573,0.6516250385445576,0.6853074687672283,0.6978082191780822,14.2,10.2,0.10206121659939527,5,1
19,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,linear_svc,scaled_dense,0.6761144696482034,0.04790428369035698,0.647277212457601,0.689143656733851,0.7046669815777042,14.2,10.2,0.18060005820007063,5,2
19,stage_2,SEL_03,raw__l1__C=0.1,selector_configuration,l1,C=0.1,,raw,linear_svc,scaled_dense,0.6577222394463773,0.06674428437341041,0.7483870967741936,0.6680030721966206,0.6995724123753726,5.4,3.6,0.04299669960091705,5,1
19,stage_2,SEL_03,raw__l1__C=0.1,selector_configuration,l1,C=0.1,,raw,logistic,scaled_dense,0.6601786536961214,0.07023511451532179,0.7421370967741936,0.6720209293394778,0.6996690307328606,5.4,3.6,0.04418676639979822,5,2
