split_seed,target,configuration_id,pipeline_key,candidate_kind,feature_set,selector,selector_parameter,branch,branch_kind,reference_model,mean_macro_f1,sd_macro_f1,mean_priority_recall,mean_balanced_accuracy,mean_accuracy,mean_selected_columns,mean_selected_groups,inner_folds,mean_delta_macro_f1,improving_folds,mean_delta_priority_recall,eligible_to_advance,retained_rank
0,direct,ENG_01,engineering__INT_GAIT_X_POSTURAL_STABILITY,engineered_representation,final_26,none,all,INT_GAIT_X_POSTURAL_STABILITY,interaction,extra_trees,0.5144953069050381,0.0406605330459619,0.3016129032258065,0.5681624540334218,0.6373169579593765,47.8,47.8,5,0.0066519966843182595,4.0,0.0191532258064516,True,1
0,direct,ENG_03,engineering__INT_DURATION_X_MOTOR,engineered_representation,final_26,none,all,INT_DURATION_X_MOTOR,interaction,extra_trees,0.5123416505753914,0.045463818827032904,0.2957661290322581,0.5655401286288383,0.6345866792631082,47.8,47.8,5,0.0044983403546715595,3.0,0.01330645161290322,True,2
0,stage_1,ENG_06,engineering__PCA_PART_I_PATIENT_3_90,engineered_representation,final_26,none,all,PCA_PART_I_PATIENT_3_90,pca,extra_trees,0.6964210594283146,0.024619933958486058,0.6347826086956522,0.7039569609134826,0.7293717524799244,46.8,46.8,5,0.00808898218122626,5.0,0.02173913043478258,True,1
0,stage_1,ENG_07,engineering__PCA_PART_I_PATIENT_3_95,engineered_representation,final_26,none,all,PCA_PART_I_PATIENT_3_95,pca,extra_trees,0.6964210594283146,0.024619933958486058,0.6347826086956522,0.7039569609134826,0.7293717524799244,46.8,46.8,5,0.00808898218122626,5.0,0.02173913043478258,True,2
0,stage_2,ENG_05,engineering__PCA_PART_I_PATIENT_3_80,engineered_representation,final_26,none,all,PCA_PART_I_PATIENT_3_80,pca,extra_trees,0.6820195905745946,0.04381613946498209,0.7550403225806452,0.6941868279569892,0.717391304347826,44.0,44.0,5,0.03605164555291288,3.0,0.01875,True,1
0,stage_2,ENG_06,engineering__PCA_PART_I_PATIENT_3_90,engineered_representation,final_26,none,all,PCA_PART_I_PATIENT_3_90,pca,extra_trees,0.6641706027342158,0.04900760227376743,0.7360887096774194,0.6770919738863287,0.7,45.0,45.0,5,0.018202657712534178,3.0,-0.00020161290322579932,True,2
