split_seed,target,configuration_id,pipeline_key,candidate_kind,feature_set,selector,selector_parameter,reference_model,mean_macro_f1,sd_macro_f1,mean_priority_recall,mean_balanced_accuracy,mean_accuracy,mean_selected_columns,mean_selected_groups,inner_folds
0,stage_1,SEL_05,raw__none__all,selector_configuration,final_26,none,all,extra_trees,0.6919129313065261,0.03439825271538105,0.6304347826086957,0.6998032498902064,0.7252621634388285,46.8,26.0,5
0,stage_1,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,extra_trees,0.6692630536232907,0.023789533569158177,0.5956521739130435,0.6763917435221783,0.706017949929145,25.8,18.8,5
0,stage_1,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,extra_trees,0.6766612091472559,0.02351153339408097,0.6260869565217392,0.686568730786122,0.7087671232876712,19.2,13.0,5
0,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,extra_trees,0.6794823523290155,0.02404427937835882,0.6478260869565217,0.6924180939833114,0.7087576759565423,14.0,9.8,5
0,stage_2,SEL_01,raw__none__all,selector_configuration,final_26,none,all,logistic,0.656869918254295,0.051456581617022885,0.7229838709677419,0.671491935483871,0.691304347826087,45.0,26.0,5
0,stage_2,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,logistic,0.6515414873299967,0.05982092237913201,0.7169354838709678,0.6679915514592933,0.6869565217391305,14.8,11.8,5
0,stage_2,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,logistic,0.6612090114233229,0.05005536310406621,0.7104838709677419,0.6790514592933947,0.691304347826087,7.2,4.6,5
0,stage_2,SEL_04,raw__l1__C=1.0,selector_configuration,final_26,l1,C=1.0,logistic,0.6517822204694455,0.0600164117297238,0.7042338709677419,0.6683074116743472,0.682608695652174,39.4,22.6,5
0,stage_2,SEL_05,raw__none__all,selector_configuration,final_26,none,all,extra_trees,0.646377024781445,0.043905470747411066,0.7362903225806452,0.6567165898617511,0.6869565217391305,45.0,26.0,5
0,stage_2,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,extra_trees,0.6604879154727025,0.04399012607683314,0.6919354838709678,0.684062980030722,0.6869565217391305,14.8,11.8,5
0,stage_2,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,extra_trees,0.6554011022768155,0.042678213189587824,0.7110887096774194,0.6722110215053763,0.6869565217391305,25.8,13.0,5
0,stage_2,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,extra_trees,0.6490934177797157,0.043466988059158704,0.7108870967741936,0.6659197388632873,0.682608695652174,19.8,9.8,5
1,direct,SEL_01,raw__none__all,selector_configuration,final_26,none,all,logistic,0.4680591588389424,0.04732499764417791,0.35181451612903225,0.5078390859439247,0.5644969296173831,46.8,26.0,5
1,direct,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,logistic,0.4831150519971688,0.044386727865066505,0.36431451612903226,0.5264588550636937,0.5878412848370336,27.2,19.4,5
1,direct,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,logistic,0.4864735071180585,0.06683628462551974,0.36451612903225805,0.5317372185759283,0.5837033538025508,34.6,21.2,5
1,direct,SEL_04,raw__l1__C=1.0,selector_configuration,final_26,l1,C=1.0,logistic,0.4680591588389424,0.04732499764417791,0.35181451612903225,0.5078390859439247,0.5644969296173831,46.8,26.0,5
1,direct,SEL_05,raw__none__all,selector_configuration,final_26,none,all,extra_trees,0.5054916911187018,0.02431733105892145,0.3084677419354839,0.556567650390231,0.6264052905054323,46.8,26.0,5
1,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,extra_trees,0.5248831143938097,0.01480847754052584,0.3461693548387097,0.5921170576735093,0.6236372224846481,27.2,19.4,5
1,direct,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,extra_trees,0.5075063807223004,0.043620560171857344,0.32016129032258067,0.5592072025942993,0.6181105337742088,22.8,13.0,5
1,direct,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,extra_trees,0.5244367584937532,0.024384003277162176,0.37076612903225803,0.5877358958246055,0.6194615021256495,15.2,9.6,5
1,stage_1,SEL_01,raw__none__all,selector_configuration,final_26,none,all,logistic,0.6581028705797057,0.040057434604635074,0.6217391304347826,0.6703140096618357,0.688181388757676,46.8,26.0,5
1,stage_1,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,logistic,0.6578900114386559,0.03948977785956519,0.6304347826086956,0.6716820377689943,0.6868398677373642,26.6,19.2,5
1,stage_1,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,logistic,0.6579865164806367,0.03421067745157784,0.6304347826086956,0.6716719367588933,0.6868209730751063,20.0,14.2,5
1,stage_1,SEL_04,raw__l1__C=1.0,selector_configuration,final_26,l1,C=1.0,logistic,0.6581028705797057,0.040057434604635074,0.6217391304347826,0.6703140096618357,0.688181388757676,44.2,24.6,5
1,stage_1,SEL_05,raw__none__all,selector_configuration,final_26,none,all,extra_trees,0.6791761953670288,0.03992295982166142,0.6391304347826087,0.6901207729468599,0.7088615965989608,46.8,26.0,5
1,stage_1,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,extra_trees,0.6672363185329596,0.026052428886209688,0.6434782608695653,0.6811835748792271,0.695059045819556,26.6,19.2,5
1,stage_1,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,extra_trees,0.6748408343053647,0.03893237575907107,0.6434782608695653,0.6872340799297321,0.7033538025507794,18.8,13.0,5
1,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,extra_trees,0.6751904881356328,0.0335244518341184,0.6478260869565218,0.6884079929732104,0.7033443552196504,15.2,10.6,5
1,stage_2,SEL_01,raw__none__all,selector_configuration,final_26,none,all,logistic,0.6251655684070938,0.06370272694616762,0.7171370967741936,0.632854262672811,0.6652173913043479,46.0,26.0,5
1,stage_2,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,logistic,0.6633896089782189,0.06849937854343523,0.7296370967741936,0.6743423579109062,0.6956521739130435,15.2,12.0,5
1,stage_2,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,logistic,0.6866104726458492,0.06887223751449315,0.7483870967741936,0.6980030721966206,0.717391304347826,7.8,5.6,5
1,stage_2,SEL_04,raw__l1__C=1.0,selector_configuration,final_26,l1,C=1.0,logistic,0.634524832933116,0.05995072760010739,0.7231854838709678,0.6425451228878648,0.673913043478261,39.2,21.6,5
1,stage_2,SEL_05,raw__none__all,selector_configuration,final_26,none,all,extra_trees,0.6584880869292471,0.04750407020771495,0.7546370967741935,0.6658899769585254,0.7,46.0,26.0,5
1,stage_2,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,extra_trees,0.7077725039149889,0.0685309212271156,0.7546370967741935,0.722556643625192,0.7347826086956522,15.2,12.0,5
1,stage_2,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,extra_trees,0.6859614128353877,0.0559233724767823,0.7485887096774194,0.6981038786482335,0.717391304347826,27.0,13.0,5
1,stage_2,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,extra_trees,0.6679823990931835,0.0613001559027709,0.7098790322580645,0.6854157066052228,0.6956521739130435,19.4,9.6,5
2,direct,SEL_01,raw__none__all,selector_configuration,final_26,none,all,logistic,0.44270949203270077,0.032694320357215444,0.28951612903225804,0.4837117255504352,0.552243741143127,46.0,26.0,5
2,direct,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,logistic,0.46732057330913734,0.04532733316908333,0.3272177419354839,0.5079499255225062,0.5837978271138404,24.6,18.4,5
2,direct,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,logistic,0.4676717584821465,0.041734637152561656,0.3147177419354839,0.5158198148923956,0.5727916863486066,36.8,21.6,5
2,direct,SEL_04,raw__l1__C=1.0,selector_configuration,final_26,l1,C=1.0,logistic,0.44270949203270077,0.032694320357215444,0.28951612903225804,0.4837117255504352,0.552243741143127,46.0,26.0,5
2,direct,SEL_05,raw__none__all,selector_configuration,final_26,none,all,extra_trees,0.48536250099518485,0.020517038116959985,0.22036290322580646,0.5441700297909975,0.6181105337742088,46.0,26.0,5
2,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,extra_trees,0.4981820657642735,0.037287831087768314,0.2830645161290323,0.552903179258018,0.6139631554085971,24.6,18.4,5
2,direct,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,extra_trees,0.508801302557006,0.03766545612604644,0.3022177419354839,0.5702582468308275,0.6167028814359943,21.0,13.0,5
2,direct,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,extra_trees,0.5116959356181809,0.030399979621169325,0.3399193548387097,0.5747302130366647,0.6167406707605101,13.2,9.2,5
2,stage_1,SEL_01,raw__none__all,selector_configuration,final_26,none,all,logistic,0.6509006609026384,0.02812368224613371,0.5956521739130435,0.6602806324110672,0.6840623523854511,46.0,26.0,5
2,stage_1,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,logistic,0.6558208885669268,0.03778329582847781,0.5956521739130435,0.6643008344312692,0.6895512517713746,28.2,19.6,5
2,stage_1,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,logistic,0.661399984999375,0.04060523617968113,0.6260869565217392,0.673467720685112,0.690940009447331,21.8,14.8,5
2,stage_1,SEL_04,raw__l1__C=1.0,selector_configuration,final_26,l1,C=1.0,logistic,0.6497328110251112,0.03027453671074566,0.5956521739130435,0.6592705314009661,0.6826830420406236,43.4,24.2,5
2,stage_1,SEL_05,raw__none__all,selector_configuration,final_26,none,all,extra_trees,0.6602459605836656,0.03205446539850981,0.5782608695652174,0.6656354852876591,0.6977893245158243,46.0,26.0,5
2,stage_1,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,extra_trees,0.6613073638507755,0.033699008702308256,0.5913043478260869,0.6681067193675889,0.6963911195087388,28.2,19.6,5
2,stage_1,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,extra_trees,0.6517386259371247,0.02557607660157112,0.5869565217391305,0.6599227053140096,0.6868115257439773,17.6,13.0,5
2,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,extra_trees,0.6595108208927678,0.029146567686156356,0.6086956521739131,0.6697821695213,0.6922815304676428,13.8,10.0,5
2,stage_2,SEL_01,raw__none__all,selector_configuration,final_26,none,all,logistic,0.6122965434982707,0.028645422765786317,0.6860887096774194,0.6249491167434715,0.6478260869565218,45.8,26.0,5
2,stage_2,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,logistic,0.6358562094610573,0.03664405360349185,0.7046370967741936,0.6480328341013825,0.6695652173913043,16.2,13.2,5
2,stage_2,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,logistic,0.6769017490431114,0.06243288838505912,0.7425403225806452,0.6884130184331797,0.7086956521739131,8.6,6.2,5
2,stage_2,SEL_04,raw__l1__C=1.0,selector_configuration,final_26,l1,C=1.0,logistic,0.5932819632621553,0.022719557184398758,0.6733870967741936,0.6047887864823348,0.6304347826086957,36.4,21.2,5
2,stage_2,SEL_05,raw__none__all,selector_configuration,final_26,none,all,extra_trees,0.6892971824184796,0.04376332877205387,0.7550403225806452,0.7013296850998464,0.7217391304347827,45.8,26.0,5
2,stage_2,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,extra_trees,0.6738943806982793,0.057620428974704256,0.7300403225806452,0.6883534946236558,0.7043478260869566,16.2,13.2,5
2,stage_2,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,extra_trees,0.6822148132934619,0.05740262154206091,0.761491935483871,0.690269777265745,0.717391304347826,23.2,13.0,5
2,stage_2,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,extra_trees,0.6765247045480212,0.06142465508596394,0.7421370967741936,0.6886875960061445,0.7086956521739131,18.2,10.0,5
3,direct,SEL_01,raw__none__all,selector_configuration,final_26,none,all,logistic,0.4911190285793793,0.04108383041493713,0.3661290322580645,0.5390925538022312,0.5878790741615494,46.0,26.0,5
3,direct,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,logistic,0.4891803400774065,0.05283184833245908,0.3909274193548387,0.5409642624400689,0.5905999055266887,27.8,19.6,5
3,direct,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,logistic,0.48889912522702456,0.03747604925115772,0.3848790322580645,0.5369029193625968,0.5837505904581957,38.0,21.8,5
3,direct,SEL_04,raw__l1__C=1.0,selector_configuration,final_26,l1,C=1.0,logistic,0.4911190285793793,0.04108383041493713,0.3661290322580645,0.5390925538022312,0.5878790741615494,46.0,26.0,5
3,direct,SEL_05,raw__none__all,selector_configuration,final_26,none,all,extra_trees,0.5007931000547476,0.03567609041766261,0.2957661290322581,0.560261629350339,0.6153141237600378,46.0,26.0,5
3,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,extra_trees,0.49915326020146844,0.05180527968922636,0.3336693548387097,0.5529460620025136,0.6084742560226736,27.8,19.6,5
3,direct,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,extra_trees,0.5234524262209771,0.025878924916033177,0.3711693548387097,0.5790583756148273,0.6194615021256495,21.0,13.0,5
3,direct,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,extra_trees,0.5273681387532415,0.06126811098989221,0.3840725806451613,0.5894681569923506,0.6263863958431743,17.4,11.0,5
3,stage_1,SEL_01,raw__none__all,selector_configuration,final_26,none,all,logistic,0.6643095691729626,0.042781374495064785,0.6304347826086957,0.6776618357487922,0.6949740198393954,46.0,26.0,5
3,stage_1,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,logistic,0.6730979978447585,0.04009152926544265,0.6434782608695653,0.6872441809398331,0.7032404345772318,27.8,19.6,5
3,stage_1,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,logistic,0.6764420945538597,0.05959236970685239,0.6695652173913044,0.6942068511198947,0.7031743032593292,22.0,14.4,5
3,stage_1,SEL_04,raw__l1__C=1.0,selector_configuration,final_26,l1,C=1.0,logistic,0.6686821409336214,0.046545437807617364,0.6347826086956522,0.6818357487922706,0.6990930562116202,42.6,24.2,5
3,stage_1,SEL_05,raw__none__all,selector_configuration,final_26,none,all,extra_trees,0.6841515785764738,0.05009094881622247,0.6652173913043479,0.6990531400966183,0.7114407179971658,46.0,26.0,5
3,stage_1,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,extra_trees,0.6835610905756152,0.07055279037898753,0.6565217391304348,0.6977356170399649,0.7128011336797355,27.8,19.6,5
3,stage_1,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,extra_trees,0.6827836384695571,0.06341531201895319,0.6608695652173913,0.6968893280632411,0.7100803023145961,18.4,13.0,5
3,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,extra_trees,0.6841433484391455,0.04831617043995925,0.6652173913043479,0.6990834431269214,0.7114690599905527,13.4,10.4,5
3,stage_2,SEL_01,raw__none__all,selector_configuration,final_26,none,all,logistic,0.6328597436500691,0.08502872865319253,0.6921370967741935,0.6489256912442396,0.6652173913043479,45.8,26.0,5
3,stage_2,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,logistic,0.6572258239891968,0.060868649837789585,0.6786290322580645,0.6840764208909371,0.682608695652174,19.4,14.6,5
3,stage_2,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,logistic,0.6734049246613301,0.04325282074279924,0.6913306451612903,0.6980462749615975,0.6956521739130435,9.4,6.6,5
3,stage_2,SEL_04,raw__l1__C=1.0,selector_configuration,final_26,l1,C=1.0,logistic,0.6392057518119515,0.0981204575659052,0.6921370967741935,0.6555923579109063,0.6695652173913043,40.4,22.6,5
3,stage_2,SEL_05,raw__none__all,selector_configuration,final_26,none,all,extra_trees,0.6612695381832756,0.024245127124371987,0.729233870967742,0.6741407450076805,0.6956521739130435,45.8,26.0,5
3,stage_2,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,extra_trees,0.6701416429366704,0.045923428233327006,0.7227822580645161,0.6856768433179724,0.7,19.4,14.6,5
3,stage_2,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,extra_trees,0.6847637642637086,0.028768066256502346,0.729233870967742,0.7022359831029186,0.7130434782608696,24.0,13.0,5
3,stage_2,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,extra_trees,0.6846893847665786,0.028867362452787405,0.7479838709677419,0.6973252688172042,0.717391304347826,19.8,11.2,5
4,direct,SEL_01,raw__none__all,selector_configuration,final_26,none,all,logistic,0.46673717842128964,0.04636297045805216,0.33951612903225803,0.5043331781718878,0.5700991969768541,46.8,26.0,5
4,direct,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,logistic,0.4821272788771567,0.05210031079991258,0.3713709677419355,0.5229533817437043,0.5921020311761928,26.8,19.4,5
4,direct,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,logistic,0.4892919616819108,0.043321728903359745,0.3776209677419355,0.5298370998774224,0.5962305148795466,33.2,20.2,5
4,direct,SEL_04,raw__l1__C=1.0,selector_configuration,final_26,l1,C=1.0,logistic,0.46673717842128964,0.04636297045805216,0.33951612903225803,0.5043331781718878,0.5700991969768541,46.8,26.0,5
4,direct,SEL_05,raw__none__all,selector_configuration,final_26,none,all,extra_trees,0.49517979854091043,0.042998120164398086,0.27076612903225805,0.5430115091002188,0.61547472838923,46.8,26.0,5
4,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,extra_trees,0.5011498881915416,0.07089979743466154,0.30201612903225805,0.5541698785085882,0.6155030703826169,26.8,19.4,5
4,direct,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,extra_trees,0.519042698144508,0.06964218055045233,0.3336693548387097,0.5762312952877469,0.6292017005196032,21.8,13.0,5
4,direct,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,extra_trees,0.4910625916250031,0.056169088642036506,0.2774193548387097,0.5483951962016478,0.6072083136513935,17.0,10.6,5
4,stage_1,SEL_01,raw__none__all,selector_configuration,final_26,none,all,logistic,0.671212603663306,0.0548361945874925,0.6347826086956523,0.6828660518225735,0.7005951818611242,46.8,26.0,5
4,stage_1,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,logistic,0.6740098699624311,0.05194821690336002,0.6521739130434783,0.6885516029863856,0.7019744922059518,27.8,19.6,5
4,stage_1,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,logistic,0.6875586417800136,0.05070701378647937,0.6608695652173913,0.7009701361440491,0.7157298063297118,19.6,13.8,5
4,stage_1,SEL_04,raw__l1__C=1.0,selector_configuration,final_26,l1,C=1.0,logistic,0.6712582604830362,0.0566019519777537,0.6347826086956523,0.6828660518225735,0.7005951818611242,43.8,24.0,5
4,stage_1,SEL_05,raw__none__all,selector_configuration,final_26,none,all,extra_trees,0.6762189773725045,0.04469232779905641,0.6217391304347826,0.6854251207729469,0.7088710439300898,46.8,26.0,5
4,stage_1,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,extra_trees,0.6826395486692654,0.06356956248889489,0.6391304347826087,0.6940803689064559,0.7143504959848842,27.8,19.6,5
4,stage_1,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,extra_trees,0.6777566804629174,0.06661129041882333,0.6434782608695653,0.690264382960035,0.7075011809163911,17.2,13.0,5
4,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,extra_trees,0.6815493023555679,0.055367562364416964,0.6565217391304348,0.6957457180500659,0.7102220122815305,13.8,10.4,5
4,stage_2,SEL_01,raw__none__all,selector_configuration,final_26,none,all,logistic,0.6109772089076099,0.046239681925008234,0.6794354838709677,0.6297177419354838,0.6478260869565218,45.8,26.0,5
4,stage_2,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,logistic,0.6477170123479582,0.0715800897301824,0.7171370967741936,0.6623780721966206,0.682608695652174,14.4,11.4,5
4,stage_2,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,logistic,0.6561218517552435,0.07264162196209485,0.7237903225806452,0.6728475422427035,0.691304347826087,7.6,5.4,5
4,stage_2,SEL_04,raw__l1__C=1.0,selector_configuration,final_26,l1,C=1.0,logistic,0.6184345624689597,0.04956953570416607,0.6919354838709678,0.6359677419354839,0.6565217391304348,37.6,22.2,5
4,stage_2,SEL_05,raw__none__all,selector_configuration,final_26,none,all,extra_trees,0.6468076708016589,0.0495616752277993,0.736491935483871,0.6577697772657449,0.6869565217391305,45.8,26.0,5
4,stage_2,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,extra_trees,0.6763354824688496,0.039708482947843675,0.717741935483871,0.6979185867895545,0.7043478260869565,14.4,11.4,5
4,stage_2,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,extra_trees,0.6764621893071552,0.0347715893238175,0.7366935483870968,0.6931086789554531,0.7086956521739131,24.2,13.0,5
4,stage_2,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,extra_trees,0.6680398182563396,0.0414174064194032,0.723991935483871,0.6872340629800308,0.7,17.0,9.0,5
5,direct,SEL_01,raw__none__all,selector_configuration,final_26,none,all,logistic,0.47704264296176985,0.04927136168993235,0.34536290322580643,0.5184158210367887,0.5892111478507321,46.8,26.0,5
5,direct,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,logistic,0.4961458561540783,0.031004802074108037,0.38931451612903223,0.533651255256094,0.6084931506849316,24.2,18.4,5
5,direct,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,logistic,0.4812102678543614,0.05268078590747601,0.37056451612903224,0.5186124144672531,0.5946905999055268,34.4,20.8,5
5,direct,SEL_04,raw__l1__C=1.0,selector_configuration,final_26,l1,C=1.0,logistic,0.47704264296176985,0.04927136168993235,0.34536290322580643,0.5184158210367887,0.5892111478507321,46.8,26.0,5
5,direct,SEL_05,raw__none__all,selector_configuration,final_26,none,all,extra_trees,0.5022966858717667,0.03415440849208215,0.2830645161290323,0.5421518565066952,0.6332073689182807,46.8,26.0,5
5,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,extra_trees,0.5226636620626672,0.05167574880421507,0.35181451612903225,0.5627722268770656,0.6358904109589041,24.2,18.4,5
5,direct,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,extra_trees,0.5110448055569786,0.06303210258562716,0.32056451612903225,0.5509741268289655,0.6345299952763345,24.0,13.0,5
5,direct,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,extra_trees,0.5088688200307351,0.034611038858483004,0.33326612903225805,0.5501651887538984,0.6263297118564005,18.2,10.4,5
5,stage_1,SEL_01,raw__none__all,selector_configuration,final_26,none,all,logistic,0.6783086244146428,0.01871811046224424,0.6043478260869566,0.6846789635485288,0.7142749173358526,46.8,26.0,5
