split_seed,target,configuration_id,pipeline_key,candidate_kind,feature_set,selector,selector_parameter,branch,branch_kind,reference_model,mean_macro_f1,sd_macro_f1,mean_priority_recall,mean_balanced_accuracy,mean_accuracy,mean_selected_columns,mean_selected_groups,inner_folds,mean_delta_macro_f1,improving_folds,mean_delta_priority_recall,eligible_to_advance,retained_rank
16,stage_1,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,extra_trees,0.694667994794106,0.06157054175831297,0.6347826086956522,0.7020074659639877,0.7267453944260747,23.4,18.0,5,,,,True,1
16,stage_1,ENG_05,engineering__PCA_PART_I_PATIENT_3_80,engineered_representation,final_26,none,all,PCA_PART_I_PATIENT_3_80,pca,extra_trees,0.6957007112693154,0.07546263564513174,0.6347826086956522,0.7030377689942908,0.7281341521020311,45.0,45.0,5,0.007615908163456564,3.0,0.02608695652173911,True,2
16,stage_2,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,,raw,logistic,0.6692233940282942,0.06372754913800438,0.7233870967741935,0.685979262672811,0.7,7.6,5.0,5,,,,True,1
16,stage_2,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,,raw,extra_trees,0.6650379049934495,0.04287456665698852,0.7171370967741936,0.6833304531490015,0.6956521739130435,20.8,9.8,5,,,,True,2
17,direct,SEL_05,raw__none__all,selector_configuration,final_26,none,all,,raw,extra_trees,0.5050956271446424,0.033311201149902,0.27641129032258066,0.5450519596890565,0.6346528105810109,46.8,26.0,5,,,,True,1
17,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,extra_trees,0.5037177402528783,0.04242925281956928,0.2701612903225806,0.5518873372744341,0.6264241851676902,25.2,18.6,5,,,,True,2
17,stage_1,SEL_01,raw__none__all,selector_configuration,final_26,none,all,,raw,logistic,0.6985233279991925,0.03184886017659577,0.6565217391304348,0.7087558190601669,0.7280302314596127,46.8,26.0,5,,,,True,1
17,stage_1,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,logistic,0.6889455534487127,0.01417015296197758,0.6521739130434783,0.7005819060166887,0.7184222957014643,26.8,19.0,5,,,,True,2
17,stage_2,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,,raw,extra_trees,0.6618556954947056,0.07750562928463431,0.7423387096774194,0.6745026881720431,0.7,23.8,13.0,5,,,,True,1
17,stage_2,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,,raw,extra_trees,0.6491846656655248,0.04708503831936603,0.7300403225806452,0.6612106374807988,0.6869565217391305,18.4,10.4,5,,,,True,2
18,direct,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,,raw,extra_trees,0.5117073316034881,0.04718586948920727,0.3147177419354839,0.5705720996446803,0.6277279168634861,21.2,13.0,5,,,,True,1
18,direct,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,logistic,0.48698274810011954,0.03774078904450107,0.36451612903225805,0.5309272137659236,0.5988946622579121,25.6,19.0,5,,,,True,2
18,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,,raw,extra_trees,0.6872200487165819,0.03237693146788575,0.6478260869565218,0.6983675889328064,0.7170335380255077,16.6,11.2,5,,,,True,1
18,stage_1,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,,raw,extra_trees,0.6760511481749221,0.017941117197230138,0.6391304347826087,0.6879692577953447,0.706017949929145,19.2,13.0,5,,,,True,2
18,stage_2,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,,raw,logistic,0.6623352627682039,0.04031953953490752,0.7233870967741935,0.6778840245775729,0.6956521739130435,7.4,5.2,5,,,,True,1
18,stage_2,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,,raw,extra_trees,0.6520521737092169,0.08774524368792092,0.7235887096774194,0.6646514976958525,0.6869565217391305,26.4,13.0,5,,,,True,2
19,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,extra_trees,0.49708700690458557,0.056371366947009914,0.34516129032258064,0.5472365436236404,0.6180821917808219,25.4,18.8,5,,,,True,1
19,direct,ENG_03,engineering__INT_DURATION_X_MOTOR,engineered_representation,final_26,none,all,INT_DURATION_X_MOTOR,interaction,extra_trees,0.48932355128366967,0.04514547744658247,0.33306451612903226,0.5326213129761517,0.6194709494567785,47.8,47.8,5,0.01324361728807828,3.0,0.03770161290322581,True,2
19,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,,raw,extra_trees,0.6711981776866698,0.0504917230787127,0.6470921985815603,0.6850511497958307,0.6991591875295229,15.4,10.8,5,,,,True,1
19,stage_1,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,,raw,logistic,0.674861871570091,0.04673593462544009,0.6383965464076472,0.6867033237088742,0.7046669815777042,20.6,14.0,5,,,,True,2
19,stage_2,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,,raw,logistic,0.6601786536961214,0.07023511451532179,0.7421370967741936,0.6720209293394778,0.6996690307328606,5.4,3.6,5,,,,True,1
19,stage_2,ENG_05,engineering__PCA_PART_I_PATIENT_3_80,engineered_representation,final_26,none,all,PCA_PART_I_PATIENT_3_80,pca,extra_trees,0.640663846471469,0.08353758744987604,0.7550403225806452,0.6494249231950845,0.6909733785589476,45.8,45.8,5,0.05491059851740965,5.0,0.0189516129032258,True,2
