split_seed,target,configuration_id,pipeline_key,candidate_kind,feature_set,selector,selector_parameter,branch,branch_kind,reference_model,mean_macro_f1,sd_macro_f1,mean_priority_recall,mean_balanced_accuracy,mean_accuracy,mean_selected_columns,mean_selected_groups,inner_folds,mean_delta_macro_f1,improving_folds,mean_delta_priority_recall,eligible_to_advance
1,stage_1,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,extra_trees,0.6672363185329596,0.026052428886209688,0.6434782608695653,0.6811835748792271,0.695059045819556,26.6,19.2,5,,,,True
1,stage_1,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,,raw,extra_trees,0.6748408343053647,0.03893237575907107,0.6434782608695653,0.6872340799297321,0.7033538025507794,18.8,13.0,5,,,,True
1,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,,raw,extra_trees,0.6751904881356328,0.0335244518341184,0.6478260869565218,0.6884079929732104,0.7033443552196504,15.2,10.6,5,,,,True
1,stage_2,SEL_01,raw__none__all,selector_configuration,final_26,none,all,,raw,logistic,0.6251655684070938,0.06370272694616762,0.7171370967741936,0.632854262672811,0.6652173913043479,46.0,26.0,5,,,,True
1,stage_2,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,logistic,0.6633896089782189,0.06849937854343523,0.7296370967741936,0.6743423579109062,0.6956521739130435,15.2,12.0,5,,,,True
1,stage_2,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,,raw,logistic,0.6866104726458492,0.06887223751449315,0.7483870967741936,0.6980030721966206,0.717391304347826,7.8,5.6,5,,,,True
1,stage_2,SEL_04,raw__l1__C=1.0,selector_configuration,final_26,l1,C=1.0,,raw,logistic,0.634524832933116,0.05995072760010739,0.7231854838709678,0.6425451228878648,0.673913043478261,39.2,21.6,5,,,,True
1,stage_2,SEL_05,raw__none__all,selector_configuration,final_26,none,all,,raw,extra_trees,0.6584880869292471,0.04750407020771495,0.7546370967741935,0.6658899769585254,0.7,46.0,26.0,5,,,,True
1,stage_2,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,extra_trees,0.7077725039149889,0.0685309212271156,0.7546370967741935,0.722556643625192,0.7347826086956522,15.2,12.0,5,,,,True
1,stage_2,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,,raw,extra_trees,0.6859614128353877,0.0559233724767823,0.7485887096774194,0.6981038786482335,0.717391304347826,27.0,13.0,5,,,,True
1,stage_2,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,,raw,extra_trees,0.6679823990931835,0.0613001559027709,0.7098790322580645,0.6854157066052228,0.6956521739130435,19.4,9.6,5,,,,True
2,direct,SEL_01,raw__none__all,selector_configuration,final_26,none,all,,raw,logistic,0.44270949203270077,0.032694320357215444,0.28951612903225804,0.4837117255504352,0.552243741143127,46.0,26.0,5,,,,True
2,direct,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,logistic,0.46732057330913734,0.04532733316908333,0.3272177419354839,0.5079499255225062,0.5837978271138404,24.6,18.4,5,,,,True
2,direct,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,,raw,logistic,0.4676717584821465,0.041734637152561656,0.3147177419354839,0.5158198148923956,0.5727916863486066,36.8,21.6,5,,,,True
2,direct,SEL_04,raw__l1__C=1.0,selector_configuration,final_26,l1,C=1.0,,raw,logistic,0.44270949203270077,0.032694320357215444,0.28951612903225804,0.4837117255504352,0.552243741143127,46.0,26.0,5,,,,True
2,direct,SEL_05,raw__none__all,selector_configuration,final_26,none,all,,raw,extra_trees,0.48536250099518485,0.020517038116959985,0.22036290322580646,0.5441700297909975,0.6181105337742088,46.0,26.0,5,,,,True
2,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,extra_trees,0.4981820657642735,0.037287831087768314,0.2830645161290323,0.552903179258018,0.6139631554085971,24.6,18.4,5,,,,True
2,direct,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,,raw,extra_trees,0.508801302557006,0.03766545612604644,0.3022177419354839,0.5702582468308275,0.6167028814359943,21.0,13.0,5,,,,True
2,direct,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,,raw,extra_trees,0.5116959356181809,0.030399979621169325,0.3399193548387097,0.5747302130366647,0.6167406707605101,13.2,9.2,5,,,,True
2,stage_1,SEL_01,raw__none__all,selector_configuration,final_26,none,all,,raw,logistic,0.6509006609026384,0.02812368224613371,0.5956521739130435,0.6602806324110672,0.6840623523854511,46.0,26.0,5,,,,True
2,stage_1,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,logistic,0.6558208885669268,0.03778329582847781,0.5956521739130435,0.6643008344312692,0.6895512517713746,28.2,19.6,5,,,,True
2,stage_1,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,,raw,logistic,0.661399984999375,0.04060523617968113,0.6260869565217392,0.673467720685112,0.690940009447331,21.8,14.8,5,,,,True
2,stage_1,SEL_04,raw__l1__C=1.0,selector_configuration,final_26,l1,C=1.0,,raw,logistic,0.6497328110251112,0.03027453671074566,0.5956521739130435,0.6592705314009661,0.6826830420406236,43.4,24.2,5,,,,True
2,stage_1,SEL_05,raw__none__all,selector_configuration,final_26,none,all,,raw,extra_trees,0.6602459605836656,0.03205446539850981,0.5782608695652174,0.6656354852876591,0.6977893245158243,46.0,26.0,5,,,,True
2,stage_1,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,extra_trees,0.6613073638507755,0.033699008702308256,0.5913043478260869,0.6681067193675889,0.6963911195087388,28.2,19.6,5,,,,True
