split_seed,target,inner_validation_fold,configuration_id,pipeline_key,candidate_kind,feature_set,selector,selector_parameter,branch,branch_kind,reference_model,training_patients,validation_patients,selected_columns,fit_seconds,baseline_macro_f1,baseline_priority_recall,macro_f1,balanced_accuracy,accuracy,recall_class_0,recall_class_1,recall_class_2,priority_recall,delta_macro_f1,delta_priority_recall
0,stage_1,1,ENG_04,engineering__INT_MOBILITY_X_POSTURAL_STABILITY,engineered_representation,final_26,none,all,INT_MOBILITY_X_POSTURAL_STABILITY,interaction,extra_trees,582,146,47,0.07550945899856742,0.7199730444248613,0.6956521739130435,0.708184304649695,0.7160869565217391,0.7397260273972602,0.78,0.6521739130434783,,0.6521739130434783,-0.011788739775166368,-0.04347826086956519
0,stage_1,1,ENG_05,engineering__PCA_PART_I_PATIENT_3_80,engineered_representation,final_26,none,all,PCA_PART_I_PATIENT_3_80,pca,extra_trees,582,146,45,0.07811341599881416,0.7199730444248613,0.6956521739130435,0.7199730444248613,0.7328260869565217,0.7465753424657534,0.77,0.6956521739130435,,0.6956521739130435,0.0,0.0
0,stage_1,1,ENG_06,engineering__PCA_PART_I_PATIENT_3_90,engineered_representation,final_26,none,all,PCA_PART_I_PATIENT_3_90,pca,extra_trees,582,146,46,0.07765083300182596,0.7199730444248613,0.6956521739130435,0.735109636618112,0.748695652173913,0.7602739726027398,0.78,0.717391304347826,,0.717391304347826,0.015136592193250697,0.021739130434782594
0,stage_1,1,ENG_07,engineering__PCA_PART_I_PATIENT_3_95,engineered_representation,final_26,none,all,PCA_PART_I_PATIENT_3_95,pca,extra_trees,582,146,46,0.0764818749994447,0.7199730444248613,0.6956521739130435,0.735109636618112,0.748695652173913,0.7602739726027398,0.78,0.717391304347826,,0.717391304347826,0.015136592193250697,0.021739130434782594
0,stage_1,2,ENG_01,engineering__INT_GAIT_X_POSTURAL_STABILITY,engineered_representation,final_26,none,all,INT_GAIT_X_POSTURAL_STABILITY,interaction,extra_trees,582,146,48,0.07322733299952233,0.689625850340136,0.6086956521739131,0.6774668630338734,0.6843478260869565,0.7123287671232876,0.76,0.6086956521739131,,0.6086956521739131,-0.012158987306262636,0.0
0,stage_1,2,ENG_02,engineering__INT_MOTOR_X_COGNITION,engineered_representation,final_26,none,all,INT_MOTOR_X_COGNITION,interaction,extra_trees,582,146,48,0.07483616700119455,0.689625850340136,0.6086956521739131,0.6714293190977129,0.6793478260869565,0.7054794520547946,0.75,0.6086956521739131,,0.6086956521739131,-0.018196531242423153,0.0
0,stage_1,2,ENG_03,engineering__INT_DURATION_X_MOTOR,engineered_representation,final_26,none,all,INT_DURATION_X_MOTOR,interaction,extra_trees,582,146,48,0.07452291699883062,0.689625850340136,0.6086956521739131,0.6774668630338734,0.6843478260869565,0.7123287671232876,0.76,0.6086956521739131,,0.6086956521739131,-0.012158987306262636,0.0
0,stage_1,2,ENG_04,engineering__INT_MOBILITY_X_POSTURAL_STABILITY,engineered_representation,final_26,none,all,INT_MOBILITY_X_POSTURAL_STABILITY,interaction,extra_trees,582,146,48,0.07561120900209062,0.689625850340136,0.6086956521739131,0.6714293190977129,0.6793478260869565,0.7054794520547946,0.75,0.6086956521739131,,0.6086956521739131,-0.018196531242423153,0.0
0,stage_1,2,ENG_05,engineering__PCA_PART_I_PATIENT_3_80,engineered_representation,final_26,none,all,PCA_PART_I_PATIENT_3_80,pca,extra_trees,582,146,46,0.0633176250012184,0.689625850340136,0.6086956521739131,0.686711676348982,0.6952173913043478,0.7191780821917808,0.76,0.6304347826086957,,0.6304347826086957,-0.002914173991154012,0.021739130434782594
0,stage_1,2,ENG_06,engineering__PCA_PART_I_PATIENT_3_90,engineered_representation,final_26,none,all,PCA_PART_I_PATIENT_3_90,pca,extra_trees,582,146,47,0.07510249999904772,0.689625850340136,0.6086956521739131,0.692825583841784,0.7002173913043479,0.726027397260274,0.77,0.6304347826086957,,0.6304347826086957,0.003199733501648039,0.021739130434782594
0,stage_1,2,ENG_07,engineering__PCA_PART_I_PATIENT_3_95,engineered_representation,final_26,none,all,PCA_PART_I_PATIENT_3_95,pca,extra_trees,582,146,47,0.06582591600090382,0.689625850340136,0.6086956521739131,0.692825583841784,0.7002173913043479,0.726027397260274,0.77,0.6304347826086957,,0.6304347826086957,0.003199733501648039,0.021739130434782594
0,stage_1,3,ENG_01,engineering__INT_GAIT_X_POSTURAL_STABILITY,engineered_representation,final_26,none,all,INT_GAIT_X_POSTURAL_STABILITY,interaction,extra_trees,583,145,48,0.06506308300231467,0.6938888888888889,0.5652173913043478,0.6798029556650247,0.6750109793588055,0.7310344827586207,0.8282828282828283,0.5217391304347826,,0.5217391304347826,-0.0140859332238642,-0.04347826086956519
0,stage_1,3,ENG_02,engineering__INT_MOTOR_X_COGNITION,engineered_representation,final_26,none,all,INT_MOTOR_X_COGNITION,interaction,extra_trees,583,145,48,0.06566625000050408,0.6938888888888889,0.5652173913043478,0.6777777777777778,0.6757795344751867,0.7241379310344828,0.8080808080808081,0.5434782608695652,,0.5434782608695652,-0.016111111111111076,-0.021739130434782594
0,stage_1,3,ENG_03,engineering__INT_DURATION_X_MOTOR,engineered_representation,final_26,none,all,INT_DURATION_X_MOTOR,interaction,extra_trees,583,145,48,0.061308500000450294,0.6938888888888889,0.5652173913043478,0.6616666666666666,0.6598594642072904,0.7103448275862069,0.797979797979798,0.5217391304347826,,0.5217391304347826,-0.03222222222222226,-0.04347826086956519
0,stage_1,3,ENG_04,engineering__INT_MOBILITY_X_POSTURAL_STABILITY,engineered_representation,final_26,none,all,INT_MOBILITY_X_POSTURAL_STABILITY,interaction,extra_trees,583,145,48,0.07513104099780321,0.6938888888888889,0.5652173913043478,0.6798029556650247,0.6750109793588055,0.7310344827586207,0.8282828282828283,0.5217391304347826,,0.5217391304347826,-0.0140859332238642,-0.04347826086956519
0,stage_1,3,ENG_05,engineering__PCA_PART_I_PATIENT_3_80,engineered_representation,final_26,none,all,PCA_PART_I_PATIENT_3_80,pca,extra_trees,583,145,46,0.06386958299844991,0.6938888888888889,0.5652173913043478,0.6777777777777778,0.6757795344751867,0.7241379310344828,0.8080808080808081,0.5434782608695652,,0.5434782608695652,-0.016111111111111076,-0.021739130434782594
0,stage_1,3,ENG_06,engineering__PCA_PART_I_PATIENT_3_90,engineered_representation,final_26,none,all,PCA_PART_I_PATIENT_3_90,pca,extra_trees,583,145,47,0.06211099999927683,0.6938888888888889,0.5652173913043478,0.6975186649099693,0.6975186649099693,0.7379310344827587,0.8080808080808081,0.5869565217391305,,0.5869565217391305,0.0036297760210803887,0.021739130434782705
0,stage_1,3,ENG_07,engineering__PCA_PART_I_PATIENT_3_95,engineered_representation,final_26,none,all,PCA_PART_I_PATIENT_3_95,pca,extra_trees,583,145,47,0.06397812499926658,0.6938888888888889,0.5652173913043478,0.6975186649099693,0.6975186649099693,0.7379310344827587,0.8080808080808081,0.5869565217391305,,0.5869565217391305,0.0036297760210803887,0.021739130434782705
0,stage_1,4,ENG_01,engineering__INT_GAIT_X_POSTURAL_STABILITY,engineered_representation,final_26,none,all,INT_GAIT_X_POSTURAL_STABILITY,interaction,extra_trees,583,145,48,0.06411429199943086,0.651460926232573,0.5652173913043478,0.6359703007317985,0.6404259991216512,0.6758620689655173,0.7373737373737373,0.5434782608695652,,0.5434782608695652,-0.015490625500774513,-0.021739130434782594
0,stage_1,4,ENG_02,engineering__INT_MOTOR_X_COGNITION,engineered_representation,final_26,none,all,INT_MOTOR_X_COGNITION,interaction,extra_trees,583,145,48,0.062069584000710165,0.651460926232573,0.5652173913043478,0.6359703007317985,0.6404259991216512,0.6758620689655173,0.7373737373737373,0.5434782608695652,,0.5434782608695652,-0.015490625500774513,-0.021739130434782594
0,stage_1,4,ENG_03,engineering__INT_DURATION_X_MOTOR,engineered_representation,final_26,none,all,INT_DURATION_X_MOTOR,interaction,extra_trees,583,145,48,0.05989791699903435,0.651460926232573,0.5652173913043478,0.6418599656357389,0.6454765041721564,0.6827586206896552,0.7474747474747475,0.5434782608695652,,0.5434782608695652,-0.00960096059683413,-0.021739130434782594
0,stage_1,4,ENG_04,engineering__INT_MOBILITY_X_POSTURAL_STABILITY,engineered_representation,final_26,none,all,INT_MOBILITY_X_POSTURAL_STABILITY,interaction,extra_trees,583,145,48,0.06472375000157626,0.651460926232573,0.5652173913043478,0.6359703007317985,0.6404259991216512,0.6758620689655173,0.7373737373737373,0.5434782608695652,,0.5434782608695652,-0.015490625500774513,-0.021739130434782594
0,stage_1,4,ENG_05,engineering__PCA_PART_I_PATIENT_3_80,engineered_representation,final_26,none,all,PCA_PART_I_PATIENT_3_80,pca,extra_trees,583,145,46,0.06168062500000815,0.651460926232573,0.5652173913043478,0.6280224878554663,0.6287878787878788,0.6758620689655173,0.7575757575757576,0.5,,0.5,-0.023438438377106685,-0.06521739130434778
0,stage_1,4,ENG_06,engineering__PCA_PART_I_PATIENT_3_90,engineered_representation,final_26,none,all,PCA_PART_I_PATIENT_3_90,pca,extra_trees,583,145,47,0.06053408300067531,0.651460926232573,0.5652173913043478,0.6669515517333475,0.6722661396574441,0.7034482758620689,0.7575757575757576,0.5869565217391305,,0.5869565217391305,0.015490625500774513,0.021739130434782705
0,stage_1,4,ENG_07,engineering__PCA_PART_I_PATIENT_3_95,engineered_representation,final_26,none,all,PCA_PART_I_PATIENT_3_95,pca,extra_trees,583,145,47,0.06281020900132717,0.651460926232573,0.5652173913043478,0.6669515517333475,0.6722661396574441,0.7034482758620689,0.7575757575757576,0.5869565217391305,,0.5869565217391305,0.015490625500774513,0.021739130434782705
0,stage_2,0,ENG_01,engineering__INT_GAIT_X_POSTURAL_STABILITY,engineered_representation,final_26,none,all,INT_GAIT_X_POSTURAL_STABILITY,interaction,extra_trees,184,46,46,0.06465870800093398,0.6413255360623782,0.59375,0.6413255360623782,0.6897321428571428,0.6521739130434783,0.59375,0.7857142857142857,,0.59375,0.0,0.0
0,stage_2,0,ENG_02,engineering__INT_MOTOR_X_COGNITION,engineered_representation,final_26,none,all,INT_MOTOR_X_COGNITION,interaction,extra_trees,184,46,46,0.060719875000359025,0.6413255360623782,0.59375,0.6413255360623782,0.6897321428571428,0.6521739130434783,0.59375,0.7857142857142857,,0.59375,0.0,0.0
0,stage_2,0,ENG_03,engineering__INT_DURATION_X_MOTOR,engineered_representation,final_26,none,all,INT_DURATION_X_MOTOR,interaction,extra_trees,184,46,46,0.06418483400193509,0.6413255360623782,0.59375,0.6661828737300435,0.7254464285714286,0.6739130434782609,0.59375,0.8571428571428571,,0.59375,0.02485733766766529,0.0
0,stage_2,0,ENG_04,engineering__INT_MOBILITY_X_POSTURAL_STABILITY,engineered_representation,final_26,none,all,INT_MOBILITY_X_POSTURAL_STABILITY,interaction,extra_trees,184,46,46,0.061447416999726556,0.6413255360623782,0.59375,0.6413255360623782,0.6897321428571428,0.6521739130434783,0.59375,0.7857142857142857,,0.59375,0.0,0.0
0,stage_2,0,ENG_05,engineering__PCA_PART_I_PATIENT_3_80,engineered_representation,final_26,none,all,PCA_PART_I_PATIENT_3_80,pca,extra_trees,184,46,44,0.0664381249989674,0.6413255360623782,0.59375,0.6413255360623782,0.6897321428571428,0.6521739130434783,0.59375,0.7857142857142857,,0.59375,0.0,0.0
