inner_validation_fold,group,model,metric,mean_drop
2,SCAU14,stage_1,macro_f1,-0.007961831962800692
2,SCAU14,stage_2,macro_f1,0.029317949442851467
2,SCAU14,stage_2,rare_fall_recall,-0.02444444444444448
2,SCAU16,direct_system,macro_f1,0.0008418641530845705
2,SCAU16,direct_system,rare_fall_recall,0.0
2,SCAU16,two_stage_system,macro_f1,0.0008969037736749286
2,SCAU16,two_stage_system,rare_fall_recall,0.00222222222222222
2,SCAU16,stage_1,macro_f1,0.0010691888557623041
2,SCAU16,stage_2,macro_f1,0.0
2,SCAU16,stage_2,rare_fall_recall,0.0
2,GDS_TOTAL,direct_system,macro_f1,-0.0066967728008161306
2,GDS_TOTAL,direct_system,rare_fall_recall,-0.01555555555555554
2,GDS_TOTAL,two_stage_system,macro_f1,-0.003667563513860772
2,GDS_TOTAL,two_stage_system,rare_fall_recall,-0.0022222222222222253
2,GDS_TOTAL,stage_1,macro_f1,-0.005377017226885628
2,GDS_TOTAL,stage_2,macro_f1,0.0
2,GDS_TOTAL,stage_2,rare_fall_recall,0.0
2,NP1RTOT,direct_system,macro_f1,-0.001405658052147951
2,NP1RTOT,direct_system,rare_fall_recall,-0.011111111111111089
2,NP1RTOT,two_stage_system,macro_f1,-0.002007139605867958
2,NP1RTOT,two_stage_system,rare_fall_recall,-0.031111111111111128
2,NP1RTOT,stage_1,macro_f1,-0.003629529456971181
2,NP1RTOT,stage_2,macro_f1,0.0043348809220657425
2,NP1RTOT,stage_2,rare_fall_recall,-0.037777777777777834
2,BMI,direct_system,macro_f1,0.0
2,BMI,direct_system,rare_fall_recall,0.0
2,BMI,two_stage_system,macro_f1,0.0
2,BMI,two_stage_system,rare_fall_recall,0.0
2,BMI,stage_1,macro_f1,0.0
2,BMI,stage_2,macro_f1,0.0
2,BMI,stage_2,rare_fall_recall,0.0
2,NP1SLPD,direct_system,macro_f1,-0.00016079660875065738
2,NP1SLPD,direct_system,rare_fall_recall,0.02000000000000001
2,NP1SLPD,two_stage_system,macro_f1,-0.0014065734997000035
2,NP1SLPD,two_stage_system,rare_fall_recall,0.0044444444444444176
2,NP1SLPD,stage_1,macro_f1,-0.0036268915965479765
2,NP1SLPD,stage_2,macro_f1,0.0
2,NP1SLPD,stage_2,rare_fall_recall,0.0
2,NP1URIN,direct_system,macro_f1,1.0121802998985797e-05
2,NP1URIN,direct_system,rare_fall_recall,-0.006666666666666643
2,NP1URIN,two_stage_system,macro_f1,0.0017172643763430973
2,NP1URIN,two_stage_system,rare_fall_recall,0.015555555555555534
2,NP1URIN,stage_1,macro_f1,-0.001086135734604965
2,NP1URIN,stage_2,macro_f1,0.0
2,NP1URIN,stage_2,rare_fall_recall,0.0
2,NP3GAIT_COMBINED_MAX,direct_system,macro_f1,-0.012187418109938309
2,NP3GAIT_COMBINED_MAX,direct_system,rare_fall_recall,-0.031111111111111082
2,NP3GAIT_COMBINED_MAX,two_stage_system,macro_f1,0.009267380646694101
2,NP3GAIT_COMBINED_MAX,two_stage_system,rare_fall_recall,-0.020000000000000018
2,NP3GAIT_COMBINED_MAX,stage_1,macro_f1,-0.0010761981523623287
2,NP3GAIT_COMBINED_MAX,stage_2,macro_f1,0.017829775976087314
2,NP3GAIT_COMBINED_MAX,stage_2,rare_fall_recall,-0.037777777777777834
2,NP3PSTBL_COMBINED_MAX,direct_system,macro_f1,-0.003407952974560924
2,NP3PSTBL_COMBINED_MAX,direct_system,rare_fall_recall,-0.03555555555555553
2,NP3PSTBL_COMBINED_MAX,two_stage_system,macro_f1,0.007565211716056941
2,NP3PSTBL_COMBINED_MAX,two_stage_system,rare_fall_recall,-0.05555555555555556
2,NP3PSTBL_COMBINED_MAX,stage_1,macro_f1,-0.003320474665937945
2,NP3PSTBL_COMBINED_MAX,stage_2,macro_f1,0.024920424676650378
2,NP3PSTBL_COMBINED_MAX,stage_2,rare_fall_recall,-0.040000000000000056
2,NHY_COMBINED_MAX,direct_system,macro_f1,-0.01819400487822257
2,NHY_COMBINED_MAX,direct_system,rare_fall_recall,-0.0711111111111111
2,NHY_COMBINED_MAX,two_stage_system,macro_f1,0.03650482434928465
2,NHY_COMBINED_MAX,two_stage_system,rare_fall_recall,-0.03555555555555557
2,NHY_COMBINED_MAX,stage_1,macro_f1,-0.0033010632751761084
2,NHY_COMBINED_MAX,stage_2,macro_f1,0.07429345716829748
2,NHY_COMBINED_MAX,stage_2,rare_fall_recall,-0.017777777777777802
2,FEATPOSHYP,direct_system,macro_f1,-0.004331003949523027
2,FEATPOSHYP,direct_system,rare_fall_recall,-0.013333333333333319
2,FEATPOSHYP,two_stage_system,macro_f1,0.016613370778250612
2,FEATPOSHYP,two_stage_system,rare_fall_recall,-0.015555555555555578
2,FEATPOSHYP,stage_1,macro_f1,0.0
2,FEATPOSHYP,stage_2,macro_f1,0.0209326254713069
2,FEATPOSHYP,stage_2,rare_fall_recall,-0.015555555555555578
2,NP3TOT_COMBINED_MAX,direct_system,macro_f1,0.006301367670824576
2,NP3TOT_COMBINED_MAX,direct_system,rare_fall_recall,0.0177777777777778
2,NP3TOT_COMBINED_MAX,two_stage_system,macro_f1,-0.0018680105417648641
2,NP3TOT_COMBINED_MAX,two_stage_system,rare_fall_recall,0.004444444444444423
2,NP3TOT_COMBINED_MAX,stage_1,macro_f1,-0.012575662174867441
2,NP3TOT_COMBINED_MAX,stage_2,macro_f1,0.0
2,NP3TOT_COMBINED_MAX,stage_2,rare_fall_recall,0.0
2,GROUP_PART_IV_FORM,direct_system,macro_f1,0.011054332885384327
2,GROUP_PART_IV_FORM,direct_system,rare_fall_recall,0.015555555555555572
2,GROUP_PART_IV_FORM,two_stage_system,macro_f1,0.035493513865808964
2,GROUP_PART_IV_FORM,two_stage_system,rare_fall_recall,-0.031111111111111117
2,GROUP_PART_IV_FORM,stage_1,macro_f1,-0.005352944937523885
2,GROUP_PART_IV_FORM,stage_2,macro_f1,0.07836474467079399
2,GROUP_PART_IV_FORM,stage_2,rare_fall_recall,-0.04222222222222229
2,ANYFAMPD,direct_system,macro_f1,0.011670676605445258
2,ANYFAMPD,direct_system,rare_fall_recall,-0.059999999999999984
2,ANYFAMPD,two_stage_system,macro_f1,0.053270909156843224
2,ANYFAMPD,two_stage_system,rare_fall_recall,-0.05111111111111111
2,ANYFAMPD,stage_1,macro_f1,-0.001401188269867315
2,ANYFAMPD,stage_2,macro_f1,0.0947914035389543
2,ANYFAMPD,stage_2,rare_fall_recall,-0.04666666666666673
2,DXTREMOR,direct_system,macro_f1,0.0
2,DXTREMOR,direct_system,rare_fall_recall,0.0
2,DXTREMOR,two_stage_system,macro_f1,0.0
2,DXTREMOR,two_stage_system,rare_fall_recall,0.0
2,DXTREMOR,stage_1,macro_f1,0.0
2,DXTREMOR,stage_2,macro_f1,0.0
2,DXTREMOR,stage_2,rare_fall_recall,0.0
2,DXBRADY,direct_system,macro_f1,0.0
2,DXBRADY,direct_system,rare_fall_recall,0.0
2,DXBRADY,two_stage_system,macro_f1,0.0012343425543835495
2,DXBRADY,two_stage_system,rare_fall_recall,0.011111111111111089
2,DXBRADY,stage_1,macro_f1,0.00022427836095738617
2,DXBRADY,stage_2,macro_f1,0.0
2,DXBRADY,stage_2,rare_fall_recall,0.0
2,DOMSIDE,direct_system,macro_f1,0.0
2,DOMSIDE,direct_system,rare_fall_recall,0.0
2,DOMSIDE,two_stage_system,macro_f1,0.004594200252910985
2,DOMSIDE,two_stage_system,rare_fall_recall,-0.013333333333333346
2,DOMSIDE,stage_1,macro_f1,0.0
2,DOMSIDE,stage_2,macro_f1,0.009756775778604876
2,DOMSIDE,stage_2,rare_fall_recall,-0.013333333333333364
2,NP1CNST,direct_system,macro_f1,0.029005644994464223
2,NP1CNST,direct_system,rare_fall_recall,0.06000000000000001
2,NP1CNST,two_stage_system,macro_f1,0.007727493703214639
2,NP1CNST,two_stage_system,rare_fall_recall,0.017777777777777753
2,NP1CNST,stage_1,macro_f1,0.0032495612271009723
2,NP1CNST,stage_2,macro_f1,0.0
2,NP1CNST,stage_2,rare_fall_recall,0.0
3,GROUP_NEUROQOL_FORM,direct_system,macro_f1,0.0211908427049032
3,GROUP_NEUROQOL_FORM,direct_system,rare_fall_recall,0.004347826086956541
3,GROUP_NEUROQOL_FORM,two_stage_system,macro_f1,0.035395105787262834
3,GROUP_NEUROQOL_FORM,two_stage_system,rare_fall_recall,-0.0065217391304348005
3,GROUP_NEUROQOL_FORM,stage_1,macro_f1,0.005329464064180089
3,GROUP_NEUROQOL_FORM,stage_2,macro_f1,0.06043598747704183
3,GROUP_NEUROQOL_FORM,stage_2,rare_fall_recall,-0.03913043478260867
3,Years_since_PD_diagnosis,direct_system,macro_f1,0.005969825715477895
3,Years_since_PD_diagnosis,direct_system,rare_fall_recall,-0.015217391304347799
3,Years_since_PD_diagnosis,two_stage_system,macro_f1,-0.0069967586150040395
3,Years_since_PD_diagnosis,two_stage_system,rare_fall_recall,-0.03478260869565219
3,Years_since_PD_diagnosis,stage_1,macro_f1,-0.002934531126643325
3,Years_since_PD_diagnosis,stage_2,macro_f1,-0.002947956830342291
3,Years_since_PD_diagnosis,stage_2,rare_fall_recall,-0.030434782608695633
3,Age,direct_system,macro_f1,0.021263112871544164
3,Age,direct_system,rare_fall_recall,0.07391304347826089
3,Age,two_stage_system,macro_f1,-0.001158379887910199
3,Age,two_stage_system,rare_fall_recall,0.017391304347826077
3,Age,stage_1,macro_f1,-0.0044663113029429265
3,Age,stage_2,macro_f1,0.0
3,Age,stage_2,rare_fall_recall,0.0
3,DXPOSINS,direct_system,macro_f1,0.0
3,DXPOSINS,direct_system,rare_fall_recall,0.0
3,DXPOSINS,two_stage_system,macro_f1,0.0
3,DXPOSINS,two_stage_system,rare_fall_recall,0.0
3,DXPOSINS,stage_1,macro_f1,0.0
3,DXPOSINS,stage_2,macro_f1,0.0
3,DXPOSINS,stage_2,rare_fall_recall,0.0
3,DXRIGID,direct_system,macro_f1,0.0
3,DXRIGID,direct_system,rare_fall_recall,0.0
3,DXRIGID,two_stage_system,macro_f1,0.0
3,DXRIGID,two_stage_system,rare_fall_recall,0.0
3,DXRIGID,stage_1,macro_f1,0.0
3,DXRIGID,stage_2,macro_f1,0.0
3,DXRIGID,stage_2,rare_fall_recall,0.0
3,DOPTHERST,direct_system,macro_f1,0.006127413038626706
3,DOPTHERST,direct_system,rare_fall_recall,0.01521739130434785
3,DOPTHERST,two_stage_system,macro_f1,-0.001928342233188829
3,DOPTHERST,two_stage_system,rare_fall_recall,-0.010869565217391325
3,DOPTHERST,stage_1,macro_f1,-0.009047313865702965
3,DOPTHERST,stage_2,macro_f1,0.005308422619193076
3,DOPTHERST,stage_2,rare_fall_recall,0.004347826086956519
3,MCATOT,direct_system,macro_f1,0.003296672580933191
3,MCATOT,direct_system,rare_fall_recall,0.023913043478260888
3,MCATOT,two_stage_system,macro_f1,-0.004928949741335687
3,MCATOT,two_stage_system,rare_fall_recall,0.017391304347826077
3,MCATOT,stage_1,macro_f1,-0.010487780853576356
3,MCATOT,stage_2,macro_f1,0.0
3,MCATOT,stage_2,rare_fall_recall,0.0
3,GROUP_FREEZING_FORM,direct_system,macro_f1,0.029615068327939215
3,GROUP_FREEZING_FORM,direct_system,rare_fall_recall,-0.03695652173913041
3,GROUP_FREEZING_FORM,two_stage_system,macro_f1,0.03235804597701943
3,GROUP_FREEZING_FORM,two_stage_system,rare_fall_recall,-0.010869565217391325
3,GROUP_FREEZING_FORM,stage_1,macro_f1,-0.00827134268412948
3,GROUP_FREEZING_FORM,stage_2,macro_f1,0.06291579595058974
3,GROUP_FREEZING_FORM,stage_2,rare_fall_recall,0.028260869565217374
3,SCAU14,direct_system,macro_f1,-0.00486141996743733
3,SCAU14,direct_system,rare_fall_recall,-0.019565217391304335
3,SCAU14,two_stage_system,macro_f1,-0.0038495822847578577
3,SCAU14,two_stage_system,rare_fall_recall,0.002173913043478254
3,SCAU14,stage_1,macro_f1,-0.003372806865316513
3,SCAU14,stage_2,macro_f1,-5.617055139239823e-07
3,SCAU14,stage_2,rare_fall_recall,-0.013043478260869556
3,SCAU16,direct_system,macro_f1,0.006660883215154012
3,SCAU16,direct_system,rare_fall_recall,0.019565217391304384
3,SCAU16,two_stage_system,macro_f1,-0.00054116866451972
3,SCAU16,two_stage_system,rare_fall_recall,0.0
3,SCAU16,stage_1,macro_f1,-0.0008594603184056027
3,SCAU16,stage_2,macro_f1,0.0
3,SCAU16,stage_2,rare_fall_recall,0.0
3,GDS_TOTAL,direct_system,macro_f1,0.009052529169109303
3,GDS_TOTAL,direct_system,rare_fall_recall,0.026086956521739164
3,GDS_TOTAL,two_stage_system,macro_f1,-0.00861498439384375
3,GDS_TOTAL,two_stage_system,rare_fall_recall,-0.00869565217391306
3,GDS_TOTAL,stage_1,macro_f1,-0.012386202588221285
3,GDS_TOTAL,stage_2,macro_f1,0.0
3,GDS_TOTAL,stage_2,rare_fall_recall,0.0
3,NP1RTOT,direct_system,macro_f1,0.01481108221297931
3,NP1RTOT,direct_system,rare_fall_recall,0.004347826086956536
3,NP1RTOT,two_stage_system,macro_f1,0.007160247154124777
3,NP1RTOT,two_stage_system,rare_fall_recall,-0.006521739130434795
3,NP1RTOT,stage_1,macro_f1,-0.010324606044693452
3,NP1RTOT,stage_2,macro_f1,0.027039013639898413
3,NP1RTOT,stage_2,rare_fall_recall,0.0021739130434782596
3,BMI,direct_system,macro_f1,0.0
3,BMI,direct_system,rare_fall_recall,0.0
3,BMI,two_stage_system,macro_f1,0.0
3,BMI,two_stage_system,rare_fall_recall,0.0
3,BMI,stage_1,macro_f1,0.0
3,BMI,stage_2,macro_f1,0.0
3,BMI,stage_2,rare_fall_recall,0.0
3,NP1SLPD,direct_system,macro_f1,0.008921830840319545
3,NP1SLPD,direct_system,rare_fall_recall,-0.004347826086956508
3,NP1SLPD,two_stage_system,macro_f1,-0.006803116194765401
3,NP1SLPD,two_stage_system,rare_fall_recall,0.0
3,NP1SLPD,stage_1,macro_f1,-0.010781296978974963
3,NP1SLPD,stage_2,macro_f1,0.0
3,NP1SLPD,stage_2,rare_fall_recall,0.0
3,NP1URIN,direct_system,macro_f1,0.008222209565484973
3,NP1URIN,direct_system,rare_fall_recall,0.034782608695652195
3,NP1URIN,two_stage_system,macro_f1,-0.005052664271963381
3,NP1URIN,two_stage_system,rare_fall_recall,0.004347826086956508
3,NP1URIN,stage_1,macro_f1,-0.008014830506714487
3,NP1URIN,stage_2,macro_f1,0.0
3,NP1URIN,stage_2,rare_fall_recall,0.0
3,NP3GAIT_COMBINED_MAX,direct_system,macro_f1,-0.013278400372235377
3,NP3GAIT_COMBINED_MAX,direct_system,rare_fall_recall,-0.060869565217391286
3,NP3GAIT_COMBINED_MAX,two_stage_system,macro_f1,-0.015442754282913052
3,NP3GAIT_COMBINED_MAX,two_stage_system,rare_fall_recall,-0.028260869565217412
3,NP3GAIT_COMBINED_MAX,stage_1,macro_f1,-0.006891926985439278
3,NP3GAIT_COMBINED_MAX,stage_2,macro_f1,-0.01335256525290529
3,NP3GAIT_COMBINED_MAX,stage_2,rare_fall_recall,-0.021739130434782594
3,NP3PSTBL_COMBINED_MAX,direct_system,macro_f1,0.0064618154133816216
3,NP3PSTBL_COMBINED_MAX,direct_system,rare_fall_recall,0.017391304347826108
3,NP3PSTBL_COMBINED_MAX,two_stage_system,macro_f1,-0.009471576288395168
3,NP3PSTBL_COMBINED_MAX,two_stage_system,rare_fall_recall,-0.03913043478260872
3,NP3PSTBL_COMBINED_MAX,stage_1,macro_f1,-0.0025693300021427225
3,NP3PSTBL_COMBINED_MAX,stage_2,macro_f1,-0.009399091344534493
3,NP3PSTBL_COMBINED_MAX,stage_2,rare_fall_recall,-0.015217391304347816
3,NHY_COMBINED_MAX,direct_system,macro_f1,0.0009864215658896614
3,NHY_COMBINED_MAX,direct_system,rare_fall_recall,-0.030434782608695622
3,NHY_COMBINED_MAX,two_stage_system,macro_f1,0.024041205096480396
3,NHY_COMBINED_MAX,two_stage_system,rare_fall_recall,-0.026086956521739157
3,NHY_COMBINED_MAX,stage_1,macro_f1,-0.007536441567744201
3,NHY_COMBINED_MAX,stage_2,macro_f1,0.0532942084053409
3,NHY_COMBINED_MAX,stage_2,rare_fall_recall,-0.008695652173913038
3,FEATPOSHYP,direct_system,macro_f1,0.0
3,FEATPOSHYP,direct_system,rare_fall_recall,0.0
3,FEATPOSHYP,two_stage_system,macro_f1,-0.005499100083386943
3,FEATPOSHYP,two_stage_system,rare_fall_recall,-0.0021739130434782817
3,FEATPOSHYP,stage_1,macro_f1,0.0
3,FEATPOSHYP,stage_2,macro_f1,-0.016156684321817893
3,FEATPOSHYP,stage_2,rare_fall_recall,-0.0021739130434782596
3,NP3TOT_COMBINED_MAX,direct_system,macro_f1,0.022904681557020634
3,NP3TOT_COMBINED_MAX,direct_system,rare_fall_recall,0.05434782608695654
3,NP3TOT_COMBINED_MAX,two_stage_system,macro_f1,-0.011576279637454256
3,NP3TOT_COMBINED_MAX,two_stage_system,rare_fall_recall,0.010869565217391287
3,NP3TOT_COMBINED_MAX,stage_1,macro_f1,-0.021410330388880405
3,NP3TOT_COMBINED_MAX,stage_2,macro_f1,0.0
3,NP3TOT_COMBINED_MAX,stage_2,rare_fall_recall,0.0
3,GROUP_PART_IV_FORM,direct_system,macro_f1,0.007085295313873247
3,GROUP_PART_IV_FORM,direct_system,rare_fall_recall,-0.10652173913043476
3,GROUP_PART_IV_FORM,two_stage_system,macro_f1,0.04009300450063948
3,GROUP_PART_IV_FORM,two_stage_system,rare_fall_recall,-0.023913043478260888
3,GROUP_PART_IV_FORM,stage_1,macro_f1,-0.0009773450709272269
3,GROUP_PART_IV_FORM,stage_2,macro_f1,0.07591018419934734
3,GROUP_PART_IV_FORM,stage_2,rare_fall_recall,-0.026086956521739126
3,ANYFAMPD,direct_system,macro_f1,0.0029655339154396666
3,ANYFAMPD,direct_system,rare_fall_recall,0.019565217391304374
3,ANYFAMPD,two_stage_system,macro_f1,-0.004665724385208981
3,ANYFAMPD,two_stage_system,rare_fall_recall,0.03913043478260867
3,ANYFAMPD,stage_1,macro_f1,-0.007999713971719048
3,ANYFAMPD,stage_2,macro_f1,-0.00559281986353658
3,ANYFAMPD,stage_2,rare_fall_recall,0.010869565217391297
3,DXTREMOR,direct_system,macro_f1,0.0
3,DXTREMOR,direct_system,rare_fall_recall,0.0
3,DXTREMOR,two_stage_system,macro_f1,0.0
3,DXTREMOR,two_stage_system,rare_fall_recall,0.0
3,DXTREMOR,stage_1,macro_f1,0.0
3,DXTREMOR,stage_2,macro_f1,0.0
3,DXTREMOR,stage_2,rare_fall_recall,0.0
3,DXBRADY,direct_system,macro_f1,0.0028489353628922574
3,DXBRADY,direct_system,rare_fall_recall,0.004347826086956536
3,DXBRADY,two_stage_system,macro_f1,-0.0025877303972192457
3,DXBRADY,two_stage_system,rare_fall_recall,-0.006521739130434795
3,DXBRADY,stage_1,macro_f1,-0.0031527834926308286
3,DXBRADY,stage_2,macro_f1,0.0
3,DXBRADY,stage_2,rare_fall_recall,0.0
3,DOMSIDE,direct_system,macro_f1,0.0
3,DOMSIDE,direct_system,rare_fall_recall,0.0
3,DOMSIDE,two_stage_system,macro_f1,0.016348346928019536
3,DOMSIDE,two_stage_system,rare_fall_recall,0.030434782608695636
3,DOMSIDE,stage_1,macro_f1,0.0
3,DOMSIDE,stage_2,macro_f1,0.023472796486704604
3,DOMSIDE,stage_2,rare_fall_recall,0.030434782608695633
3,NP1CNST,direct_system,macro_f1,0.028376750331384155
3,NP1CNST,direct_system,rare_fall_recall,0.06521739130434785
3,NP1CNST,two_stage_system,macro_f1,0.007431256643219986
3,NP1CNST,two_stage_system,rare_fall_recall,0.030434782608695633
3,NP1CNST,stage_1,macro_f1,0.009965684311149359
3,NP1CNST,stage_2,macro_f1,0.0
3,NP1CNST,stage_2,rare_fall_recall,0.0
4,GROUP_NEUROQOL_FORM,direct_system,macro_f1,0.017775979041061696
4,GROUP_NEUROQOL_FORM,direct_system,rare_fall_recall,-0.017391304347826098
4,GROUP_NEUROQOL_FORM,two_stage_system,macro_f1,0.013012585655073617
4,GROUP_NEUROQOL_FORM,two_stage_system,rare_fall_recall,0.01739130434782609
4,GROUP_NEUROQOL_FORM,stage_1,macro_f1,0.00046641660386528285
4,GROUP_NEUROQOL_FORM,stage_2,macro_f1,0.021280651355921908
4,GROUP_NEUROQOL_FORM,stage_2,rare_fall_recall,0.013043478260869556
4,Years_since_PD_diagnosis,direct_system,macro_f1,0.009290404354389348
4,Years_since_PD_diagnosis,direct_system,rare_fall_recall,-0.03260869565217391
4,Years_since_PD_diagnosis,two_stage_system,macro_f1,0.022417645503540872
4,Years_since_PD_diagnosis,two_stage_system,rare_fall_recall,-0.028260869565217388
4,Years_since_PD_diagnosis,stage_1,macro_f1,-0.0022746758641485456
4,Years_since_PD_diagnosis,stage_2,macro_f1,0.06110124717787052
4,Years_since_PD_diagnosis,stage_2,rare_fall_recall,-0.013043478260869556
4,Age,direct_system,macro_f1,0.005908188408789083
4,Age,direct_system,rare_fall_recall,0.019565217391304335
4,Age,two_stage_system,macro_f1,-0.004113366190958279
4,Age,two_stage_system,rare_fall_recall,-0.006521739130434778
4,Age,stage_1,macro_f1,0.002063930840949979
4,Age,stage_2,macro_f1,0.0
4,Age,stage_2,rare_fall_recall,0.0
4,DXPOSINS,direct_system,macro_f1,0.0
4,DXPOSINS,direct_system,rare_fall_recall,0.0
4,DXPOSINS,two_stage_system,macro_f1,0.0
4,DXPOSINS,two_stage_system,rare_fall_recall,0.0
4,DXPOSINS,stage_1,macro_f1,0.0
4,DXPOSINS,stage_2,macro_f1,0.0
4,DXPOSINS,stage_2,rare_fall_recall,0.0
4,DXRIGID,direct_system,macro_f1,0.0
4,DXRIGID,direct_system,rare_fall_recall,0.0
4,DXRIGID,two_stage_system,macro_f1,0.0
4,DXRIGID,two_stage_system,rare_fall_recall,0.0
4,DXRIGID,stage_1,macro_f1,0.0
4,DXRIGID,stage_2,macro_f1,0.0
4,DXRIGID,stage_2,rare_fall_recall,0.0
4,DOPTHERST,direct_system,macro_f1,0.0032064496145928654
4,DOPTHERST,direct_system,rare_fall_recall,-0.004347826086956519
4,DOPTHERST,two_stage_system,macro_f1,-0.013384326972655592
4,DOPTHERST,two_stage_system,rare_fall_recall,-0.02391304347826086
4,DOPTHERST,stage_1,macro_f1,-0.00584856513800629
4,DOPTHERST,stage_2,macro_f1,-0.011138827524136818
4,DOPTHERST,stage_2,rare_fall_recall,0.0021739130434782596
4,MCATOT,direct_system,macro_f1,0.010656951835170925
4,MCATOT,direct_system,rare_fall_recall,0.010869565217391302
4,MCATOT,two_stage_system,macro_f1,-0.00034602688703369024
4,MCATOT,two_stage_system,rare_fall_recall,-0.006521739130434778
4,MCATOT,stage_1,macro_f1,0.006946699565454772
4,MCATOT,stage_2,macro_f1,0.0
4,MCATOT,stage_2,rare_fall_recall,0.0
4,GROUP_FREEZING_FORM,direct_system,macro_f1,0.043727551934944965
4,GROUP_FREEZING_FORM,direct_system,rare_fall_recall,-0.05434782608695654
4,GROUP_FREEZING_FORM,two_stage_system,macro_f1,0.0838412382358134
4,GROUP_FREEZING_FORM,two_stage_system,rare_fall_recall,-0.056521739130434775
4,GROUP_FREEZING_FORM,stage_1,macro_f1,0.0050650086590514395
4,GROUP_FREEZING_FORM,stage_2,macro_f1,0.14901102913420566
4,GROUP_FREEZING_FORM,stage_2,rare_fall_recall,-0.041304347826086954
4,SCAU14,direct_system,macro_f1,-0.004885267376289059
4,SCAU14,direct_system,rare_fall_recall,-0.028260869565217395
4,SCAU14,two_stage_system,macro_f1,-0.01077948978978327
4,SCAU14,two_stage_system,rare_fall_recall,-0.019565217391304335
4,SCAU14,stage_1,macro_f1,-0.0041510095533865195
4,SCAU14,stage_2,macro_f1,-0.004873475163261198
4,SCAU14,stage_2,rare_fall_recall,0.0
4,SCAU16,direct_system,macro_f1,0.00010615779898767163
4,SCAU16,direct_system,rare_fall_recall,0.0
4,SCAU16,two_stage_system,macro_f1,-0.0010967889428791788
4,SCAU16,two_stage_system,rare_fall_recall,-0.006521739130434778
4,SCAU16,stage_1,macro_f1,-0.0006825420664433146
4,SCAU16,stage_2,macro_f1,0.0
4,SCAU16,stage_2,rare_fall_recall,0.0
4,GDS_TOTAL,direct_system,macro_f1,0.009949538756570907
4,GDS_TOTAL,direct_system,rare_fall_recall,0.02608695652173912
4,GDS_TOTAL,two_stage_system,macro_f1,0.002161282516646579
4,GDS_TOTAL,two_stage_system,rare_fall_recall,0.004347826086956519
4,GDS_TOTAL,stage_1,macro_f1,0.002599476349839214
4,GDS_TOTAL,stage_2,macro_f1,0.0
4,GDS_TOTAL,stage_2,rare_fall_recall,0.0
4,NP1RTOT,direct_system,macro_f1,-0.00406432337763315
4,NP1RTOT,direct_system,rare_fall_recall,-0.021739130434782605
4,NP1RTOT,two_stage_system,macro_f1,-0.01379011372032779
4,NP1RTOT,two_stage_system,rare_fall_recall,-0.030434782608695633
4,NP1RTOT,stage_1,macro_f1,-0.014730801841689322
4,NP1RTOT,stage_2,macro_f1,0.0
4,NP1RTOT,stage_2,rare_fall_recall,0.0
4,BMI,direct_system,macro_f1,0.0
4,BMI,direct_system,rare_fall_recall,0.0
4,BMI,two_stage_system,macro_f1,0.0
4,BMI,two_stage_system,rare_fall_recall,0.0
4,BMI,stage_1,macro_f1,0.0
4,BMI,stage_2,macro_f1,0.0
4,BMI,stage_2,rare_fall_recall,0.0
4,NP1SLPD,direct_system,macro_f1,0.006650110724189284
4,NP1SLPD,direct_system,rare_fall_recall,0.0
4,NP1SLPD,two_stage_system,macro_f1,0.00260286151586363
4,NP1SLPD,two_stage_system,rare_fall_recall,0.0
4,NP1SLPD,stage_1,macro_f1,0.007543281383361733
4,NP1SLPD,stage_2,macro_f1,0.0
4,NP1SLPD,stage_2,rare_fall_recall,0.0
4,NP1URIN,direct_system,macro_f1,0.005930826279219381
4,NP1URIN,direct_system,rare_fall_recall,-5.551115123125783e-18
4,NP1URIN,two_stage_system,macro_f1,0.0007611211173813471
4,NP1URIN,two_stage_system,rare_fall_recall,0.0021739130434782596
4,NP1URIN,stage_1,macro_f1,0.006396963663753108
4,NP1URIN,stage_2,macro_f1,-0.008146931192591179
4,NP1URIN,stage_2,rare_fall_recall,0.0021739130434782596
4,NP3GAIT_COMBINED_MAX,direct_system,macro_f1,0.01644512411183684
4,NP3GAIT_COMBINED_MAX,direct_system,rare_fall_recall,0.02391304347826086
4,NP3GAIT_COMBINED_MAX,two_stage_system,macro_f1,-0.0021378391276417274
4,NP3GAIT_COMBINED_MAX,two_stage_system,rare_fall_recall,5.551115123125783e-18
4,NP3GAIT_COMBINED_MAX,stage_1,macro_f1,0.010933256224332855
4,NP3GAIT_COMBINED_MAX,stage_2,macro_f1,-0.01495827196858126
4,NP3GAIT_COMBINED_MAX,stage_2,rare_fall_recall,0.0
4,NP3PSTBL_COMBINED_MAX,direct_system,macro_f1,0.013210438218550103
4,NP3PSTBL_COMBINED_MAX,direct_system,rare_fall_recall,0.0
4,NP3PSTBL_COMBINED_MAX,two_stage_system,macro_f1,0.015539934986891369
4,NP3PSTBL_COMBINED_MAX,two_stage_system,rare_fall_recall,0.010869565217391297
4,NP3PSTBL_COMBINED_MAX,stage_1,macro_f1,0.009479268112721883
4,NP3PSTBL_COMBINED_MAX,stage_2,macro_f1,0.018296207658321028
4,NP3PSTBL_COMBINED_MAX,stage_2,rare_fall_recall,0.017391304347826077
4,NHY_COMBINED_MAX,direct_system,macro_f1,0.0007766051476330027
4,NHY_COMBINED_MAX,direct_system,rare_fall_recall,-0.019565217391304353
4,NHY_COMBINED_MAX,two_stage_system,macro_f1,0.0019904968561505476
